an,bn,ratio,gmp_ns,simd_ns,speedup
200,130,0.6500,3963.9,1340.5,2.9570
200,160,0.8000,4702.1,1513.9,3.1059
200,200,1.0000,5261.4,1547.6,3.3996
201,25,0.1250,1465.0,295.9,4.9514
201,40,0.2000,2025.5,431.2,4.6978
201,50,0.2500,2440.9,513.2,4.7565
201,67,0.3333,2748.9,664.2,4.1386
201,80,0.4000,3361.5,774.6,4.3394
201,101,0.5000,3625.4,1072.8,3.3795
201,131,0.6500,4035.0,1298.4,3.1076
201,161,0.8000,4719.9,1391.5,3.3919
201,201,1.0000,5332.1,1541.2,3.4597
202,25,0.1250,1473.9,299.4,4.9225
202,40,0.2000,2031.5,434.1,4.6797
202,51,0.2500,2497.6,520.8,4.7960
202,67,0.3333,2748.0,914.6,3.0045
202,81,0.4000,3399.2,784.9,4.3308
202,101,0.5000,3652.3,1123.9,3.2498
202,131,0.6500,4047.6,1311.7,3.0857
202,162,0.8000,4746.0,1418.4,3.3461
202,202,1.0000,5365.6,1572.1,3.4130
203,25,0.1250,1479.1,300.2,4.9265
203,41,0.2000,2217.1,441.1,5.0259
203,51,0.2500,2504.4,524.8,4.7721
203,68,0.3333,3248.6,673.5,4.8234
203,81,0.4000,3312.5,792.6,4.1793
203,102,0.5000,3680.5,1095.0,3.3613
203,132,0.6500,4079.7,1308.8,3.1171
203,162,0.8000,4788.9,1565.5,3.0590
203,203,1.0000,5389.1,1584.7,3.4006
204,26,0.1250,1546.6,309.2,5.0014
204,41,0.2000,2206.7,443.3,4.9777
204,51,0.2500,2509.3,528.6,4.7475
204,68,0.3333,2786.9,904.3,3.0818
204,82,0.4000,3419.2,803.2,4.2570
204,102,0.5000,3671.3,983.9,3.7313
204,133,0.6500,4111.9,1306.3,3.1477
204,163,0.8000,4642.0,1541.3,3.0117
204,204,1.0000,5431.3,1599.4,3.3958
205,26,0.1250,1550.3,308.9,5.0191
205,41,0.2000,2158.7,443.9,4.8628
205,51,0.2500,2519.7,529.2,4.7612
205,68,0.3333,2836.0,904.8,3.1345
205,82,0.4000,3347.4,808.0,4.1426
205,103,0.5000,3763.6,1105.7,3.4038
205,133,0.6500,4205.8,1354.6,3.1048
205,164,0.8000,4649.2,1562.8,2.9750
205,205,1.0000,5568.8,1624.0,3.4292
206,26,0.1250,1559.9,311.2,5.0134
206,41,0.2000,2165.9,445.4,4.8629
206,52,0.2500,2556.4,538.7,4.7460
206,69,0.3333,3348.1,691.2,4.8439
206,82,0.4000,3355.3,811.4,4.1352
206,103,0.5000,3765.0,1007.5,3.7371
206,134,0.6500,4243.8,1365.4,3.1082
206,165,0.8000,4677.0,1443.9,3.2391
206,206,1.0000,5531.2,1624.9,3.4041
207,26,0.1250,1565.1,311.9,5.0180
207,41,0.2000,2188.7,448.7,4.8776
207,52,0.2500,2561.3,539.5,4.7476
207,69,0.3333,2886.7,897.6,3.2161
207,83,0.4000,3511.5,826.1,4.2507
207,104,0.5000,3785.9,1096.8,3.4518
207,135,0.6500,4278.4,1411.3,3.0315
207,166,0.8000,4752.1,1436.5,3.3081
207,207,1.0000,5604.3,1610.0,3.4809
208,26,0.1250,1575.7,312.6,5.0416
208,42,0.2000,2258.0,459.6,4.9134
208,52,0.2500,2573.1,541.4,4.7529
208,69,0.3333,2905.0,905.4,3.2086
208,83,0.4000,3449.1,832.5,4.1431
208,104,0.5000,3787.6,1008.9,3.7543
208,135,0.6500,4262.1,1386.7,3.0736
208,166,0.8000,4755.8,1407.4,3.3792
208,208,1.0000,5518.9,1522.4,3.6251
209,26,0.1250,1552.5,310.2,5.0051
209,42,0.2000,2272.4,451.7,5.0307
209,52,0.2500,2552.9,535.8,4.7643
209,70,0.3333,3451.8,701.5,4.9206
209,84,0.4000,3541.7,821.2,4.3131
209,105,0.5000,3873.9,1097.2,3.5308
209,136,0.6500,4273.1,1390.1,3.0738
209,167,0.8000,4798.4,1574.6,3.0474
209,209,1.0000,5597.8,1612.0,3.4725
210,26,0.1250,1593.1,316.3,5.0371
210,42,0.2000,2212.1,462.8,4.7799
210,53,0.2500,2663.0,564.8,4.7147
210,70,0.3333,2931.0,721.4,4.0630
210,84,0.4000,3463.4,847.9,4.0846
210,105,0.5000,3912.7,1139.9,3.4325
210,137,0.6500,4309.1,1462.2,2.9470
210,168,0.8000,4829.4,1580.9,3.0549
210,210,1.0000,5600.5,1650.4,3.3935
211,26,0.1250,1596.6,318.8,5.0081
211,42,0.2000,2259.9,465.5,4.8551
211,53,0.2500,2663.1,566.8,4.6985
211,70,0.3333,2944.2,726.5,4.0523
211,84,0.4000,3537.3,852.3,4.1506
211,106,0.5000,3942.1,1167.8,3.3758
211,137,0.6500,4313.6,1443.0,2.9893
211,169,0.8000,4866.4,1585.7,3.0689
211,211,1.0000,5712.3,1678.4,3.4034
212,27,0.1250,1668.7,333.9,4.9981
212,42,0.2000,2271.0,473.8,4.7931
212,53,0.2500,2670.5,568.0,4.7016
212,71,0.3333,3497.2,731.3,4.7820
212,85,0.4000,3662.5,865.7,4.2306
212,106,0.5000,3938.6,1243.2,3.1680
212,138,0.6500,4335.6,1448.4,2.9933
212,170,0.8000,4930.3,1566.2,3.1481
212,212,1.0000,5766.1,1695.8,3.4003
213,27,0.1250,1676.3,334.0,5.0185
213,43,0.2000,2370.2,478.0,4.9581
213,53,0.2500,2678.0,571.6,4.6853
213,71,0.3333,2996.9,741.3,4.0430
213,85,0.4000,3623.1,868.3,4.1725
213,107,0.5000,3981.4,1098.4,3.6249
213,138,0.6500,4405.5,1460.0,3.0174
213,170,0.8000,4918.2,1625.0,3.0267
213,213,1.0000,5770.5,1709.2,3.3761
214,27,0.1250,1681.7,336.6,4.9961
214,43,0.2000,2385.0,479.0,4.9785
214,54,0.2500,2720.5,586.1,4.6421
214,71,0.3333,2997.5,911.1,3.2901
214,86,0.4000,3725.9,882.6,4.2215
214,107,0.5000,4007.6,1098.9,3.6468
214,139,0.6500,4426.4,1470.7,3.0098
214,171,0.8000,4978.3,1657.6,3.0033
214,214,1.0000,5860.2,1714.7,3.4175
215,27,0.1250,1690.7,342.1,4.9414
215,43,0.2000,2353.5,481.0,4.8924
215,54,0.2500,2733.3,584.4,4.6769
215,72,0.3333,3560.7,760.0,4.6850
215,86,0.4000,3686.0,881.6,4.1811
215,108,0.5000,4036.9,1114.2,3.6232
215,140,0.6500,4438.6,1531.2,2.8987
215,172,0.8000,5020.3,1648.0,3.0463
215,215,1.0000,5863.8,1736.5,3.3769
216,27,0.1250,1695.1,344.1,4.9263
216,43,0.2000,2349.3,482.5,4.8690
216,54,0.2500,2729.3,585.6,4.6608
216,72,0.3333,3041.9,764.8,3.9772
216,86,0.4000,3676.6,888.9,4.1362
216,108,0.5000,4052.9,1113.5,3.6399
216,140,0.6500,4452.0,1515.9,2.9369
216,173,0.8000,5017.5,1544.0,3.2498
216,216,1.0000,5880.0,1749.0,3.3619
217,27,0.1250,1707.7,344.3,4.9596
217,43,0.2000,2379.0,483.8,4.9176
217,54,0.2500,2694.4,589.5,4.5704
217,72,0.3333,3097.4,953.5,3.2483
217,87,0.4000,3706.3,908.3,4.0807
217,109,0.5000,3964.1,1144.2,3.4644
217,141,0.6500,4569.9,1535.8,2.9755
217,174,0.8000,5092.5,1563.7,3.2567
217,217,1.0000,6050.6,1755.0,3.4476
218,27,0.1250,1712.1,344.1,4.9754
218,44,0.2000,2482.9,501.7,4.9493
218,55,0.2500,2679.5,601.5,4.4546
218,73,0.3333,3523.7,770.4,4.5736
218,87,0.4000,3749.7,907.2,4.1332
218,109,0.5000,3990.5,1140.2,3.4997
218,142,0.6500,4589.7,1521.4,3.0168
218,174,0.8000,5089.4,1679.4,3.0305
218,218,1.0000,6090.8,1779.1,3.4235
219,27,0.1250,1721.4,343.1,5.0178
219,44,0.2000,2492.0,509.9,4.8878
219,55,0.2500,2703.7,611.5,4.4216
219,73,0.3333,3205.8,947.9,3.3822
219,88,0.4000,3708.7,927.9,3.9971
219,110,0.5000,3993.5,1148.1,3.4784
219,142,0.6500,4622.5,1526.6,3.0279
219,175,0.8000,5148.3,1685.5,3.0544
219,219,1.0000,6144.1,1791.7,3.4292
220,28,0.1250,1891.4,356.1,5.3122
220,44,0.2000,2447.7,507.7,4.8211
220,55,0.2500,2698.0,607.2,4.4432
220,73,0.3333,3195.4,958.5,3.3338
220,88,0.4000,3796.6,924.3,4.1075
220,110,0.5000,3972.7,1148.2,3.4601
220,143,0.6500,4613.7,1534.6,3.0065
220,176,0.8000,5182.7,1659.7,3.1227
220,220,1.0000,6242.4,1798.7,3.4705
221,28,0.1250,1894.5,355.4,5.3312
221,44,0.2000,2470.0,506.9,4.8729
221,55,0.2500,2701.3,609.5,4.4323
221,74,0.3333,3488.4,795.0,4.3877
221,88,0.4000,3837.2,931.1,4.1210
221,111,0.5000,3928.7,1180.2,3.3289
221,144,0.6500,4689.8,1515.1,3.0953
221,177,0.8000,5199.3,1624.3,3.2010
221,221,1.0000,6228.4,1767.5,3.5239
222,28,0.1250,1897.5,360.5,5.2641
222,44,0.2000,2487.6,514.0,4.8394
222,56,0.2500,2672.7,620.7,4.3057
222,74,0.3333,3215.5,982.4,3.2730
222,89,0.4000,3705.4,950.6,3.8980
222,111,0.5000,3927.6,1174.4,3.3444
222,144,0.6500,4713.9,1539.7,3.0616
222,178,0.8000,5293.5,1666.4,3.1766
222,222,1.0000,6236.4,1817.4,3.4315
223,28,0.1250,1899.6,361.9,5.2493
223,45,0.2000,2598.8,519.7,5.0008
223,56,0.2500,2686.8,623.5,4.3091
223,74,0.3333,3287.0,984.4,3.3391
223,89,0.4000,3948.7,942.7,4.1889
223,112,0.5000,3943.3,1171.6,3.3659
223,145,0.6500,4867.2,1567.9,3.1042
223,178,0.8000,5330.4,1724.3,3.0913
223,223,1.0000,6346.5,1827.2,3.4734
224,28,0.1250,1906.8,362.5,5.2603
224,45,0.2000,2597.9,523.2,4.9652
224,56,0.2500,2659.1,627.2,4.2398
224,75,0.3333,3503.8,817.0,4.2888
224,90,0.4000,3702.0,967.3,3.8274
224,112,0.5000,3889.1,1168.8,3.3275
224,146,0.6500,4881.4,1569.6,3.1099
224,179,0.8000,5327.4,1664.9,3.1999
224,224,1.0000,6334.7,1829.5,3.4626
225,28,0.1250,1912.9,364.2,5.2527
225,45,0.2000,2597.9,528.2,4.9185
225,56,0.2500,2737.1,632.6,4.3265
225,75,0.3333,3311.7,816.8,4.0546
225,90,0.4000,3991.9,958.6,4.1642
225,113,0.5000,4071.3,1173.6,3.4692
225,146,0.6500,4914.8,1548.0,3.1750
225,180,0.8000,5387.3,1738.2,3.0993
225,225,1.0000,6383.5,1853.3,3.4444
226,28,0.1250,1922.2,363.9,5.2817
226,45,0.2000,2611.8,526.9,4.9567
226,57,0.2500,2836.0,649.6,4.3654
226,75,0.3333,3336.7,974.7,3.4231
226,90,0.4000,4014.3,969.8,4.1392
226,113,0.5000,4099.8,1183.8,3.4631
226,147,0.6500,4892.6,1567.3,3.1217
226,181,0.8000,5457.8,1711.7,3.1885
226,226,1.0000,6439.6,1878.8,3.4275
227,28,0.1250,1926.9,364.4,5.2873
227,45,0.2000,2628.4,527.3,4.9846
227,57,0.2500,2825.3,651.1,4.3392
227,76,0.3333,3636.3,835.5,4.3521
227,91,0.4000,3841.8,982.9,3.9086
227,114,0.5000,4117.1,1182.3,3.4824
227,148,0.6500,4890.5,1600.8,3.0550
227,182,0.8000,5452.3,1704.9,3.1980
227,227,1.0000,6442.2,1877.7,3.4309
228,29,0.1250,2034.8,376.9,5.3995
228,46,0.2000,2645.8,540.4,4.8958
228,57,0.2500,2821.9,651.0,4.3350
228,76,0.3333,3327.7,835.6,3.9822
228,91,0.4000,4104.4,979.6,4.1898
228,114,0.5000,4112.7,1189.7,3.4568
228,148,0.6500,4867.0,1568.8,3.1023
228,182,0.8000,5479.9,1716.4,3.1927
228,228,1.0000,6460.2,1901.1,3.3981
229,29,0.1250,2043.6,377.8,5.4091
229,46,0.2000,2701.6,542.2,4.9823
229,57,0.2500,2822.9,654.1,4.3159
229,76,0.3333,3396.6,989.2,3.4338
229,92,0.4000,3862.7,1007.6,3.8336
229,115,0.5000,4145.7,1191.7,3.4789
229,149,0.6500,5096.6,1616.8,3.1523
229,183,0.8000,5494.9,1763.4,3.1161
229,229,1.0000,6629.6,1904.2,3.4816
230,29,0.1250,2050.5,378.0,5.4243
230,46,0.2000,2678.3,544.2,4.9215
230,58,0.2500,2853.7,667.5,4.2752
230,77,0.3333,3690.9,856.0,4.3117
230,92,0.4000,4126.3,1006.6,4.0992
230,115,0.5000,4160.3,1199.2,3.4691
230,150,0.6500,5087.4,1584.2,3.2114
230,184,0.8000,5527.8,1907.1,2.8986
230,230,1.0000,6649.4,1917.1,3.4686
231,29,0.1250,2028.0,378.4,5.3601
231,46,0.2000,2686.5,545.1,4.9283
231,58,0.2500,2824.3,669.8,4.2170
231,77,0.3333,3477.3,1014.6,3.4273
231,92,0.4000,4170.8,1009.5,4.1317
231,116,0.5000,4152.5,1211.1,3.4287
231,150,0.6500,5115.8,1589.2,3.2191
231,185,0.8000,5562.4,1900.2,2.9273
231,231,1.0000,6667.2,1941.6,3.4338
232,29,0.1250,2028.7,379.5,5.3455
232,46,0.2000,2693.8,547.1,4.9242
232,58,0.2500,2794.9,671.0,4.1653
232,77,0.3333,3498.7,1010.2,3.4633
232,93,0.4000,3897.6,1023.2,3.8091
232,116,0.5000,4147.4,1213.2,3.4184
232,151,0.6500,5105.6,1563.0,3.2665
232,186,0.8000,5603.8,1790.4,3.1300
232,232,1.0000,6495.1,1946.7,3.3366
233,29,0.1250,2030.1,381.2,5.3251
233,47,0.2000,2779.4,559.1,4.9712
233,58,0.2500,2902.8,673.5,4.3098
233,78,0.3333,3801.0,874.0,4.3489
233,93,0.4000,4274.7,1029.1,4.1537
233,117,0.5000,4271.6,1219.9,3.5016
233,151,0.6500,5124.1,1563.7,3.2768
233,186,0.8000,5639.1,1850.5,3.0474
233,233,1.0000,6562.1,1953.7,3.3588
234,29,0.1250,2046.5,384.0,5.3298
234,47,0.2000,2777.2,560.5,4.9545
234,59,0.2500,2966.8,685.4,4.3286
234,78,0.3333,3498.4,995.4,3.5145
234,94,0.4000,3979.2,1046.3,3.8031
234,117,0.5000,4241.4,1191.0,3.5611
234,152,0.6500,5173.3,1557.4,3.3218
234,187,0.8000,5698.9,1747.3,3.2615
234,234,1.0000,6569.4,1900.1,3.4574
235,29,0.1250,2019.6,390.6,5.1709
235,47,0.2000,2795.2,563.6,4.9599
235,59,0.2500,2971.3,689.0,4.3128
235,78,0.3333,3565.6,1020.7,3.4933
235,94,0.4000,4348.4,1043.7,4.1663
235,118,0.5000,4294.6,1283.5,3.3459
235,153,0.6500,5458.3,1624.6,3.3598
235,188,0.8000,5720.7,1963.2,2.9140
235,235,1.0000,6582.0,1973.5,3.3352
236,30,0.1250,2075.2,394.4,5.2619
236,47,0.2000,2797.7,564.6,4.9551
236,59,0.2500,2932.7,690.8,4.2456
236,79,0.3333,3805.9,897.7,4.2396
236,94,0.4000,4357.3,1044.6,4.1712
236,118,0.5000,4315.5,1289.2,3.3474
236,153,0.6500,5481.4,1596.6,3.4331
236,189,0.8000,5728.6,1821.3,3.1454
236,236,1.0000,6600.6,2007.5,3.2880
237,30,0.1250,2082.0,396.6,5.2498
237,47,0.2000,2819.2,565.8,4.9824
237,59,0.2500,2940.2,693.9,4.2372
237,79,0.3333,3631.2,901.6,4.0275
237,95,0.4000,4104.1,1068.1,3.8422
237,119,0.5000,4409.8,1305.7,3.3774
237,154,0.6500,5621.6,1636.4,3.4353
237,190,0.8000,5850.9,1845.3,3.1708
237,237,1.0000,6781.0,2051.3,3.3057
238,30,0.1250,2086.9,398.9,5.2314
238,48,0.2000,2846.7,586.1,4.8574
238,60,0.2500,2961.2,704.5,4.2031
238,79,0.3333,3634.0,903.8,4.0209
238,95,0.4000,4417.1,1060.2,4.1661
238,119,0.5000,4381.2,1309.8,3.3450
238,155,0.6500,5617.5,1654.3,3.3957
238,190,0.8000,5840.6,1898.9,3.0757
238,238,1.0000,6795.0,2077.8,3.2702
239,30,0.1250,2097.0,399.8,5.2459
239,48,0.2000,2844.1,591.4,4.8093
239,60,0.2500,2946.9,709.3,4.1547
239,80,0.3333,3938.1,919.0,4.2851
239,96,0.4000,4139.5,1091.7,3.7917
239,120,0.5000,4367.2,1330.6,3.2821
239,155,0.6500,5638.4,1676.8,3.3627
239,191,0.8000,5916.3,1981.9,2.9852
239,239,1.0000,6811.3,2083.0,3.2700
240,30,0.1250,2088.8,400.3,5.2184
240,48,0.2000,2831.8,591.9,4.7846
240,60,0.2500,2957.6,712.4,4.1514
240,80,0.3333,3634.2,922.7,3.9387
240,96,0.4000,4421.9,1089.2,4.0598
240,120,0.5000,4372.1,1321.5,3.3084
240,156,0.6500,5676.5,1665.7,3.4078
240,192,0.8000,5921.3,1886.9,3.1382
240,240,1.0000,6817.2,2076.6,3.2828
241,30,0.1250,2073.2,406.5,5.1007
241,48,0.2000,2856.5,592.6,4.8201
241,60,0.2500,3002.7,715.0,4.1997
241,80,0.3333,3694.3,1079.1,3.4234
241,96,0.4000,4482.2,1093.1,4.1004
241,121,0.5000,4490.8,1348.0,3.3315
241,157,0.6500,5836.7,1692.3,3.4490
241,193,0.8000,5982.2,1987.9,3.0093
241,241,1.0000,6943.1,2092.2,3.3186
242,30,0.1250,2081.8,405.6,5.1333
242,48,0.2000,2860.2,596.4,4.7957
242,61,0.2500,3093.4,732.6,4.2226
242,81,0.3333,3798.4,936.9,4.0540
242,97,0.4000,4232.0,1114.6,3.7968
242,121,0.5000,4516.7,1359.7,3.3219
242,157,0.6500,5788.8,1721.1,3.3635
242,194,0.8000,6048.4,1944.2,3.1111
242,242,1.0000,6975.4,2111.9,3.3028
243,30,0.1250,2082.2,404.2,5.1515
243,49,0.2000,3016.0,605.1,4.9839
243,61,0.2500,3090.2,736.7,4.1946
243,81,0.3333,3799.6,938.6,4.0479
243,97,0.4000,4608.8,1105.2,4.1699
243,122,0.5000,4545.5,1336.8,3.4003
243,158,0.6500,5832.5,1744.8,3.3429
243,194,0.8000,6055.2,1933.7,3.1314
243,243,1.0000,6945.3,2111.2,3.2897
244,31,0.1250,2130.9,422.9,5.0391
244,49,0.2000,3011.6,610.8,4.9304
244,61,0.2500,3079.1,739.0,4.1665
244,81,0.3333,3801.7,1084.5,3.5054
244,98,0.4000,4307.3,1127.5,3.8201
244,122,0.5000,4539.3,1345.9,3.3727
244,159,0.6500,5835.2,1702.6,3.4272
244,195,0.8000,6115.3,1948.7,3.1382
244,244,1.0000,6996.9,2152.6,3.2504
245,31,0.1250,2138.5,425.4,5.0275
245,49,0.2000,2989.9,611.4,4.8902
245,61,0.2500,3097.4,744.2,4.1621
245,82,0.3333,3823.5,961.4,3.9769
245,98,0.4000,4631.2,1128.9,4.1023
245,123,0.5000,4580.3,1355.8,3.3784
245,159,0.6500,5838.2,1718.8,3.3966
245,196,0.8000,6208.2,1980.3,3.1349
245,245,1.0000,7113.9,2172.6,3.2744
246,31,0.1250,2142.4,427.3,5.0135
246,49,0.2000,2993.6,612.0,4.8913
246,62,0.2500,3131.5,751.7,4.1660
246,82,0.3333,3845.5,1108.2,3.4701
246,98,0.4000,4639.5,1133.0,4.0950
246,123,0.5000,4580.7,1349.3,3.3949
246,160,0.6500,5880.8,1719.2,3.4207
246,197,0.8000,6297.4,2007.5,3.1369
246,246,1.0000,7145.0,2177.1,3.2818
247,31,0.1250,2147.0,427.6,5.0207
247,49,0.2000,3016.3,613.7,4.9149
247,62,0.2500,3140.8,754.5,4.1629
247,82,0.3333,3834.3,1107.9,3.4607
247,99,0.4000,4314.2,1149.9,3.7517
247,124,0.5000,4600.1,1374.2,3.3475
247,161,0.6500,5880.0,1728.1,3.4026
247,198,0.8000,6325.2,1954.0,3.2372
247,247,1.0000,7214.1,2132.5,3.3829
248,31,0.1250,2147.7,430.5,4.9887
248,50,0.2000,3093.9,627.8,4.9282
248,62,0.2500,3112.9,758.9,4.1017
248,83,0.3333,3926.3,988.4,3.9725
248,99,0.4000,4765.9,1153.1,4.1331
248,124,0.5000,4596.4,1374.9,3.3431
248,161,0.6500,5880.3,1735.9,3.3875
248,198,0.8000,6347.5,2068.1,3.0692
248,248,1.0000,7178.8,2207.2,3.2524
249,31,0.1250,2158.0,433.9,4.9738
249,50,0.2000,3125.6,629.5,4.9650
249,62,0.2500,3172.5,758.8,4.1808
249,83,0.3333,3955.8,993.1,3.9831
249,100,0.4000,4466.4,1176.5,3.7964
249,125,0.5000,4729.4,1385.1,3.4145
249,162,0.6500,5908.6,1783.5,3.3129
249,199,0.8000,6340.1,2048.5,3.0951
249,249,1.0000,7288.9,2211.5,3.2959
250,31,0.1250,2161.3,433.4,4.9863
250,50,0.2000,3044.1,630.6,4.8271
250,63,0.2500,3273.7,777.4,4.2109
250,83,0.3333,3944.7,997.0,3.9564
250,100,0.4000,4761.7,1180.2,4.0346
250,125,0.5000,4741.9,1378.1,3.4409
250,163,0.6500,5810.9,1775.9,3.2721
250,200,0.8000,6414.5,2057.1,3.1182
250,250,1.0000,7333.4,2217.5,3.3071
251,31,0.1250,2186.0,435.2,5.0232
251,50,0.2000,3066.0,632.5,4.8472
251,63,0.2500,3267.7,775.6,4.2130
251,84,0.3333,3993.2,1007.4,3.9639
251,100,0.4000,4810.3,1178.4,4.0821
251,126,0.5000,4796.8,1409.1,3.4042
251,163,0.6500,5766.2,1779.6,3.2401
251,201,0.8000,6471.4,2104.4,3.0752
251,251,1.0000,7341.3,2239.1,3.2786
252,32,0.1250,2206.5,446.1,4.9461
252,50,0.2000,3076.6,634.5,4.8492
252,63,0.2500,3262.4,779.3,4.1864
252,84,0.3333,3968.8,1012.0,3.9218
252,101,0.4000,4492.5,1199.9,3.7440
252,126,0.5000,4808.8,1435.3,3.3504
252,164,0.6500,5763.4,1784.8,3.2291
252,202,0.8000,6525.3,2074.0,3.1462
252,252,1.0000,7362.4,2253.4,3.2672
253,32,0.1250,2223.4,446.3,4.9818
253,51,0.2000,3173.7,648.6,4.8928
253,63,0.2500,3255.7,780.2,4.1727
253,84,0.3333,4044.4,1141.3,3.5436
253,101,0.4000,4892.2,1196.8,4.0878
253,127,0.5000,4868.5,1398.2,3.4820
253,164,0.6500,5767.5,1757.9,3.2809
253,202,0.8000,6557.2,2060.7,3.1820
253,253,1.0000,7438.0,2231.1,3.3338
254,32,0.1250,2218.6,448.0,4.9518
254,51,0.2000,3179.2,649.5,4.8946
254,64,0.2500,3277.7,792.5,4.1358
254,85,0.3333,4098.8,1028.3,3.9860
254,102,0.4000,4582.5,1215.1,3.7713
254,127,0.5000,4852.2,1402.9,3.4587
254,165,0.6500,5817.1,1812.1,3.2102
254,203,0.8000,6588.8,2080.0,3.1677
254,254,1.0000,7486.4,2282.9,3.2793
255,32,0.1250,2232.6,450.7,4.9539
255,51,0.2000,3183.7,655.5,4.8571
255,64,0.2500,3310.9,799.8,4.1396
255,85,0.3333,4121.7,1037.5,3.9728
255,102,0.4000,4975.9,1215.2,4.0948
255,128,0.5000,4859.0,1402.3,3.4650
255,166,0.6500,5936.5,1816.7,3.2678
255,204,0.8000,6630.3,2089.9,3.1726
255,255,1.0000,7483.2,2294.6,3.2612
256,32,0.1250,2232.8,454.0,4.9186
256,51,0.2000,3191.0,656.3,4.8620
256,64,0.2500,3288.9,802.4,4.0990
256,85,0.3333,4123.9,1174.6,3.5108
256,102,0.4000,4970.4,1223.2,4.0633
256,128,0.5000,4835.8,1415.0,3.4175
256,166,0.6500,5940.9,1829.0,3.2482
256,205,0.8000,6693.4,2092.7,3.1984
256,256,1.0000,7568.7,2324.8,3.2557
258,32,0.1250,2269.1,457.6,4.9587
258,52,0.2000,3317.3,670.4,4.9485
258,65,0.2500,3455.1,816.3,4.2328
258,86,0.3333,4152.9,1187.6,3.4968
258,103,0.4000,5051.2,1243.3,4.0628
258,129,0.5000,4973.2,1406.4,3.5361
258,168,0.6500,5968.9,1857.8,3.2129
258,206,0.8000,6774.2,2111.4,3.2084
258,258,1.0000,7720.6,2361.9,3.2687
260,33,0.1250,2384.6,469.5,5.0786
260,52,0.2000,3253.8,672.3,4.8396
260,65,0.2500,3428.0,821.6,4.1725
260,87,0.3333,4255.2,1083.9,3.9260
260,104,0.4000,5083.2,1259.2,4.0370
260,130,0.5000,5105.6,1427.2,3.5775
260,169,0.6500,6084.8,1886.8,3.2249
260,208,0.8000,6799.7,2070.1,3.2847
260,260,1.0000,7759.3,2264.6,3.4264
262,33,0.1250,2404.1,472.0,5.0929
262,52,0.2000,3289.5,678.4,4.8493
262,66,0.2500,3490.0,1148.1,3.0399
262,87,0.3333,4307.1,1087.7,3.9599
262,105,0.4000,4888.4,1291.5,3.7851
262,131,0.5000,5153.0,1616.4,3.1879
262,170,0.6500,6065.2,1890.6,3.2081
262,210,0.8000,6833.0,2176.9,3.1389
262,262,1.0000,7952.4,2389.1,3.3286
264,33,0.1250,2403.9,475.1,5.0594
264,53,0.2000,3420.4,701.0,4.8794
264,66,0.2500,3447.3,1124.3,3.0660
264,88,0.3333,4286.9,1100.8,3.8942
264,106,0.4000,4855.9,1304.7,3.7218
264,132,0.5000,5140.4,1752.4,2.9333
264,172,0.6500,6216.2,1912.7,3.2499
264,211,0.8000,6911.7,2187.5,3.1596
264,264,1.0000,7916.3,2590.0,3.0565
266,33,0.1250,2419.1,478.4,5.0563
266,53,0.2000,3413.7,705.8,4.8365
266,67,0.2500,3603.5,1147.6,3.1400
266,89,0.3333,4410.6,1120.9,3.9348
266,106,0.4000,5282.5,1312.8,4.0238
266,133,0.5000,5223.2,1813.6,2.8800
266,173,0.6500,6203.8,1918.8,3.2332
266,213,0.8000,6993.8,2488.9,2.8101
266,266,1.0000,7999.0,2708.5,2.9532
268,34,0.1250,2433.8,491.3,4.9536
268,54,0.2000,3487.7,720.4,4.8415
268,67,0.2500,3598.5,1207.3,2.9806
268,89,0.3333,4417.9,1243.9,3.5517
268,107,0.4000,5337.6,1662.9,3.2097
268,134,0.5000,5306.2,1749.2,3.0334
268,174,0.6500,6262.2,1920.5,3.2608
268,214,0.8000,7135.0,2265.5,3.1494
268,268,1.0000,8097.1,2736.3,2.9592
270,34,0.1250,2445.7,495.4,4.9369
270,54,0.2000,3452.3,723.9,4.7693
270,68,0.2500,3630.7,1250.9,2.9024
270,90,0.3333,4472.8,1258.1,3.5553
270,108,0.4000,5384.0,1730.0,3.1122
270,135,0.5000,5345.5,1812.6,2.9491
270,176,0.6500,6350.2,1977.9,3.2107
270,216,0.8000,7207.4,2338.0,3.0827
270,270,1.0000,8268.0,2777.5,2.9768
272,34,0.1250,2456.4,497.9,4.9336
272,54,0.2000,3450.7,730.1,4.7264
272,68,0.2500,3621.3,1236.3,2.9291
272,91,0.3333,4598.4,1165.4,3.9458
272,109,0.4000,5117.9,1752.4,2.9204
272,136,0.5000,5390.7,1880.1,2.8673
272,177,0.6500,6360.6,1958.0,3.2486
272,218,0.8000,7387.7,2561.1,2.8846
272,272,1.0000,8318.1,2799.4,2.9713
274,34,0.1250,2485.4,502.8,4.9431
274,55,0.2000,3584.9,748.3,4.7908
274,69,0.2500,3761.9,1239.5,3.0349
274,91,0.3333,4596.2,1273.3,3.6096
274,110,0.4000,5236.0,1726.1,3.0334
274,137,0.5000,5536.0,1869.0,2.9619
274,178,0.6500,6619.6,2016.1,3.2834
274,219,0.8000,7418.5,2321.9,3.1950
274,274,1.0000,8451.3,2825.3,2.9913
276,35,0.1250,2610.3,523.1,4.9903
276,55,0.2000,3470.4,753.0,4.6090
276,69,0.2500,3761.8,1040.4,3.6158
276,92,0.3333,4598.3,1199.7,3.8330
276,110,0.4000,5352.3,1727.1,3.0991
