n,scalar_ns,simd1_ns,simd2_ns,scalar_ns_per_limb,simd1_ns_per_limb,simd2_ns_per_limb,simd1_speedup,simd2_speedup,simd2_over_simd1
2136,852.078266,623.829056,2956.623047,0.398913046,0.292054802,1.384186820,1.365884,0.288193,0.210994
2144,855.108807,626.106667,2997.148438,0.398838063,0.292027363,1.397923712,1.365756,0.285307,0.208901
2152,857.790341,628.200417,2976.661133,0.398601460,0.291914692,1.383206846,1.365472,0.288172,0.211042
2160,860.602924,631.143456,3020.360352,0.398427280,0.292196045,1.398314978,1.363562,0.284934,0.208963
2168,864.547592,633.794975,3007.431641,0.398776564,0.292340855,1.387191716,1.364081,0.287470,0.210743
2176,867.761468,637.019003,3041.312500,0.398787439,0.292747704,1.397661994,1.362222,0.285325,0.209455
2184,869.881944,639.052296,3024.720766,0.398297594,0.292606363,1.384945406,1.361206,0.287591,0.211276
2192,872.483218,641.869048,3064.456653,0.398030665,0.292823471,1.398018546,1.359285,0.284711,0.209456
2200,876.621787,643.320205,3046.534274,0.398464449,0.292418275,1.384788306,1.362652,0.287744,0.211165
2208,880.380257,646.383134,3088.618952,0.398722942,0.292745984,1.398831047,1.362010,0.285040,0.209279
2216,884.360981,648.067241,3064.416331,0.399079865,0.292449116,1.382859355,1.364613,0.288590,0.211481
2224,885.487028,650.715948,3110.292339,0.398150642,0.292588106,1.398512742,1.360789,0.284696,0.209214
2232,888.783019,652.383247,3089.597782,0.398200277,0.292286401,1.384228397,1.362363,0.287669,0.211155
2240,893.484965,655.846154,3131.492708,0.398877216,0.292788462,1.397987816,1.362339,0.285322,0.209436
2248,896.307143,657.799825,3117.631048,0.398713142,0.292615581,1.386846552,1.362583,0.287496,0.210993
2256,899.450000,660.920555,3155.262500,0.398692376,0.292961239,1.398609264,1.360905,0.285063,0.209466
2264,903.813702,662.133143,3134.054167,0.399210999,0.292461635,1.384299544,1.365003,0.288385,0.211270
2272,903.849760,664.575484,3175.001042,0.397821197,0.292506815,1.397447642,1.360041,0.284677,0.209315
2280,909.471454,666.981826,3162.907292,0.398890989,0.292535889,1.387240040,1.363563,0.287543,0.210876
2288,913.747876,670.935714,3200.843750,0.399365331,0.293241134,1.398970170,1.361901,0.285471,0.209612
2296,911.908981,672.004911,3178.760417,0.397172901,0.292685066,1.384477533,1.356997,0.286876,0.211405
2304,918.286408,674.420089,3222.644792,0.398561809,0.292717053,1.398717357,1.361594,0.284948,0.209275
2312,922.237132,676.117806,3201.812500,0.398891493,0.292438497,1.384866998,1.364018,0.288036,0.211167
2320,923.793505,679.626812,3245.174569,0.398186856,0.292942591,1.398782142,1.359266,0.284667,0.209427
2328,928.629950,680.870018,3221.395833,0.398896027,0.292469939,1.383761097,1.363887,0.288269,0.211359
2336,931.430384,683.501359,3269.483836,0.398728760,0.292594760,1.399607807,1.362734,0.284886,0.209055
2344,933.564975,685.897126,3246.726293,0.398278573,0.292618228,1.385122139,1.361086,0.287540,0.211258
2352,937.566250,688.371807,3291.628233,0.398625106,0.292675088,1.399501800,1.362006,0.284834,0.209128
2360,940.369688,690.368107,3269.548491,0.398461732,0.292528859,1.385401903,1.362128,0.287615,0.211151
2368,942.506875,692.996783,3315.075431,0.398018106,0.292650669,1.399947395,1.360045,0.284309,0.209044
2376,946.575312,694.868519,3290.733836,0.398390283,0.292453080,1.384988988,1.362237,0.287649,0.211159
2384,950.117424,697.870833,3338.016164,0.398539188,0.292731054,1.400174565,1.361452,0.284635,0.209068
2392,952.617424,700.317864,3313.987069,0.398251432,0.292775027,1.385446099,1.360264,0.287454,0.211322
2400,956.885204,703.188200,3359.823661,0.398702168,0.292995083,1.399926525,1.360781,0.284802,0.209293
2408,960.329082,704.878965,3339.923491,0.398807758,0.292723822,1.387011417,1.362403,0.287530,0.211046
2416,962.373087,707.554511,3381.619420,0.398333231,0.292861967,1.399676912,1.360140,0.284589,0.209235
2424,965.054528,709.887688,3358.428571,0.398124805,0.292857957,1.385490335,1.359447,0.287353,0.211375
2432,967.684601,712.661458,3407.088170,0.397896629,0.293035139,1.400940859,1.357846,0.284021,0.209170
2440,972.271907,714.297348,3384.064732,0.398472093,0.292744815,1.386911775,1.361158,0.287309,0.211077
2448,974.697809,717.684160,3425.457589,0.398160870,0.293171634,1.399288231,1.358115,0.284545,0.209515
2456,979.356445,718.924618,3401.295759,0.398760768,0.292721750,1.384892410,1.362252,0.287936,0.211368
2464,981.667318,721.796154,3447.353795,0.398403944,0.292936751,1.399088391,1.360034,0.284760,0.209377
2472,984.339518,723.536538,3432.232143,0.398195598,0.292692774,1.388443423,1.360456,0.286793,0.210806
2480,990.257237,726.132692,3472.270833,0.399297273,0.292795440,1.400109207,1.363741,0.285190,0.209123
2488,989.297039,727.849322,3448.046875,0.397627427,0.292543940,1.385870930,1.359206,0.286915,0.211090
2496,994.168421,730.756298,3490.673611,0.398304656,0.292770953,1.398507056,1.360465,0.284807,0.209345
2504,998.089096,732.313953,3469.853795,0.398597882,0.292457649,1.385724359,1.362925,0.287646,0.211050
2512,999.917886,735.789062,3515.649306,0.398056483,0.292909659,1.399541921,1.358974,0.284419,0.209290
2520,1002.560505,737.200195,3492.351852,0.397841470,0.292539760,1.385853909,1.359957,0.287073,0.211090
2528,1006.792553,740.455709,3538.101852,0.398256548,0.292901783,1.399565606,1.359693,0.284557,0.209280
2536,1009.721774,741.673720,3515.650463,0.398155274,0.292458092,1.386297501,1.361410,0.287208,0.210963
2544,1012.252016,745.079861,3557.141204,0.397897805,0.292877304,1.398247328,1.358582,0.284569,0.209460
2552,1012.813172,746.595238,3538.577546,0.396870365,0.292552993,1.386589948,1.356576,0.286220,0.210987
2560,1018.639449,749.444692,3585.902778,0.397906035,0.292751833,1.400743273,1.359192,0.284068,0.208997
2568,1022.521399,751.330750,3565.925926,0.398178115,0.292574280,1.388600438,1.360947,0.286748,0.210697
2576,1026.247283,754.880250,3604.304398,0.398387920,0.293043575,1.399186490,1.359484,0.284728,0.209439
2584,1026.298234,756.316280,3580.369213,0.397174239,0.292692059,1.385591801,1.356970,0.286646,0.211240
2592,1032.136676,759.488911,3630.890625,0.398200878,0.293012697,1.400806568,1.358988,0.284265,0.209174
2600,1035.828297,760.272681,3612.418269,0.398395499,0.292412570,1.389391642,1.362443,0.286741,0.210461
2608,1036.964973,764.929370,3650.722356,0.397609269,0.293301139,1.399816854,1.355635,0.284044,0.209528
2616,1042.056250,765.081809,3630.338942,0.398339545,0.292462465,1.387744244,1.362019,0.287041,0.210747
2624,1045.250694,768.837602,3678.126202,0.398342490,0.293002135,1.401724925,1.359521,0.284180,0.209030
2632,1049.101389,769.992828,3651.094952,0.398594753,0.292550467,1.387194131,1.362482,0.287339,0.210894
2640,1051.406597,773.202357,3699.902644,0.398260075,0.292879681,1.401478274,1.359808,0.284171,0.208979
2648,1055.632725,774.203893,3674.736779,0.398652842,0.292373072,1.387740475,1.363507,0.287268,0.210683
2656,1058.424157,779.607955,3747.727163,0.398503071,0.293527091,1.411041854,1.357636,0.282418,0.208022
2664,1062.296699,779.698347,3697.728365,0.398760022,0.292679560,1.388036173,1.362446,0.287284,0.210859
2672,1065.835227,782.870312,3743.436298,0.398890429,0.292990386,1.400986639,1.361445,0.284721,0.209131
2680,1066.392756,784.216667,3716.164663,0.397907745,0.292618159,1.386628606,1.359819,0.286961,0.211029
2688,1072.113636,786.510677,3762.590000,0.398851799,0.292600698,1.399773065,1.363127,0.284940,0.209034
2696,1074.187145,788.705882,3756.002500,0.398437368,0.292546692,1.393176001,1.361962,0.285992,0.209985
2704,1075.632812,791.993697,3780.976250,0.397793200,0.292897077,1.398290033,1.358133,0.284485,0.209468
2712,1079.264368,793.193803,3767.415000,0.397958838,0.292475591,1.389164823,1.360657,0.286473,0.210541
2720,1084.573276,795.877119,3809.037500,0.398740175,0.292601882,1.400381434,1.362740,0.284737,0.208944
2728,1085.058190,798.477754,3783.977500,0.397748603,0.292697124,1.387088526,1.358908,0.286751,0.211015
2736,1089.264368,801.752938,3827.513750,0.398122941,0.293038355,1.398945084,1.358604,0.284588,0.209471
2744,1093.533067,802.687500,3806.488750,0.398517882,0.292524599,1.387204355,1.362340,0.287281,0.210873
2752,1096.392442,804.928686,3852.562500,0.398398416,0.292488621,1.399913699,1.362099,0.284588,0.208933
2760,1097.042878,807.329594,3830.150000,0.397479304,0.292510722,1.387735507,1.358854,0.286423,0.210783
2768,1103.747059,810.577317,3874.761250,0.398752550,0.292838626,1.399841492,1.361680,0.284856,0.209194
2776,1105.989706,812.379041,3854.150000,0.398411277,0.292643747,1.388382565,1.361421,0.286961,0.210780
2784,1108.430882,814.641972,3899.598750,0.398143277,0.292615651,1.400717942,1.360636,0.284242,0.208904
2792,1111.842279,816.560598,3874.498750,0.398224312,0.292464398,1.387714452,1.361616,0.286964,0.210753
2800,1114.926838,825.688596,3947.188802,0.398188157,0.294888784,1.409710286,1.350299,0.282461,0.209184
2808,1116.213542,821.212500,3897.547500,0.397511945,0.292454594,1.388015491,1.359226,0.286389,0.210700
2816,1121.299107,823.800164,3946.798177,0.398188603,0.292542672,1.401561853,1.361130,0.284103,0.208726
2824,1121.879464,825.587171,3920.731771,0.397266099,0.292346732,1.388361109,1.358887,0.286140,0.210570
2832,1127.489583,828.810855,3964.141927,0.398124853,0.292659200,1.399767630,1.360370,0.284422,0.209077
2840,1131.679970,830.620299,3941.785156,0.398478863,0.292471936,1.387952520,1.362452,0.287098,0.210722
2848,1132.583584,832.854535,3985.847656,0.397676820,0.292434879,1.399525160,1.359882,0.284151,0.208953
2856,1137.112575,834.320243,3969.545573,0.398148661,0.292128937,1.389896909,1.362921,0.286459,0.210180
2864,1141.777485,838.298828,4006.731771,0.398665323,0.292702105,1.398998523,1.362017,0.284965,0.209223
2872,1143.174322,840.271205,3991.171875,0.398041199,0.292573539,1.389683800,1.360483,0.286426,0.210532
2880,1145.934451,842.151786,4030.950521,0.397893907,0.292413814,1.399635598,1.360722,0.284284,0.208921
2888,1150.400915,844.300223,4010.065104,0.398338267,0.292347723,1.388526698,1.362550,0.286878,0.210545
2896,1152.192073,846.824887,4052.342448,0.397856379,0.292411909,1.399289519,1.360603,0.284327,0.208972
2904,1154.847942,849.223536,4032.617188,0.397674911,0.292432347,1.388642282,1.359887,0.286377,0.210589
2912,1159.931327,851.681025,4076.266304,0.398328066,0.292472879,1.399816725,1.361932,0.284557,0.208937
2920,1160.583719,854.469602,4050.402344,0.397460178,0.292626576,1.387124090,1.358250,0.286535,0.210959
2928,1163.881944,856.625568,4094.051630,0.397500664,0.292563377,1.398241677,1.358682,0.284286,0.209237
2936,1168.727238,858.651136,4074.841146,0.398067860,0.292456109,1.387888674,1.361120,0.286815,0.210720
2944,1171.593750,861.508601,4121.021739,0.397959834,0.292631998,1.399803580,1.359933,0.284297,0.209052
2952,1175.559766,863.234518,4096.008152,0.398224853,0.292423617,1.387536637,1.361808,0.287001,0.210750
2960,1177.774219,865.783257,4141.156250,0.397896696,0.292494344,1.399039274,1.360357,0.284407,0.209068
2968,1179.149219,867.299885,4121.903533,0.397287473,0.292216942,1.388781514,1.359563,0.286069,0.210412
2976,1184.473438,869.627315,4159.850543,0.398008548,0.292213479,1.397799242,1.362047,0.284739,0.209053
2984,1187.461234,871.684606,4141.509511,0.397942773,0.292119506,1.387905332,1.362260,0.286722,0.210475
2992,1188.861946,874.838252,4190.244565,0.397346907,0.292392464,1.400482809,1.358951,0.283721,0.208780
3000,1194.601266,876.945970,4162.554348,0.398200422,0.292315323,1.387518116,1.362229,0.286988,0.210675
3008,1198.081883,879.846086,4211.331522,0.398298498,0.292502023,1.400043724,1.361695,0.284490,0.208923
3016,1199.941456,881.528037,4187.430707,0.397858573,0.292283832,1.388405407,1.361206,0.286558,0.210518
3024,1202.228766,884.481722,4236.845109,0.397562423,0.292487342,1.401073118,1.359247,0.283756,0.208760
3032,1205.890224,885.814269,4211.968750,0.397721050,0.292155102,1.389171751,1.361335,0.286301,0.210309
3040,1209.543670,889.160377,4269.535511,0.397876207,0.292486966,1.404452471,1.360321,0.283296,0.208257
3048,1214.483974,891.147406,4232.293478,0.398452747,0.292371196,1.388547729,1.362832,0.286956,0.210559
3056,1215.256811,894.125595,4280.301136,0.397662569,0.292580365,1.400622100,1.359157,0.283919,0.208893
3064,1215.565705,895.447321,4259.942935,0.396725100,0.292247820,1.390320801,1.357495,0.285348,0.210202
3072,1220.609578,898.616667,4298.680398,0.397333847,0.292518446,1.399310025,1.358321,0.283950,0.209045
3080,1225.431006,900.664286,4282.190341,0.397867210,0.292423469,1.390321539,1.360586,0.286169,0.210328
3088,1228.762581,903.338942,4323.453125,0.397915344,0.292532041,1.400081971,1.360245,0.284209,0.208939
3096,1232.439935,904.853365,4296.707386,0.398074914,0.292265299,1.387825383,1.362033,0.286834,0.210592
3104,1236.098684,908.284555,4350.157670,0.398227669,0.292617447,1.401468322,1.360916,0.284150,0.208793
3112,1237.484375,909.309495,4326.379261,0.397649221,0.292194568,1.390224698,1.360906,0.286032,0.210178
3120,1241.530428,913.286408,4365.923295,0.397926419,0.292720002,1.399334390,1.359410,0.284368,0.209185
3128,1244.523849,914.527306,4340.242898,0.397865681,0.292368065,1.387545683,1.360838,0.286741,0.210709
3136,1247.023438,917.573422,4390.241477,0.397647780,0.292593566,1.399949451,1.359045,0.284044,0.209003
3144,1249.244243,919.703431,4369.985795,0.397342317,0.292526537,1.389944591,1.358312,0.285869,0.210459
3152,1254.625833,921.685662,4416.688920,0.398041191,0.292412964,1.401233795,1.361230,0.284065,0.208682
3160,1256.767500,924.400123,4393.265625,0.397711234,0.292531684,1.390273932,1.359549,0.286067,0.210413
3168,1261.430000,927.200061,4437.796875,0.398178662,0.292676787,1.400819721,1.360472,0.284247,0.208933
3176,1264.125417,929.001547,4417.171875,0.398024376,0.292506784,1.390797190,1.360736,0.286184,0.210316
3184,1265.300417,931.204517,4457.127841,0.397393347,0.292463730,1.399851709,1.358778,0.283882,0.208925
3192,1269.523649,933.583540,4443.151989,0.397720441,0.292476046,1.391964909,1.359839,0.285726,0.210117
3200,1271.715372,935.832921,4479.794643,0.397411054,0.292447788,1.399935826,1.358913,0.283878,0.208901
3208,1275.131757,937.160272,4458.946023,0.397484962,0.292132254,1.389945768,1.360634,0.285972,0.210175
3216,1280.418497,941.144688,4501.550595,0.398140080,0.292644492,1.399735882,1.360491,0.284439,0.209071
3224,1283.670186,942.635000,4476.282738,0.398160728,0.292380583,1.388425167,1.361789,0.286771,0.210584
3232,1286.790668,945.535000,4521.474702,0.398140677,0.292554146,1.398971133,1.360913,0.284595,0.209121
3240,1288.841182,947.352588,4501.104167,0.397790488,0.292392774,1.389229681,1.360466,0.286339,0.210471
3248,1291.524829,950.742424,4542.367560,0.397636955,0.292716264,1.398512180,1.358438,0.284329,0.209305
3256,1292.098459,951.572917,4527.488095,0.396836136,0.292252124,1.390506172,1.357855,0.285390,0.210177
3264,1299.564212,954.643939,4566.340774,0.398150800,0.292476697,1.399001463,1.361308,0.284596,0.209061
3272,1302.245226,956.837691,4544.063988,0.397996707,0.292432057,1.388772612,1.360989,0.286582,0.210569
3280,1304.219618,959.289860,4592.544643,0.397627932,0.292466421,1.400166050,1.359568,0.283986,0.208880
3288,1306.689236,961.846939,4569.852679,0.397411568,0.292532524,1.389857871,1.358521,0.285937,0.210477
3296,1312.027778,964.235332,4612.961310,0.398066680,0.292547127,1.399563504,1.360692,0.284422,0.209027
3304,1314.506076,965.781888,4591.860119,0.397852929,0.292306867,1.389788172,1.361080,0.286269,0.210325
3312,1315.335069,968.915271,4636.813988,0.397142231,0.292546881,1.400004223,1.357534,0.283672,0.208961
3320,1319.978733,970.364691,4612.171131,0.397583956,0.292278521,1.389208172,1.360291,0.286195,0.210392
3328,1322.769806,973.074098,4654.907738,0.397466889,0.292390053,1.398710258,1.359372,0.284167,0.209043
3336,1326.365317,974.446521,4632.468750,0.397591522,0.292100276,1.388629721,1.361147,0.286319,0.210351
3344,1329.626761,978.347331,4696.020312,0.397615658,0.292567982,1.404312294,1.359054,0.283139,0.208335
3352,1331.396127,979.170573,4662.764881,0.397194549,0.292115326,1.391039642,1.359718,0.285538,0.209998
3360,1335.361356,982.116862,4701.659375,0.397428975,0.292296685,1.399303385,1.359677,0.284019,0.208887
3368,1339.252641,984.349609,4683.122024,0.397640333,0.292265323,1.390475660,1.360546,0.285974,0.210191
3376,1340.099554,989.168750,4721.018750,0.396948920,0.293000222,1.398406028,1.354773,0.283858,0.209524
3384,1344.255357,988.895724,4709.800000,0.397238581,0.292226869,1.391784870,1.359350,0.285417,0.209966
3392,1349.250893,991.142105,4743.564062,0.397774438,0.292199913,1.398456386,1.361309,0.284438,0.208945
3400,1350.938393,993.464474,4726.581250,0.397334821,0.292195433,1.390170956,1.359826,0.285817,0.210187
3408,1357.018304,996.550000,4771.126562,0.398186122,0.292414906,1.399978451,1.361716,0.284423,0.208871
3416,1360.209239,998.983378,4750.018750,0.398187716,0.292442441,1.390520711,1.361593,0.286359,0.210311
3424,1361.011322,1001.287234,4790.265625,0.397491625,0.292432019,1.399026176,1.359262,0.284120,0.209025
3432,1365.136775,1003.029588,4768.985937,0.397767126,0.292258038,1.389564667,1.361013,0.286253,0.210323
3440,1369.153986,1006.519947,4824.671875,0.398009880,0.292593008,1.402520894,1.360285,0.283782,0.208619
3448,1370.267663,1008.186492,4796.876562,0.397409415,0.292397474,1.391205500,1.359141,0.285658,0.210176
3456,1374.317029,1010.585349,4833.687500,0.397661177,0.292414742,1.398636429,1.359922,0.284321,0.209071
3464,1379.748621,1011.936156,4814.968750,0.398310803,0.292129375,1.390002526,1.363474,0.286554,0.210165
3472,1379.444853,1016.025538,4856.109375,0.397305545,0.292634083,1.398649014,1.357687,0.284064,0.209226
3480,1384.118566,1016.737903,4835.000000,0.397735220,0.292166064,1.389367816,1.361333,0.286271,0.210287
3488,1387.459559,1020.347147,4883.465625,0.397780837,0.292530719,1.400076154,1.359792,0.284114,0.208939
3496,1390.465074,1021.967391,4863.107813,0.397730284,0.292324769,1.391049145,1.360577,0.285921,0.210147
3504,1392.000000,1024.250000,4914.418750,0.397260274,0.292308790,1.402516767,1.359043,0.283248,0.208417
3512,1395.441636,1026.814538,4878.717188,0.397335318,0.292373160,1.389156375,1.359001,0.286026,0.210468
3520,1397.886489,1029.019022,4939.296053,0.397126843,0.292334949,1.403209106,1.358465,0.283013,0.208333
3528,1401.535448,1030.715316,4903.543750,0.397260614,0.292152867,1.389893353,1.359770,0.285821,0.210198
3536,1406.446828,1033.524038,4951.074013,0.397750800,0.292286210,1.400190615,1.360826,0.284069,0.208747
3544,1407.682836,1036.219780,4925.059375,0.397201703,0.292387071,1.389689440,1.358479,0.285820,0.210397
3552,1410.406716,1039.125000,4967.766447,0.397073963,0.292546453,1.398582896,1.357302,0.283912,0.209173
3560,1414.715951,1039.739698,4945.611842,0.397392121,0.292061713,1.389216810,1.360644,0.286055,0.210235
3568,1416.274254,1043.181250,4997.123355,0.396937851,0.292371427,1.400539057,1.357649,0.283418,0.208756
3576,1420.598011,1043.382986,4966.088816,0.397258952,0.291773766,1.388727297,1.361531,0.286060,0.210102
3584,1422.505682,1045.719444,5010.100329,0.396904487,0.291774399,1.397907458,1.360313,0.283928,0.208722
3592,1425.725379,1047.917708,4985.266447,0.396916865,0.291736556,1.387880414,1.360532,0.285988,0.210203
3600,1429.229640,1051.410417,5026.332237,0.397008233,0.292058449,1.396203399,1.359345,0.284348,0.209180
3608,1433.026042,1055.818820,5034.557566,0.397180167,0.292632711,1.395387352,1.357265,0.284638,0.209714
3616,1436.052083,1056.335323,5048.947368,0.397138297,0.292128131,1.396279693,1.359466,0.284426,0.209219
3624,1440.048295,1059.126404,5035.840461,0.397364320,0.292253423,1.389580701,1.359657,0.285960,0.210318
3632,1448.193750,1063.652388,5084.851974,0.398731759,0.292855834,1.400014310,1.361529,0.284805,0.209181
3640,1446.693750,1064.797051,5060.379934,0.397443338,0.292526662,1.390214268,1.358657,0.285886,0.210418
3648,1450.453365,1066.598722,5104.144737,0.397602348,0.292379036,1.399162483,1.359887,0.284172,0.208967
3656,1452.972115,1069.890625,5084.095395,0.397421257,0.292639668,1.390616902,1.358057,0.285788,0.210439
3664,1456.154327,1071.765625,5131.577303,0.397422032,0.292512452,1.400539657,1.358650,0.283763,0.208857
3672,1461.582212,1073.203835,5101.116776,0.398034371,0.292266840,1.389193022,1.361887,0.286522,0.210386
3680,1466.988281,1077.582386,5150.703947,0.398638120,0.292821301,1.399647812,1.361370,0.284813,0.209211
3688,1465.855957,1077.903017,5131.955592,0.397466366,0.292273052,1.391528089,1.359915,0.285633,0.210037
3696,1469.410645,1080.844828,5176.871711,0.397567815,0.292436371,1.400668753,1.359502,0.283841,0.208783
3704,1474.498047,1083.359195,5147.777961,0.398082626,0.292483584,1.389788866,1.361043,0.286434,0.210452
3712,1474.107422,1085.726293,5194.141447,0.397119456,0.292490919,1.399283795,1.357716,0.283802,0.209029
3720,1482.734863,1087.708693,5172.379934,0.398584641,0.292394810,1.390424713,1.363173,0.286664,0.210292
3728,1485.347168,1091.345203,5215.821181,0.398430034,0.292742812,1.399093664,1.361024,0.284777,0.209237
3736,1485.859863,1092.522892,5203.761513,0.397714096,0.292431181,1.392869784,1.360026,0.285536,0.209949
3744,1487.955078,1094.699128,5236.218750,0.397423899,0.292387588,1.398562700,1.359237,0.284166,0.209063
3752,1496.965278,1102.577035,5231.756944,0.398977952,0.293863815,1.394391510,1.357697,0.286131,0.210747
3760,1492.287698,1100.276526,5263.614583,0.396885026,0.292626736,1.399897496,1.356284,0.283510,0.209034
3768,1498.294643,1101.672238,5236.741319,0.397636582,0.292375859,1.389793344,1.360019,0.286112,0.210374
3776,1502.837798,1104.787868,5281.807292,0.397997298,0.292581533,1.398783711,1.360295,0.284531,0.209169
3784,1502.863095,1105.883088,5261.843750,0.397162552,0.292252402,1.390550674,1.358971,0.285615,0.210170
3792,1509.330853,1109.155147,5315.123264,0.398030288,0.292498720,1.401667527,1.360793,0.283969,0.208679
3800,1514.935484,1111.283824,5305.748264,0.398667233,0.292443111,1.396249543,1.363230,0.285527,0.209449
3808,1519.310484,1117.921131,5375.017361,0.398978593,0.293571726,1.411506660,1.359050,0.282662,0.207985
3816,1523.821573,1121.540923,5353.229167,0.399324311,0.293904854,1.402837832,1.358686,0.284655,0.209507
3824,1530.076613,1124.531994,5419.963542,0.400124637,0.294072174,1.417354483,1.360634,0.282304,0.207480
3832,1536.104335,1123.293155,5341.284722,0.400862300,0.293134957,1.393863445,1.367501,0.287591,0.210304
3840,1531.200101,1126.109375,5379.201389,0.398750026,0.293257650,1.400833695,1.359726,0.284652,0.209345
3848,1534.930444,1129.174479,5361.248264,0.398890448,0.293444511,1.393255786,1.359339,0.286301,0.210618
3856,1536.139617,1130.019955,5404.043403,0.398376457,0.293054968,1.401463538,1.359392,0.284257,0.209106
3864,1540.487705,1130.780497,5378.661458,0.398676942,0.292645056,1.391993131,1.362322,0.286407,0.210235
3872,1546.271516,1133.570030,5423.765625,0.399346983,0.292760855,1.400765916,1.364072,0.285092,0.209001
3880,1545.492828,1136.653614,5402.185764,0.398322894,0.292951962,1.392315919,1.359687,0.286087,0.210406
3888,1545.579918,1137.289910,5445.725694,0.397525699,0.292512837,1.400649613,1.359003,0.283815,0.208841
3896,1550.928279,1139.112199,5421.472222,0.398082207,0.292379928,1.391548312,1.361524,0.286071,0.210111
3904,1550.549180,1141.069654,5476.123264,0.397169360,0.292282186,1.402695508,1.358856,0.283147,0.208372
3912,1553.085041,1143.061747,5446.647569,0.397005379,0.292193698,1.392292323,1.358706,0.285145,0.209865
3920,1562.034324,1146.929116,5486.071181,0.398478144,0.292583958,1.399507954,1.361928,0.284727,0.209062
3928,1559.262807,1148.030488,5463.086806,0.396961000,0.292268454,1.390806213,1.358207,0.285418,0.210143
3936,1564.095313,1150.073552,5524.452206,0.397381939,0.292193484,1.403570174,1.359996,0.283122,0.208179
3944,1569.709375,1153.041921,5504.786458,0.397999334,0.292353428,1.395736932,1.361364,0.285154,0.209462
3952,1568.991146,1155.446646,5533.295956,0.397011930,0.292370103,1.400125495,1.357909,0.283555,0.208817
3960,1575.584375,1157.778935,5512.581597,0.397874842,0.292368418,1.392066060,1.360868,0.285816,0.210025
3968,1577.886458,1160.054784,5553.496324,0.397652837,0.292352516,1.399570646,1.360183,0.284125,0.208887
3976,1578.990625,1161.806713,5530.444853,0.397130439,0.292204908,1.390956955,1.359082,0.285509,0.210075
3984,1583.615625,1165.760802,5584.507353,0.397493882,0.292610643,1.401733773,1.358440,0.283573,0.208749
3992,1589.095869,1167.087577,5560.794118,0.398070107,0.292356608,1.392984498,1.361591,0.285768,0.209878
4000,1587.411979,1170.444059,5591.895221,0.396852995,0.292611015,1.397973805,1.356248,0.283877,0.209311
4008,1591.150953,1171.632716,5576.878676,0.396993751,0.292323532,1.391436796,1.358063,0.285312,0.210088
4016,1598.327331,1175.164844,5623.641544,0.397989873,0.292620728,1.400309149,1.360088,0.284216,0.208969
4024,1597.787076,1176.946094,5592.742647,0.397064383,0.292481634,1.389846582,1.357570,0.285689,0.210442
4032,1602.903602,1178.914844,5641.709559,0.397545536,0.292389594,1.399233522,1.359643,0.284117,0.208964
4040,1603.024894,1181.528125,5622.170956,0.396788340,0.292457457,1.391626474,1.356739,0.285126,0.210155
4048,1606.733051,1183.598047,5662.150735,0.396920220,0.292390822,1.398752652,1.357499,0.283767,0.209037
4056,1608.962394,1187.030459,5646.250000,0.396686981,0.292660370,1.392073471,1.355452,0.284961,0.210233
4064,1615.000530,1188.746835,5695.494485,0.397391863,0.292506603,1.401450415,1.358574,0.283558,0.208717
4072,1620.341056,1190.594541,5662.001838,0.397922656,0.292385693,1.390471964,1.360951,0.286178,0.210278
4080,1620.389547,1193.489715,5711.580882,0.397154301,0.292521989,1.399897275,1.357690,0.283702,0.208960
4088,1622.830280,1194.407437,5711.746324,0.396974139,0.292174031,1.397198220,1.358691,0.284122,0.209114
4096,1635.275323,1201.025316,5760.400735,0.399237139,0.293219071,1.406347836,1.361566,0.283882,0.208497
