shape,an52,bn52,old_ns,new_ns,old_ns_per_digit_product,new_ns_per_digit_product,speedup_old_over_new
bn=12,164,12,96.458687,66.340855,0.049013560,0.033709784,1.453986
bn=12,172,12,100.922733,69.482639,0.048896673,0.033664069,1.452488
bn=12,180,12,105.216543,72.419402,0.048711362,0.033527501,1.452878
bn=12,188,12,109.978019,75.520104,0.048749122,0.033475223,1.456275
bn=12,196,12,115.424393,78.498954,0.049074997,0.033375406,1.470394
bn=12,204,12,124.482344,86.011181,0.050850631,0.035135286,1.447281
bn=12,212,12,129.478060,87.798484,0.050895464,0.034511983,1.474719
bn=12,220,12,133.738008,90.670062,0.050658336,0.034344720,1.474996
bn=12,228,12,138.306185,94.508600,0.050550506,0.034542617,1.463424
bn=12,236,12,142.533292,97.007207,0.050329552,0.034253957,1.469306
bn=12,244,12,147.336195,99.852603,0.050319739,0.034102665,1.475537
bn=12,252,12,151.952998,102.860163,0.050249007,0.034014604,1.477277
bn=12,260,12,156.181936,105.952366,0.050058313,0.033959092,1.474077
bn=12,268,12,160.386806,108.990309,0.049871519,0.033890022,1.471569
bn=12,276,12,165.254236,112.401235,0.049895603,0.033937571,1.470217
bn=12,284,12,169.517769,115.342904,0.049741129,0.033844749,1.469685
bn=12,292,12,173.978490,118.465554,0.049651396,0.033808663,1.468600
bn=12,300,12,178.482058,121.731963,0.049578349,0.033814434,1.466189
bn=12,308,12,183.718811,124.531084,0.049707471,0.033693475,1.475285
bn=12,316,12,188.326493,127.322804,0.049664160,0.033576689,1.479126
bn=12,324,12,192.934735,130.630266,0.049623131,0.033598320,1.476953
bn=12,332,12,196.556669,133.518448,0.049336513,0.033513667,1.472131
bn=12,340,12,200.637754,136.594341,0.049175920,0.033479005,1.468858
bn=12,348,12,205.328911,139.787211,0.049168801,0.033473949,1.468868
bn=12,356,12,209.583636,142.981660,0.049059840,0.033469490,1.465808
bn=12,364,12,214.596038,145.835488,0.049129130,0.033387245,1.471494
bn=12,372,12,218.868808,148.912252,0.049029751,0.033358479,1.469784
bn=12,380,12,223.159961,151.856847,0.048938588,0.033301940,1.469542
bn=12,388,12,227.737409,154.878816,0.048912674,0.033264351,1.470423
bn=12,396,12,232.243270,158.000316,0.048872742,0.033249225,1.469891
