n,ns_limb
2048,19.9312
2139,22.1973
2233,21.3983
2332,20.9638
2435,20.4227
2543,21.3883
2656,21.0646
2774,20.7975
2896,20.5399
3025,20.3324
3158,20.5910
3298,20.4180
3444,20.4072
3597,19.6026
3756,19.6256
3922,19.7430
4096,20.2400
4277,22.3384
4467,22.4975
4664,21.9089
4871,21.4367
5087,21.6007
5312,21.3598
5547,21.0655
5793,20.9247
6049,20.7269
6317,20.9767
6597,20.8550
6889,20.8672
7194,20.5396
7512,20.5803
7845,20.2508
8192,20.4661
8555,23.6424
8933,23.1918
9329,23.0185
9742,22.4516
10173,22.2411
10624,22.3331
11094,22.0917
11585,21.8695
12098,21.6346
12634,22.0556
13193,21.6234
13777,21.5765
14387,21.5056
15024,21.2791
15689,21.1711
16384,21.0254
17109,25.0086
17867,24.5941
18658,24.4564
19484,23.9591
20347,23.7665
21247,23.8050
22188,23.3741
23170,23.1740
24196,22.8573
25268,23.1420
26386,22.8482
27554,22.6441
28774,22.6935
30048,22.4590
31379,22.2175
32768,22.4207
34219,25.3569
35734,25.0278
37316,24.8715
38968,24.5662
40693,24.2415
42495,24.2307
44376,24.0263
46341,23.7578
48393,23.5066
50535,23.7302
52773,23.4317
55109,23.3034
57549,23.3135
60097,23.0413
62757,22.9107
65536,22.8799
68438,26.2678
71468,25.9446
74632,25.7290
77936,27.0144
81386,25.2587
84990,25.0920
88752,25.0031
92682,24.7570
96785,24.6461
101070,24.8082
105545,24.5426
110218,24.5187
115098,24.5933
120194,24.2931
125515,24.0187
131072,23.6632
136875,29.2351
142935,28.5214
149263,28.6483
155872,28.2264
162773,27.7416
169979,28.2813
177505,27.6357
185364,27.6095
193571,27.9212
202141,28.0295
211090,27.7650
220436,27.4472
230195,27.3955
240387,27.1605
251030,26.7384
262144,26.9638
273750,35.7649
285870,35.0976
298527,34.6452
311744,34.4695
325546,33.9271
339959,33.5861
355010,33.0050
370728,32.7164
387141,32.4225
404281,32.7596
422180,31.7411
440872,31.4407
460391,31.7273
480774,31.2579
502060,30.8205
524288,30.1269
547500,37.5570
571740,36.9317
597053,36.6111
623487,36.0568
651091,35.3031
679917,35.1952
710020,34.5109
741455,33.9478
774282,33.6019
808563,33.6775
844361,33.1795
881744,32.7297
920782,32.6107
961548,32.2034
1004120,31.8772
1048576,31.3625
1095000,40.3623
1143480,39.7992
1194106,39.1246
1246974,38.5808
1302182,37.9202
1359835,37.3811
1420040,36.9147
1482910,36.9013
1548564,36.1662
1617125,36.6707
1688722,35.4612
1763488,35.1829
1841564,35.0636
1923097,34.6373
2008240,34.0344
2097152,33.2078
