n,ns_limb
128,5.5334
130,5.4874
132,5.7803
134,5.7607
136,6.3749
138,6.4312
140,6.4959
142,6.4615
144,6.6230
146,6.5938
148,6.6673
150,6.7431
152,6.7742
154,6.7846
156,6.2900
158,6.7698
160,6.9241
162,6.9107
164,6.9182
166,7.0043
168,6.9195
170,7.0572
172,7.1178
174,7.2202
176,7.1177
178,7.1645
180,7.1847
182,6.8754
184,7.2620
186,7.3624
188,7.3773
190,7.3253
192,7.4073
194,7.3976
196,7.4881
198,7.5126
200,7.5588
202,7.6120
204,7.6175
206,7.6704
208,7.3896
210,7.7603
212,7.8517
214,7.8513
216,7.9396
218,8.0187
220,8.0130
222,8.0695
224,8.0788
226,8.1546
228,8.1829
230,8.2276
232,8.3007
234,7.9753
236,8.4089
238,8.5095
240,8.4549
242,8.5482
244,8.6021
246,8.6174
248,8.6656
250,8.5992
252,8.7426
254,8.7806
256,8.8384
258,8.8852
260,8.5253
262,8.9672
264,9.0626
266,9.0456
268,9.0773
270,9.7343
272,9.6689
274,10.2465
276,10.1454
278,10.1697
280,10.3030
282,10.2353
284,10.2717
286,9.9625
288,10.1486
290,10.2043
292,10.2081
294,10.3534
296,10.3373
298,10.2783
300,10.4054
302,10.4491
304,10.4800
306,10.5555
308,10.5152
310,10.2362
312,9.7494
314,10.2596
316,10.5335
318,10.7185
320,10.7095
322,10.7757
324,10.7129
326,10.8649
328,10.7241
330,10.7980
332,10.8726
334,10.8942
336,10.8625
338,10.5704
340,10.8507
342,10.9373
344,10.9827
346,11.0171
348,11.0181
350,10.9923
352,11.0572
354,11.0612
356,11.1707
358,11.2246
360,11.1901
362,11.1089
364,10.6479
366,10.9463
368,11.1274
370,11.3208
372,11.3985
374,11.4660
376,11.4790
378,11.6107
380,11.5730
382,11.6577
384,11.5001
386,11.5542
388,11.5253
390,11.3678
392,11.6116
394,11.6444
396,11.6500
398,11.6448
400,11.6961
402,11.6822
404,11.7238
406,11.7128
408,11.7755
410,11.8755
412,11.8876
414,11.8113
416,11.4296
418,11.7805
420,11.9294
422,12.0757
424,12.0838
426,12.1501
428,12.1358
430,12.2309
432,12.1962
434,12.2211
436,12.3187
438,12.3637
440,12.4016
442,12.2074
444,12.3640
446,12.4569
448,12.4834
450,12.5137
452,12.5764
454,12.5163
456,12.6241
458,12.6439
460,12.7146
462,12.7110
464,12.7499
466,12.6212
468,12.2601
470,12.5858
472,12.7511
474,12.8934
476,13.0184
478,13.0606
480,13.0639
482,13.1012
484,13.0295
486,13.0652
488,13.1591
490,13.3089
492,13.2173
494,13.0218
496,13.1980
498,13.2319
500,13.2664
502,13.6805
504,13.6148
506,13.7077
508,13.7478
510,13.6307
512,13.6997
