n,ns_limb
128,5.5518
130,5.3375
132,5.7107
134,5.7880
136,5.8397
138,5.9090
140,6.0272
142,6.0247
144,6.1211
146,6.4425
148,6.4978
150,6.5746
152,6.6205
154,6.6331
156,6.1585
158,6.6179
160,6.7492
162,6.7582
164,6.7835
166,6.8449
168,6.7742
170,6.9123
172,7.0036
174,7.1123
176,7.0205
178,7.5275
180,7.3873
182,6.7144
184,7.0997
186,7.2043
188,7.2133
190,7.1849
192,7.2415
194,7.2489
196,7.3284
198,7.3352
200,7.4012
202,7.4324
204,7.4635
206,7.5106
208,7.2689
210,7.6372
212,7.7379
214,7.9784
216,7.8121
218,7.8603
220,7.8500
222,7.8946
224,7.8970
226,8.0167
228,8.0280
230,8.0544
232,8.0945
234,7.7930
236,8.1684
238,8.2653
240,8.2347
242,8.3179
244,8.3530
246,8.3673
248,8.4489
250,8.3949
252,8.5474
254,8.5928
256,8.6483
258,8.6946
260,8.3384
262,8.7370
264,8.8185
266,8.8045
268,8.8441
270,8.9223
272,8.9436
274,8.9815
276,8.9725
278,9.0979
280,9.1051
282,9.1313
284,9.1693
286,8.8991
288,9.2022
290,9.7274
292,9.9869
294,10.1291
296,10.1068
298,10.0102
300,10.1905
302,10.2260
304,10.2706
306,10.3186
308,10.3025
310,9.9947
312,9.5429
314,9.9436
316,10.2458
318,10.4102
320,10.3694
322,10.4479
324,10.4340
326,10.5429
328,10.4205
330,10.5263
332,10.6032
334,10.5637
336,10.5903
338,10.3649
340,10.5993
342,10.6669
344,10.6986
346,10.7863
348,10.7958
350,10.7335
352,10.8344
354,10.8107
356,10.8944
358,10.9443
360,10.9187
362,10.8535
364,10.4520
366,10.6936
368,10.8634
370,11.0489
372,11.1458
374,11.2111
376,11.2081
378,11.3345
380,11.3204
382,11.4447
384,11.2398
386,11.2976
388,11.2676
390,11.0927
392,11.3379
394,11.3865
396,11.3669
398,11.3978
400,11.4262
402,11.4149
404,11.5162
406,11.5285
408,11.6161
410,11.6466
412,11.6545
414,11.5083
416,11.1959
418,11.5465
420,11.7013
422,11.8218
424,11.8845
426,11.9630
428,11.9516
430,12.0393
432,12.0008
434,12.0137
436,12.0658
438,12.1074
440,12.0958
442,11.9037
444,12.1471
446,12.2241
448,12.2424
450,12.2808
452,12.3058
454,12.2824
456,12.4396
458,12.3969
460,12.4587
462,12.4570
464,12.4798
466,12.3436
468,12.0010
470,12.3471
472,12.4948
474,12.6488
476,12.7471
478,12.7964
480,12.7831
482,12.7737
484,12.7200
486,12.7625
488,12.8325
490,12.9706
492,12.9011
494,12.6833
496,12.8915
498,12.9416
500,12.9839
502,13.2846
504,13.2316
506,13.3091
508,13.4675
510,13.2870
512,13.4057
