n,pos_simd_ns,neg_scalar_ns,pos_simd_ns_per_limb,neg_scalar_ns_per_limb,neg_over_pos
3640,447.704167,1472.080566,0.122995650,0.404417738,3.288065
3648,447.680357,1477.715332,0.122719396,0.405075475,3.300827
3656,447.245982,1479.902832,0.122332052,0.404787427,3.308924
3664,449.086722,1487.612793,0.122567337,0.406007858,3.312529
3672,453.182820,1487.485840,0.123415801,0.405088736,3.282309
3680,452.330529,1490.804563,0.122915905,0.405109936,3.295830
3688,457.351067,1490.596230,0.124010593,0.404174683,3.259195
3696,450.756010,1492.585317,0.121957795,0.403838019,3.311293
3704,455.114229,1498.686012,0.122871012,0.404612854,3.292989
3712,451.495192,1499.742560,0.121631248,0.404025474,3.321724
3720,453.329106,1505.898313,0.121862663,0.404811375,3.321865
3728,456.872269,1507.937004,0.122551574,0.404489540,3.300566
3736,461.086397,1509.435020,0.123417130,0.404024363,3.273649
3744,455.332524,1511.558036,0.121616593,0.403728108,3.319679
3752,456.776699,1520.021169,0.121742191,0.405122913,3.327712
3760,462.638855,1519.965222,0.123042249,0.404246070,3.285425
3768,460.274510,1522.903730,0.122153532,0.404167657,3.308686
3776,466.984297,1526.649194,0.123671689,0.404303282,3.269166
3784,463.679341,1529.844254,0.122536824,0.404292879,3.299358
3792,464.135675,1533.866431,0.122398648,0.404500641,3.304780
3800,467.610697,1537.147541,0.123055446,0.404512511,3.287238
3808,468.548197,1541.204918,0.123043119,0.404728182,3.289320
3816,468.418999,1545.287910,0.122751310,0.404949662,3.298944
3824,470.940938,1550.707480,0.123154011,0.405519738,3.292785
3832,474.327967,1550.154713,0.123780785,0.404528892,3.268107
3840,473.442525,1555.748463,0.123292324,0.405142829,3.286034
3848,469.594063,1559.606045,0.122035879,0.405303026,3.321179
3856,476.873731,1561.117316,0.123670573,0.404854076,3.273649
3864,476.478902,1566.433333,0.123312345,0.405391649,3.287519
3872,471.790515,1567.881250,0.121846724,0.404928009,3.323257
3880,476.331218,1570.245833,0.122765778,0.404702534,3.296542
3888,480.272959,1575.438021,0.123526996,0.405205252,3.280297
3896,478.112627,1576.510937,0.122718847,0.404648598,3.297363
3904,478.562181,1581.500521,0.122582526,0.405097469,3.304692
3912,483.640786,1582.911979,0.123630058,0.404629852,3.272908
3920,480.838622,1584.656250,0.122662914,0.404249043,3.295609
3928,481.567628,1589.873941,0.122598683,0.404754058,3.301455
3936,484.488080,1588.266146,0.123091484,0.403522903,3.278236
3944,480.300064,1591.801907,0.121779935,0.403600889,3.314182
3952,480.782532,1596.733051,0.121655499,0.404031642,3.321113
3960,485.235503,1598.845869,0.122534218,0.403748957,3.294989
3968,485.288660,1599.889831,0.122300570,0.403198042,3.296780
3976,482.670192,1604.911017,0.121395924,0.403649652,3.325068
3984,491.662631,1606.684852,0.123409295,0.403284350,3.267860
3992,486.536917,1611.880826,0.121877985,0.403777762,3.312967
4000,489.520020,1613.130826,0.122380005,0.403282707,3.295332
4008,488.105894,1617.474677,0.121782908,0.403561546,3.313778
4016,489.404622,1621.945582,0.121863701,0.403870912,3.314120
4024,487.694624,1625.480065,0.121196477,0.403946338,3.332987
4032,493.962500,1626.579741,0.122510541,0.403417595,3.292922
4040,492.711387,1629.914332,0.121958264,0.403444142,3.308051
4048,493.411486,1633.766703,0.121890189,0.403598494,3.311165
4056,495.845724,1637.430496,0.122249932,0.403705744,3.302298
4064,493.544737,1641.665409,0.121443095,0.403953103,3.326275
4072,498.487434,1648.334430,0.122418329,0.404797257,3.306672
4080,506.838176,1658.037829,0.124225043,0.406381821,3.271336
4088,506.093918,1652.243421,0.123799882,0.404169134,3.264697
4096,505.862231,1656.887061,0.123501521,0.404513443,3.275372
