n,ns_limb
2048,23.6594
2139,25.5925
2233,24.7677
2332,24.5479
2435,24.0294
2543,24.7979
2656,23.6161
2774,23.3735
2896,23.3148
3025,23.1284
3158,23.8724
3298,23.7003
3444,23.7799
3597,22.4141
3756,22.6725
3922,22.9973
4096,20.4976
4277,22.7521
4467,22.9499
4664,22.1845
4871,21.8544
5087,22.0819
5312,22.3630
5547,22.3628
5793,21.8643
6049,21.8230
6317,22.9043
6597,22.8233
6889,22.5874
7194,22.7157
7512,22.7640
7845,22.2646
8192,23.8071
8555,26.8736
8933,26.2908
9329,26.3437
9742,25.6300
10173,24.8431
10624,25.5684
11094,25.0720
11585,24.9581
12098,24.5824
12634,23.6880
13193,23.2534
13777,23.3881
14387,23.5432
15024,23.2388
15689,23.2905
16384,24.8410
17109,27.5845
17867,27.3856
18658,27.3699
19484,27.0343
20347,26.6721
21247,25.8368
22188,25.5273
23170,25.4105
24196,25.2347
25268,26.1672
26386,25.8976
27554,25.8015
28774,25.2931
30048,25.0992
31379,24.9344
32768,22.0799
34219,25.1195
35734,24.9372
37316,24.4810
38968,24.4204
40693,24.2024
42495,24.5984
44376,24.5855
46341,24.0608
48393,23.9912
50535,25.0480
52773,24.8434
55109,24.4097
57549,24.8642
60097,24.6070
62757,24.3144
65536,25.6492
68438,29.1127
71468,28.5359
74632,28.5452
77936,28.1286
81386,27.8271
84990,28.1986
88752,27.8563
92682,27.9434
96785,27.3705
101070,26.4111
105545,26.1165
110218,26.0726
115098,26.3247
120194,26.0418
125515,26.2479
131072,27.6632
136875,32.8324
142935,32.3299
149263,32.2389
155872,31.9985
162773,31.7931
169979,30.7282
177505,30.4540
185364,30.4969
193571,30.1477
202141,30.8448
211090,31.5970
220436,31.1556
230195,30.6470
240387,30.2314
251030,31.2175
262144,27.3524
273750,35.7354
285870,34.9451
298527,34.2734
311744,34.3343
325546,33.3256
339959,33.8873
355010,33.4162
370728,32.8280
387141,32.5230
404281,33.3484
422180,33.0401
440872,32.7211
460391,32.8689
480774,32.7918
502060,32.1272
524288,32.8504
547500,40.1214
571740,39.6574
597053,39.7080
623487,38.9288
651091,38.3808
679917,38.2086
710020,37.5972
741455,36.7765
774282,36.1380
808563,35.0929
844361,34.5564
881744,34.2858
920782,34.4235
961548,33.8572
1004120,33.7410
1048576,34.8074
1095000,43.1832
1143480,42.5006
1194106,41.9511
1246974,41.4471
1302182,40.5382
1359835,39.3929
1420040,39.1265
1482910,38.8739
1548564,38.1826
1617125,38.6500
1688722,38.0853
1763488,37.7214
1841564,37.1845
1923097,36.5604
2008240,36.2677
2097152,32.9509
