an,bn,ratio,gmp_ns,simd_ns,speedup
217,43,0.2000,2364.7,489.2,4.8335
217,54,0.2500,2650.4,605.1,4.3802
217,72,0.3333,3075.3,771.1,3.9881
217,87,0.4000,3660.1,907.3,4.0340
217,109,0.5000,3916.0,1114.7,3.5130
217,141,0.6500,4559.8,1409.0,3.2362
217,174,0.8000,5095.1,1600.5,3.1834
217,217,1.0000,6047.5,1798.0,3.3635
218,27,0.1250,1708.1,349.9,4.8817
218,44,0.2000,2461.9,506.8,4.8575
218,55,0.2500,2631.6,611.3,4.3052
218,73,0.3333,3470.7,768.9,4.5136
218,87,0.4000,3740.6,909.1,4.1146
218,109,0.5000,3951.7,1114.9,3.5443
218,142,0.6500,4587.2,1482.6,3.0941
218,174,0.8000,5084.6,1659.1,3.0647
218,218,1.0000,6050.9,1813.0,3.3375
219,27,0.1250,1714.0,351.5,4.8765
219,44,0.2000,2462.1,508.5,4.8419
219,55,0.2500,2640.2,609.1,4.3347
219,73,0.3333,3167.3,778.8,4.0669
219,88,0.4000,3657.3,920.2,3.9744
219,110,0.5000,3928.6,1133.6,3.4655
219,142,0.6500,4606.3,1432.6,3.2155
219,175,0.8000,5129.3,1615.5,3.1751
219,219,1.0000,6128.3,1824.9,3.3581
220,28,0.1250,1839.8,365.7,5.0312
220,44,0.2000,2420.0,510.6,4.7398
220,55,0.2500,2659.5,624.7,4.2575
220,73,0.3333,3188.5,781.0,4.0826
220,88,0.4000,3771.0,922.7,4.0871
220,110,0.5000,3933.4,1131.5,3.4763
220,143,0.6500,4611.5,1463.0,3.1521
220,176,0.8000,5161.2,1653.9,3.1207
220,220,1.0000,6192.9,1826.9,3.3899
221,28,0.1250,1849.0,360.4,5.1307
221,44,0.2000,2442.3,516.5,4.7289
221,55,0.2500,2672.7,612.4,4.3647
221,74,0.3333,3486.4,785.1,4.4407
221,88,0.4000,3816.5,924.6,4.1279
221,111,0.5000,3904.1,1149.7,3.3958
221,144,0.6500,4663.8,1436.2,3.2472
221,177,0.8000,5181.4,1617.8,3.2027
221,221,1.0000,6217.3,1796.0,3.4617
222,28,0.1250,1849.9,365.2,5.0656
222,44,0.2000,2463.7,518.2,4.7542
222,56,0.2500,2638.4,625.1,4.2204
222,74,0.3333,3205.3,794.5,4.0341
222,89,0.4000,3687.2,946.4,3.8960
222,111,0.5000,3909.5,1158.5,3.3748
222,144,0.6500,4702.7,1460.6,3.2198
222,178,0.8000,5261.5,1644.2,3.2001
222,222,1.0000,6213.7,1859.6,3.3414
223,28,0.1250,1846.9,366.2,5.0428
223,45,0.2000,2579.3,524.6,4.9168
223,56,0.2500,2651.3,626.2,4.2342
223,74,0.3333,3280.5,797.2,4.1149
223,89,0.4000,3934.4,944.0,4.1676
223,112,0.5000,3910.9,1166.2,3.3535
223,145,0.6500,4841.0,1494.3,3.2397
223,178,0.8000,5301.3,1672.7,3.1693
223,223,1.0000,6299.2,1862.9,3.3815
224,28,0.1250,1845.8,366.2,5.0405
224,45,0.2000,2584.1,527.0,4.9032
224,56,0.2500,2618.5,630.5,4.1530
224,75,0.3333,3485.7,813.2,4.2862
224,90,0.4000,3699.7,956.4,3.8683
224,112,0.5000,3882.2,1170.5,3.3167
224,146,0.6500,4881.8,1475.2,3.3093
224,179,0.8000,5329.5,1659.5,3.2114
224,224,1.0000,6307.8,1861.6,3.3883
225,28,0.1250,1858.5,370.3,5.0183
225,45,0.2000,2564.2,527.6,4.8599
225,56,0.2500,2710.3,630.8,4.2965
225,75,0.3333,3300.9,814.9,4.0506
225,90,0.4000,3975.6,955.9,4.1593
225,113,0.5000,4036.3,1192.4,3.3851
225,146,0.6500,4905.8,1539.4,3.1868
225,180,0.8000,5366.5,1717.6,3.1244
225,225,1.0000,6357.1,1895.1,3.3545
226,28,0.1250,1869.6,369.1,5.0654
226,45,0.2000,2575.1,530.3,4.8556
226,57,0.2500,2786.8,652.2,4.2731
226,75,0.3333,3320.4,824.8,4.0254
226,90,0.4000,3987.4,965.9,4.1284
226,113,0.5000,4069.9,1195.8,3.4034
226,147,0.6500,4873.2,1528.4,3.1885
226,181,0.8000,5478.6,1730.7,3.1654
226,226,1.0000,6417.2,1916.8,3.3479
227,28,0.1250,1873.3,367.0,5.1046
227,45,0.2000,2581.0,531.2,4.8583
227,57,0.2500,2809.4,655.8,4.2838
227,76,0.3333,3625.2,834.4,4.3449
227,91,0.4000,3832.9,975.0,3.9311
227,114,0.5000,4114.0,1211.5,3.3959
227,148,0.6500,4887.9,1518.8,3.2183
227,182,0.8000,5441.2,1720.8,3.1620
227,227,1.0000,6420.9,1922.9,3.3392
228,29,0.1250,1986.8,379.5,5.2357
228,46,0.2000,2654.6,547.7,4.8464
228,57,0.2500,2827.7,655.0,4.3171
228,76,0.3333,3319.3,836.0,3.9703
228,91,0.4000,4086.5,980.1,4.1695
228,114,0.5000,4097.5,1215.2,3.3719
228,148,0.6500,4862.7,1566.1,3.1050
228,182,0.8000,5470.0,1769.9,3.0906
228,228,1.0000,6417.6,1931.9,3.3219
229,29,0.1250,2010.1,380.6,5.2815
229,46,0.2000,2690.7,548.2,4.9085
229,57,0.2500,2793.0,657.5,4.2478
229,76,0.3333,3384.9,842.5,4.0177
229,92,0.4000,3856.2,1002.2,3.8477
229,115,0.5000,4127.0,1229.6,3.3564
229,149,0.6500,5073.9,1524.0,3.3293
229,183,0.8000,5457.7,1731.3,3.1524
229,229,1.0000,6623.5,1935.7,3.4218
230,29,0.1250,2006.5,384.1,5.2234
230,46,0.2000,2627.5,550.2,4.7757
230,58,0.2500,2821.8,671.9,4.2000
230,77,0.3333,3678.8,854.5,4.3053
230,92,0.4000,4107.8,1004.9,4.0879
230,115,0.5000,4146.6,1237.1,3.3518
230,150,0.6500,5073.8,1541.8,3.2907
230,184,0.8000,5512.5,1741.0,3.1663
230,230,1.0000,6627.1,1958.1,3.3844
231,29,0.1250,2015.0,382.4,5.2698
231,46,0.2000,2642.3,551.0,4.7953
231,58,0.2500,2790.7,672.9,4.1473
231,77,0.3333,3473.9,857.6,4.0508
231,92,0.4000,4150.1,1006.6,4.1230
231,116,0.5000,4137.0,1249.9,3.3099
231,150,0.6500,5108.4,1546.1,3.3040
231,185,0.8000,5539.4,1751.2,3.1632
231,231,1.0000,6622.0,1965.4,3.3692
232,29,0.1250,2013.4,387.6,5.1942
232,46,0.2000,2649.6,552.9,4.7923
232,58,0.2500,2772.5,676.8,4.0964
232,77,0.3333,3489.4,862.9,4.0437
232,93,0.4000,3896.3,1020.7,3.8173
232,116,0.5000,4140.1,1256.3,3.2954
232,151,0.6500,5092.8,1549.6,3.2864
232,186,0.8000,5602.2,1765.4,3.1733
232,232,1.0000,6459.2,1971.9,3.2756
233,29,0.1250,2031.6,388.0,5.2357
233,47,0.2000,2772.3,564.6,4.9104
233,58,0.2500,2868.4,679.3,4.2227
233,78,0.3333,3775.0,869.0,4.3441
233,93,0.4000,4264.5,1021.8,4.1733
233,117,0.5000,4271.2,1263.3,3.3810
233,151,0.6500,5108.6,1543.8,3.3091
233,186,0.8000,5624.5,1753.9,3.2069
233,233,1.0000,6578.3,1976.6,3.3281
234,29,0.1250,2049.8,386.7,5.3008
234,47,0.2000,2768.7,563.1,4.9169
234,59,0.2500,2946.2,688.6,4.2784
234,78,0.3333,3486.7,875.5,3.9827
234,94,0.4000,3962.6,1039.1,3.8136
234,117,0.5000,4258.3,1272.9,3.3454
234,152,0.6500,5164.7,1550.6,3.3309
234,187,0.8000,5665.7,1738.8,3.2584
234,234,1.0000,6567.7,1927.1,3.4082
235,29,0.1250,2034.9,394.3,5.1605
235,47,0.2000,2748.4,569.3,4.8276
235,59,0.2500,2946.3,698.0,4.2208
235,78,0.3333,3557.5,885.2,4.0187
235,94,0.4000,4303.1,1043.4,4.1242
235,118,0.5000,4300.6,1298.2,3.3127
235,153,0.6500,5444.4,1565.2,3.4784
235,188,0.8000,5689.7,1782.7,3.1916
235,235,1.0000,6587.0,2005.3,3.2847
236,30,0.1250,2064.4,398.9,5.1754
236,47,0.2000,2750.6,570.6,4.8201
236,59,0.2500,2922.9,696.5,4.1968
236,79,0.3333,3800.3,895.7,4.2430
236,94,0.4000,4316.9,1042.3,4.1419
236,118,0.5000,4301.5,1298.0,3.3138
236,153,0.6500,5443.9,1590.7,3.4223
236,189,0.8000,5704.5,1802.0,3.1657
236,236,1.0000,6621.7,2045.6,3.2370
237,30,0.1250,2070.5,402.8,5.1397
237,47,0.2000,2772.7,571.4,4.8527
237,59,0.2500,2940.9,699.0,4.2075
237,79,0.3333,3622.4,899.2,4.0285
237,95,0.4000,4116.1,1060.5,3.8812
237,119,0.5000,4416.7,1316.7,3.3545
237,154,0.6500,5627.2,1612.3,3.4902
237,190,0.8000,5808.9,1828.6,3.1766
237,237,1.0000,6762.6,2072.8,3.2626
238,30,0.1250,2076.7,403.9,5.1411
238,48,0.2000,2831.2,588.7,4.8096
238,60,0.2500,2923.6,708.2,4.1281
238,79,0.3333,3628.8,900.6,4.0293
238,95,0.4000,4409.1,1058.6,4.1651
238,119,0.5000,4378.9,1314.2,3.3321
238,155,0.6500,5621.5,1700.3,3.3062
238,190,0.8000,5824.3,1899.3,3.0665
238,238,1.0000,6778.2,2102.4,3.2240
239,30,0.1250,2081.2,405.1,5.1371
239,48,0.2000,2836.1,594.0,4.7748
239,60,0.2500,2927.7,710.0,4.1233
239,80,0.3333,3928.2,916.1,4.2879
239,96,0.4000,4141.1,1089.2,3.8018
239,120,0.5000,4363.7,1334.3,3.2705
239,155,0.6500,5639.2,1680.1,3.3565
239,191,0.8000,5881.1,1904.6,3.0878
239,239,1.0000,6795.9,2112.1,3.2176
240,30,0.1250,2079.3,404.4,5.1410
240,48,0.2000,2793.1,594.0,4.7025
240,60,0.2500,2933.5,713.1,4.1136
240,80,0.3333,3615.4,917.9,3.9386
240,96,0.4000,4428.8,1085.9,4.0783
240,120,0.5000,4365.3,1338.8,3.2607
240,156,0.6500,5678.2,1648.0,3.4455
240,192,0.8000,5886.4,1868.6,3.1502
240,240,1.0000,6811.1,2110.1,3.2278
241,30,0.1250,2068.4,406.6,5.0872
241,48,0.2000,2814.8,596.8,4.7168
241,60,0.2500,2977.3,716.8,4.1537
241,80,0.3333,3671.0,926.8,3.9612
241,96,0.4000,4483.2,1088.9,4.1170
241,121,0.5000,4470.1,1353.0,3.3039
241,157,0.6500,5825.2,1729.7,3.3677
241,193,0.8000,5977.9,1941.3,3.0794
241,241,1.0000,6900.0,2129.2,3.2407
242,30,0.1250,2077.2,408.8,5.0813
242,48,0.2000,2824.9,597.5,4.7278
242,61,0.2500,3086.3,736.9,4.1884
242,81,0.3333,3767.0,933.2,4.0365
242,97,0.4000,4213.0,1106.7,3.8067
242,121,0.5000,4484.7,1355.6,3.3082
242,157,0.6500,5813.6,1666.4,3.4888
242,194,0.8000,6020.0,1900.1,3.1683
242,242,1.0000,6913.6,2146.1,3.2215
243,30,0.1250,2090.8,409.3,5.1089
243,49,0.2000,2993.2,607.0,4.9308
243,61,0.2500,3074.7,738.4,4.1643
243,81,0.3333,3754.7,934.5,4.0177
243,97,0.4000,4571.9,1103.7,4.1422
243,122,0.5000,4525.8,1376.9,3.2869
243,158,0.6500,5834.5,1711.3,3.4093
243,194,0.8000,6037.4,1926.8,3.1334
243,243,1.0000,6916.6,2142.7,3.2281
244,31,0.1250,2127.6,429.9,4.9491
244,49,0.2000,3002.9,614.0,4.8907
244,61,0.2500,3063.6,742.2,4.1280
244,81,0.3333,3767.6,946.3,3.9813
244,98,0.4000,4275.0,1126.8,3.7940
244,122,0.5000,4516.8,1385.0,3.2611
244,159,0.6500,5816.6,1748.5,3.3266
244,195,0.8000,6063.4,1963.0,3.0889
244,244,1.0000,6957.5,2165.3,3.2132
245,31,0.1250,2123.2,432.2,4.9126
245,49,0.2000,2957.8,615.7,4.8044
245,61,0.2500,3096.1,748.3,4.1373
245,82,0.3333,3796.3,956.1,3.9705
245,98,0.4000,4638.7,1126.4,4.1180
245,123,0.5000,4587.4,1400.1,3.2765
245,159,0.6500,5825.0,1698.7,3.4290
245,196,0.8000,6177.5,1927.3,3.2053
245,245,1.0000,7068.2,2196.1,3.2185
246,31,0.1250,2123.4,431.8,4.9174
246,49,0.2000,2960.5,614.0,4.8218
246,62,0.2500,3088.9,755.2,4.0900
246,82,0.3333,3792.3,961.0,3.9461
246,98,0.4000,4639.0,1129.1,4.1084
246,123,0.5000,4597.4,1401.8,3.2796
246,160,0.6500,5838.5,1742.3,3.3511
246,197,0.8000,6190.3,1971.8,3.1394
246,246,1.0000,7159.6,2217.1,3.2292
247,31,0.1250,2185.2,438.6,4.9821
247,49,0.2000,3023.2,623.7,4.8476
247,62,0.2500,3110.1,762.0,4.0814
247,82,0.3333,3821.9,967.3,3.9510
247,99,0.4000,4318.3,1149.4,3.7571
247,124,0.5000,4618.9,1420.9,3.2507
247,161,0.6500,5842.6,1710.0,3.4166
247,198,0.8000,6230.1,1931.9,3.2248
247,247,1.0000,7135.8,2154.4,3.3123
248,31,0.1250,2153.2,435.6,4.9430
248,50,0.2000,3059.7,630.5,4.8530
248,62,0.2500,3076.5,761.6,4.0396
248,83,0.3333,3907.5,985.5,3.9650
248,99,0.4000,4724.9,1153.7,4.0954
248,124,0.5000,4585.4,1434.1,3.1975
248,161,0.6500,5814.6,1735.6,3.3503
248,198,0.8000,6240.9,1959.4,3.1850
248,248,1.0000,7116.0,2221.8,3.2028
249,31,0.1250,2165.1,438.2,4.9404
249,50,0.2000,3096.1,631.8,4.9007
249,62,0.2500,3122.9,763.5,4.0903
249,83,0.3333,3917.5,988.6,3.9627
249,100,0.4000,4393.0,1176.1,3.7354
249,125,0.5000,4685.6,1442.7,3.2477
249,162,0.6500,5846.6,1781.2,3.2825
249,199,0.8000,6276.0,2005.5,3.1294
249,249,1.0000,7187.9,2233.0,3.2190
250,31,0.1250,2179.0,439.6,4.9562
250,50,0.2000,3037.4,632.8,4.8003
250,63,0.2500,3241.3,779.1,4.1602
250,83,0.3333,3914.1,992.9,3.9421
250,100,0.4000,4751.7,1174.6,4.0455
250,125,0.5000,4711.4,1447.3,3.2552
250,163,0.6500,5742.1,1761.2,3.2603
250,200,0.8000,6299.5,1982.0,3.1784
250,250,1.0000,7221.0,2233.5,3.2330
251,31,0.1250,2201.0,440.1,5.0007
251,50,0.2000,3051.7,636.2,4.7965
251,63,0.2500,3227.4,779.3,4.1413
251,84,0.3333,3944.2,1002.2,3.9356
251,100,0.4000,4794.5,1177.8,4.0707
251,126,0.5000,4730.7,1463.1,3.2332
251,163,0.6500,5704.2,1810.0,3.1516
251,201,0.8000,6358.6,2040.4,3.1164
251,251,1.0000,7249.4,2259.3,3.2087
252,32,0.1250,2236.0,450.7,4.9610
252,50,0.2000,3056.7,639.9,4.7767
252,63,0.2500,3219.2,783.1,4.1110
252,84,0.3333,3934.8,1009.5,3.8979
252,101,0.4000,4438.6,1198.7,3.7029
252,126,0.5000,4743.3,1473.0,3.2201
252,164,0.6500,5690.8,1825.6,3.1173
252,202,0.8000,6474.7,2075.6,3.1195
252,252,1.0000,7294.3,2285.5,3.1915
253,32,0.1250,2241.9,450.9,4.9717
253,51,0.2000,3159.5,652.7,4.8403
253,63,0.2500,3234.2,786.7,4.1114
253,84,0.3333,3988.5,1018.0,3.9180
253,101,0.4000,4884.3,1198.4,4.0758
253,127,0.5000,4792.6,1487.7,3.2214
253,164,0.6500,5691.6,1791.7,3.1767
253,202,0.8000,6485.1,2019.6,3.2110
253,253,1.0000,7368.6,2263.6,3.2553
254,32,0.1250,2216.6,452.2,4.9020
254,51,0.2000,3155.6,651.4,4.8442
254,64,0.2500,3246.6,796.0,4.0786
254,85,0.3333,4079.1,1029.2,3.9634
254,102,0.4000,4520.5,1214.9,3.7209
254,127,0.5000,4777.5,1490.3,3.2058
254,165,0.6500,5727.7,1855.8,3.0864
254,203,0.8000,6549.1,2092.8,3.1293
254,254,1.0000,7386.1,2282.2,3.2363
255,32,0.1250,2211.3,455.9,4.8499
255,51,0.2000,3152.9,655.0,4.8138
255,64,0.2500,3264.6,801.8,4.0713
255,85,0.3333,4090.3,1030.9,3.9677
255,102,0.4000,4920.2,1218.3,4.0385
255,128,0.5000,4797.7,1502.1,3.1941
255,166,0.6500,5889.2,1816.6,3.2418
255,204,0.8000,6585.0,2050.9,3.2108
255,255,1.0000,7423.4,2301.3,3.2257
256,32,0.1250,2219.1,459.6,4.8282
256,51,0.2000,3167.3,661.3,4.7895
256,64,0.2500,3262.1,805.9,4.0476
256,85,0.3333,4097.1,1041.1,3.9355
256,102,0.4000,4931.8,1225.3,4.0251
256,128,0.5000,4787.8,1517.0,3.1561
256,166,0.6500,5914.5,1847.4,3.2016
256,205,0.8000,6663.8,2081.7,3.2011
256,256,1.0000,7489.8,2339.1,3.2019
258,32,0.1250,2241.2,460.1,4.8714
258,52,0.2000,3295.7,672.2,4.9029
258,65,0.2500,3401.0,818.7,4.1543
258,86,0.3333,4101.3,1057.5,3.8784
258,103,0.4000,5022.6,1240.7,4.0481
258,129,0.5000,4910.1,1534.8,3.1992
258,168,0.6500,5953.9,1860.7,3.1999
258,206,0.8000,6670.9,2099.4,3.1775
258,258,1.0000,7609.9,2370.0,3.2109
260,33,0.1250,2371.9,473.6,5.0079
260,52,0.2000,3236.3,674.6,4.7975
260,65,0.2500,3386.7,822.7,4.1166
260,87,0.3333,4223.1,1074.1,3.9316
260,104,0.4000,5044.5,1255.5,4.0178
260,130,0.5000,5028.7,1549.3,3.2457
260,169,0.6500,6029.7,1822.2,3.3091
260,208,0.8000,6729.2,2065.5,3.2579
260,260,1.0000,7646.0,2282.5,3.3498
262,33,0.1250,2383.4,478.4,4.9823
262,52,0.2000,3265.7,680.0,4.8026
262,66,0.2500,3427.4,849.8,4.0332
262,87,0.3333,4264.5,1082.9,3.9379
262,105,0.4000,4805.9,1288.7,3.7292
262,131,0.5000,5065.5,1581.3,3.2034
262,170,0.6500,6064.1,1872.7,3.2381
262,210,0.8000,6760.9,2142.4,3.1558
262,262,1.0000,7814.8,2398.5,3.2582
264,33,0.1250,2386.1,478.6,4.9854
264,53,0.2000,3399.4,702.7,4.8378
264,66,0.2500,3419.4,852.8,4.0098
264,88,0.3333,4283.3,1101.4,3.8889
264,106,0.4000,4824.7,1306.8,3.6919
264,132,0.5000,5120.1,1723.0,2.9716
264,172,0.6500,6209.3,1986.3,3.1260
264,211,0.8000,6896.1,2259.7,3.0517
264,264,1.0000,7890.6,2645.7,2.9824
266,33,0.1250,2401.8,481.6,4.9868
266,53,0.2000,3355.1,709.5,4.7287
266,67,0.2500,3571.4,871.0,4.1005
266,89,0.3333,4404.8,1120.1,3.9326
266,106,0.4000,5249.4,1313.5,3.9966
266,133,0.5000,5175.3,1622.7,3.1893
266,173,0.6500,6181.1,2209.3,2.7978
266,213,0.8000,6958.8,2466.2,2.8217
266,266,1.0000,7968.0,2846.6,2.7991
268,34,0.1250,2423.1,496.5,4.8800
268,54,0.2000,3451.7,724.3,4.7658
268,67,0.2500,3601.9,877.0,4.1073
268,89,0.3333,4410.0,1131.3,3.8981
268,107,0.4000,5334.0,1330.4,4.0092
268,134,0.5000,5283.0,1643.5,3.2145
268,174,0.6500,6247.0,2212.0,2.8242
268,214,0.8000,7069.3,2494.0,2.8345
268,268,1.0000,8193.2,2876.9,2.8480
270,34,0.1250,2456.1,502.4,4.8888
270,54,0.2000,3444.3,727.6,4.7340
270,68,0.2500,3621.1,894.1,4.0500
270,90,0.3333,4521.8,1153.0,3.9218
270,108,0.4000,5397.9,1352.4,3.9913
270,135,0.5000,5383.4,1971.2,2.7310
270,176,0.6500,6451.0,2245.8,2.8725
270,216,0.8000,7215.7,2511.7,2.8728
270,270,1.0000,8299.4,2901.8,2.8601
272,34,0.1250,2447.0,502.3,4.8715
272,54,0.2000,3422.7,735.2,4.6558
272,68,0.2500,3624.0,900.4,4.0249
272,91,0.3333,4633.1,1172.7,3.9509
272,109,0.4000,5105.6,1391.8,3.6682
272,136,0.5000,5430.5,1983.5,2.7378
272,177,0.6500,6439.1,2265.6,2.8421
272,218,0.8000,7361.0,2543.1,2.8945
272,272,1.0000,8346.4,2927.9,2.8507
274,34,0.1250,2503.5,510.3,4.9055
274,55,0.2000,3599.4,754.5,4.7705
274,69,0.2500,3760.1,919.7,4.0885
274,91,0.3333,4649.3,1184.3,3.9259
274,110,0.4000,5252.6,1409.2,3.7273
274,137,0.5000,5511.0,1732.4,3.1811
274,178,0.6500,6681.5,2265.6,2.9491
274,219,0.8000,7386.1,2551.6,2.8946
274,274,1.0000,8458.8,2957.2,2.8604
276,35,0.1250,2653.3,529.8,5.0086
276,55,0.2000,3478.5,758.4,4.5864
276,69,0.2500,3759.3,927.6,4.0526
276,92,0.3333,4674.1,1200.3,3.8941
276,110,0.4000,5428.5,1412.3,3.8437
276,138,0.5000,5578.9,1740.6,3.2052
276,179,0.6500,6696.7,2273.5,2.9455
276,221,0.8000,7570.9,2580.3,2.9341
276,276,1.0000,8479.4,2953.4,2.8710
278,35,0.1250,2654.9,534.5,4.9670
278,56,0.2000,3647.2,771.0,4.7305
278,70,0.2500,3800.2,951.9,3.9923
278,93,0.3333,4778.9,1222.5,3.9091
278,111,0.4000,5399.5,1437.3,3.7568
278,139,0.5000,5613.5,2061.1,2.7236
278,181,0.6500,6780.2,2333.2,2.9060
278,222,0.8000,7564.8,2641.9,2.8634
278,278,1.0000,8615.2,3008.8,2.8634
280,35,0.1250,2662.8,539.9,4.9323
280,56,0.2000,3405.8,780.8,4.3620
280,70,0.2500,3819.2,955.0,3.9990
280,93,0.3333,4822.6,1232.9,3.9115
280,112,0.4000,5298.1,1463.5,3.6202
280,140,0.5000,5766.2,2099.3,2.7467
280,182,0.6500,6792.2,2366.0,2.8708
280,224,0.8000,7599.5,2673.9,2.8421
280,280,1.0000,8784.5,3040.8,2.8888
282,35,0.1250,2670.0,541.2,4.9339
282,56,0.2000,3469.9,787.2,4.4080
282,71,0.2500,3989.3,976.8,4.0840
282,94,0.3333,4847.5,1252.5,3.8703
282,113,0.4000,5461.1,1478.3,3.6941
282,141,0.5000,5796.4,1822.4,3.1807
282,183,0.6500,6776.9,2369.6,2.8600
282,226,0.8000,7842.6,2666.2,2.9415
282,282,1.0000,8860.6,3049.2,2.9059
284,36,0.1250,2718.5,553.0,4.9156
284,57,0.2000,3834.5,809.9,4.7342
284,71,0.2500,3954.9,981.7,4.0286
284,95,0.3333,4943.6,1264.0,3.9112
284,114,0.4000,5443.5,1503.1,3.6215
284,142,0.5000,5796.0,1839.1,3.1516
284,185,0.6500,6962.0,2383.8,2.9205
284,227,0.8000,7749.3,2673.1,2.8990
284,284,1.0000,8897.3,3066.4,2.9015
286,36,0.1250,2726.6,554.2,4.9200
286,57,0.2000,3615.3,815.1,4.4352
286,72,0.2500,3984.7,1000.2,3.9839
286,95,0.3333,4951.3,1272.9,3.8898
286,114,0.4000,5616.1,1513.0,3.7119
286,143,0.5000,5873.8,1859.0,3.1596
286,186,0.6500,6924.7,2336.2,2.9641
286,229,0.8000,7913.5,2629.7,3.0093
286,286,1.0000,9058.5,2970.5,3.0494
288,36,0.1250,2710.9,558.6,4.8528
288,58,0.2000,3878.6,832.5,4.6591
288,72,0.2500,4017.4,1010.7,3.9749
288,96,0.3333,5011.8,1303.7,3.8444
288,115,0.4000,5679.9,1532.9,3.7053
288,144,0.5000,6018.2,2097.1,2.8698
288,187,0.6500,7071.8,2405.0,2.9405
288,230,0.8000,7980.8,2702.0,2.9537
288,288,1.0000,9153.6,3071.8,2.9799
290,36,0.1250,2754.5,566.2,4.8653
290,58,0.2000,3607.7,837.6,4.3071
290,73,0.2500,4152.5,1020.0,4.0710
290,97,0.3333,5142.2,1316.3,3.9064
290,116,0.4000,5650.9,1555.9,3.6319
290,145,0.5000,6103.2,2129.1,2.8665
290,189,0.6500,7131.7,2457.6,2.9019
290,232,0.8000,8493.9,2766.3,3.0705
290,290,1.0000,9313.8,3121.5,2.9838
292,37,0.1250,2861.4,579.0,4.9421
292,58,0.2000,3634.4,842.8,4.3124
292,73,0.2500,4164.2,1029.5,4.0449
292,97,0.3333,5164.5,1331.1,3.8799
292,117,0.4000,5830.8,1573.4,3.7058
292,146,0.5000,6127.1,1938.1,3.1614
292,190,0.6500,7228.2,2484.0,2.9099
292,234,0.8000,8511.5,2803.1,3.0364
292,292,1.0000,9360.2,3178.1,2.9452
294,37,0.1250,2888.5,579.7,4.9831
294,59,0.2000,4016.4,865.7,4.6393
294,74,0.2500,4261.6,1045.5,4.0762
294,98,0.3333,5245.6,1348.4,3.8902
294,118,0.4000,5886.6,1604.2,3.6696
294,147,0.5000,6246.9,1953.1,3.1984
294,191,0.6500,7240.6,2507.2,2.8879
294,235,0.8000,8678.2,2816.9,3.0808
294,294,1.0000,9549.3,3242.4,2.9451
296,37,0.1250,2872.2,585.3,4.9072
296,59,0.2000,3777.3,867.3,4.3552
296,74,0.2500,4247.3,1048.6,4.0504
296,99,0.3333,5286.4,1363.8,3.8761
296,118,0.4000,5853.4,1607.0,3.6425
296,148,0.5000,6287.0,2180.7,2.8830
296,192,0.6500,7270.1,2530.4,2.8731
296,237,0.8000,8749.3,2848.5,3.0715
296,296,1.0000,9598.6,3227.4,2.9741
298,37,0.1250,2902.7,590.8,4.9130
298,60,0.2000,4140.3,884.9,4.6787
298,75,0.2500,4346.1,1081.4,4.0189
298,99,0.3333,5330.3,1379.4,3.8642
298,119,0.4000,6007.5,1638.9,3.6656
298,149,0.5000,6430.8,2202.9,2.9192
298,194,0.6500,7394.4,2556.9,2.8919
298,238,0.8000,8682.3,2859.5,3.0364
298,298,1.0000,9596.2,3240.4,2.9614
300,38,0.1250,2933.1,602.2,4.8710
300,60,0.2000,3742.6,889.9,4.2055
300,75,0.2500,4302.3,1087.4,3.9565
300,100,0.3333,5328.4,1404.2,3.7946
300,120,0.4000,5892.1,1656.0,3.5581
300,150,0.5000,6404.8,2046.2,3.1301
300,195,0.6500,7388.5,2544.3,2.9040
300,240,0.8000,8700.2,2878.3,3.0227
300,300,1.0000,9616.7,3270.5,2.9404
302,38,0.1250,2955.1,605.6,4.8792
302,60,0.2000,3799.0,893.7,4.2508
302,76,0.2500,4351.9,1104.6,3.9400
302,101,0.3333,5408.5,1418.0,3.8141
302,121,0.4000,6040.8,1671.4,3.6143
302,151,0.5000,6416.3,2067.0,3.1042
302,196,0.6500,7601.8,2557.0,2.9729
302,242,0.8000,8931.8,2900.8,3.0791
302,302,1.0000,9851.0,3289.9,2.9943
304,38,0.1250,2969.6,613.0,4.8442
304,61,0.2000,4234.6,920.4,4.6008
304,76,0.2500,4338.0,1114.7,3.8915
304,101,0.3333,5432.7,1432.7,3.7920
304,122,0.4000,6095.4,1708.4,3.5679
304,152,0.5000,6455.6,2271.6,2.8419
304,198,0.6500,7626.4,2616.6,2.9146
304,243,0.8000,9008.6,2963.1,3.0403
304,304,1.0000,9908.9,3360.1,2.9490
306,38,0.1250,2968.6,617.1,4.8108
306,61,0.2000,3901.8,925.8,4.2144
306,77,0.2500,4531.3,1128.8,4.0142
306,102,0.3333,5482.8,1446.3,3.7910
306,122,0.4000,6101.6,1718.6,3.5503
306,153,0.5000,6629.6,2277.2,2.9114
306,199,0.6500,7660.3,2641.0,2.9006
306,245,0.8000,9139.4,2957.7,3.0900
306,306,1.0000,10112.0,3406.6,2.9684
308,39,0.1250,3095.1,632.7,4.8922
308,62,0.2000,4294.5,939.3,4.5722
308,77,0.2500,4530.2,1136.4,3.9865
308,103,0.3333,5614.8,1471.6,3.8156
308,123,0.4000,6146.8,1733.7,3.5455
308,154,0.5000,6673.9,2147.9,3.1072
308,200,0.6500,7708.0,2662.3,2.8952
