ratio,an,bn,ns_call
1.0000,2332,2332,25236.3
1.0000,2336,2336,25221.9
1.0000,2340,2340,25202.9
1.0000,2344,2344,25213.0
1.0000,2348,2348,25224.4
1.0000,2352,2352,25266.3
1.0000,2356,2356,25181.4
1.0000,2360,2360,25238.5
1.0000,2364,2364,25198.1
1.0000,2368,2368,25240.6
1.0000,2372,2372,25203.0
1.0000,2376,2376,25255.3
1.0000,2380,2380,25225.3
1.0000,2384,2384,25238.1
1.0000,2388,2388,25197.8
1.0000,2392,2392,25197.0
1.0000,2396,2396,25222.9
1.0000,2400,2400,25245.9
1.0000,2404,2404,25244.7
1.0000,2408,2408,25215.9
1.0000,2412,2412,25246.8
1.0000,2416,2416,25246.4
1.0000,2420,2420,25226.2
1.0000,2424,2424,25254.1
1.0000,2428,2428,25245.2
1.0000,2432,2432,25252.2
1.0000,2436,2436,25259.6
1.0000,2440,2440,25255.7
1.0000,2444,2444,25263.5
1.0000,2448,2448,25271.8
1.0000,2452,2452,25279.1
1.0000,2456,2456,25253.2
1.0000,2460,2460,25296.8
1.0000,2464,2464,25232.5
1.0000,2468,2468,25252.1
1.0000,2472,2472,25220.3
1.0000,2476,2476,25232.5
1.0000,2480,2480,25272.0
1.0000,2484,2484,25208.5
1.0000,2488,2488,25230.9
1.0000,2492,2492,25243.8
1.0000,2496,2496,25269.8
1.0000,2500,2500,25313.5
1.0000,2504,2504,25243.6
1.0000,2508,2508,25243.2
1.0000,2512,2512,25233.3
1.0000,2516,2516,25223.9
1.0000,2520,2520,25248.7
1.0000,2524,2524,25232.2
1.0000,2528,2528,25305.4
1.0000,2532,2532,25284.9
1.0000,2536,2536,25221.4
1.0000,2540,2540,25243.0
1.0000,2544,2544,25251.1
1.0000,2548,2548,25240.6
1.0000,2552,2552,25254.5
1.0000,2556,2556,25206.4
1.0000,2560,2560,25264.4
1.0000,2564,2564,30145.9
1.0000,2568,2568,30156.6
1.0000,2572,2572,30192.4
1.0000,2576,2576,30146.3
1.0000,2580,2580,30157.6
1.0000,2584,2584,30146.7
1.0000,2588,2588,30146.7
1.0000,2592,2592,30110.1
1.0000,2596,2596,30096.9
1.0000,2600,2600,30157.5
1.0000,2604,2604,30141.1
1.0000,2608,2608,30106.4
1.0000,2612,2612,30184.5
1.0000,2616,2616,30179.4
1.0000,2620,2620,30393.3
1.0000,2624,2624,30352.3
1.0000,2628,2628,30258.6
1.0000,2632,2632,30254.7
1.0000,2636,2636,30206.5
1.0000,2640,2640,30148.1
1.0000,2644,2644,30150.4
1.0000,2648,2648,30144.3
1.0000,2652,2652,30215.9
1.0000,2656,2656,30145.7
1.0000,2660,2660,30194.6
1.0000,2664,2664,30159.3
1.0000,2668,2668,30148.5
1.0000,2672,2672,30181.6
1.0000,2676,2676,30198.0
1.0000,2680,2680,30170.8
1.0000,2684,2684,30198.6
1.0000,2688,2688,30250.9
1.0000,2692,2692,30208.2
1.0000,2696,2696,30183.7
1.0000,2700,2700,30168.7
1.0000,2704,2704,30213.4
1.0000,2708,2708,30220.1
1.0000,2712,2712,30227.4
1.0000,2716,2716,30212.1
1.0000,2720,2720,30196.5
1.0000,2724,2724,30182.4
1.0000,2728,2728,30199.4
1.0000,2732,2732,30241.6
1.0000,2736,2736,30203.1
1.0000,2740,2740,30207.4
1.0000,2744,2744,30289.9
1.0000,2748,2748,30308.5
1.0000,2752,2752,30287.4
1.0000,2756,2756,30289.2
1.0000,2760,2760,30234.0
1.0000,2764,2764,30225.3
1.0000,2768,2768,30250.1
1.0000,2772,2772,30184.1
1.0000,2776,2776,30220.8
1.0000,2780,2780,30257.9
1.0000,2784,2784,30228.6
1.0000,2788,2788,30275.6
1.0000,2792,2792,30163.9
1.0000,2796,2796,30251.5
1.0000,2800,2800,30227.1
1.0000,2804,2804,30211.0
1.0000,2808,2808,30246.5
1.0000,2812,2812,30232.9
1.0000,2816,2816,30282.2
1.0000,2820,2820,30239.3
1.0000,2824,2824,30237.5
1.0000,2828,2828,30332.4
1.0000,2832,2832,30405.9
1.0000,2836,2836,30293.7
1.0000,2840,2840,30322.5
1.0000,2844,2844,30226.5
1.0000,2848,2848,30257.8
1.0000,2852,2852,30247.4
1.0000,2856,2856,30293.7
1.0000,2860,2860,30310.6
1.0000,2864,2864,30275.3
1.0000,2868,2868,30300.6
1.0000,2872,2872,30318.2
1.0000,2876,2876,30314.3
1.0000,2880,2880,30290.9
1.0000,2884,2884,30251.5
1.0000,2888,2888,30302.9
1.0000,2892,2892,30311.7
1.0000,2896,2896,30305.3
1.0000,2900,2900,30274.6
1.0000,2904,2904,30325.9
1.0000,2908,2908,30333.2
1.0000,2912,2912,30291.2
1.0000,2916,2916,30249.5
1.0000,2920,2920,30255.7
1.0000,2924,2924,30280.6
1.0000,2928,2928,30282.4
1.0000,2932,2932,30288.6
1.0000,2936,2936,30279.0
1.0000,2940,2940,30305.4
1.0000,2944,2944,30289.3
1.0000,2948,2948,30276.3
1.0000,2952,2952,30303.9
1.0000,2956,2956,30302.1
1.0000,2960,2960,30350.1
1.0000,2964,2964,30294.3
1.0000,2968,2968,30283.0
1.0000,2972,2972,30312.1
1.0000,2976,2976,30274.0
1.0000,2980,2980,30301.7
1.0000,2984,2984,30339.5
1.0000,2988,2988,30297.4
1.0000,2992,2992,30312.8
1.0000,2996,2996,30324.7
1.0000,3000,3000,30325.6
1.0000,3004,3004,30327.4
1.0000,3008,3008,30254.7
1.0000,3012,3012,30271.6
1.0000,3016,3016,30304.1
1.0000,3020,3020,30357.4
1.0000,3024,3024,30334.6
1.0000,3028,3028,30317.4
1.0000,3032,3032,30349.8
1.0000,3036,3036,30313.9
1.0000,3040,3040,30283.0
1.0000,3044,3044,30292.7
1.0000,3048,3048,30264.3
1.0000,3052,3052,30326.9
1.0000,3056,3056,30329.8
1.0000,3060,3060,30377.2
1.0000,3064,3064,30397.5
1.0000,3068,3068,30323.4
1.0000,3072,3072,30328.0
1.0000,3076,3076,36140.7
1.0000,3080,3080,36251.8
1.0000,3084,3084,36315.5
1.0000,3088,3088,36268.4
1.0000,3092,3092,36280.5
1.0000,3096,3096,36320.7
1.0000,3100,3100,36272.1
1.0000,3104,3104,36297.6
1.0000,3108,3108,36249.2
1.0000,3112,3112,36341.6
1.0000,3116,3116,36254.8
1.0000,3120,3120,36225.5
1.0000,3124,3124,36193.8
1.0000,3128,3128,36239.0
1.0000,3132,3132,36310.6
1.0000,3136,3136,36292.6
1.0000,3140,3140,36290.1
1.0000,3144,3144,36303.7
1.0000,3148,3148,36299.9
1.0000,3152,3152,36322.1
1.0000,3156,3156,36277.4
1.0000,3160,3160,36241.0
1.0000,3164,3164,36284.6
1.0000,3168,3168,36230.1
1.0000,3172,3172,36262.1
1.0000,3176,3176,36287.6
1.0000,3180,3180,36297.1
1.0000,3184,3184,36248.4
1.0000,3188,3188,36247.6
1.0000,3192,3192,36294.7
1.0000,3196,3196,36288.8
1.0000,3200,3200,36298.5
1.0000,3204,3204,36353.8
1.0000,3208,3208,36336.1
1.0000,3212,3212,36284.4
1.0000,3216,3216,36304.7
1.0000,3220,3220,36359.8
1.0000,3224,3224,36414.9
1.0000,3228,3228,36372.7
1.0000,3232,3232,36407.4
1.0000,3236,3236,36362.2
1.0000,3240,3240,36330.6
1.0000,3244,3244,36428.5
1.0000,3248,3248,36311.6
1.0000,3252,3252,36292.2
1.0000,3256,3256,36396.3
1.0000,3260,3260,36351.1
1.0000,3264,3264,36386.9
1.0000,3268,3268,36311.6
1.0000,3272,3272,36316.3
1.0000,3276,3276,36467.9
