n,current_add_ns,stream_add_ns,current_sub_ns,stream_sub_ns,current_add_ns_per_limb,stream_add_ns_per_limb,current_sub_ns_per_limb,stream_sub_ns_per_limb,reps
125,17.622631689,20.335484543,16.656080800,17.845641079,0.140981053508,0.162683876340,0.133248646397,0.142765128632,9600
126,17.603652776,20.290678144,16.712561654,17.971551543,0.139711529971,0.161037128127,0.132639378206,0.142631361454,9523
127,17.625635055,20.485608466,16.786484772,18.031216931,0.138784527992,0.161304003666,0.132177045445,0.141978086073,9448
128,16.727670006,18.047436307,16.082711575,17.864605544,0.130684921925,0.140995596152,0.125646184182,0.139567230810,9375
129,16.845220193,21.376423813,16.243472655,18.842393640,0.130583102274,0.165708711726,0.125918392674,0.146065066976,9302
130,17.000324746,21.395149940,16.404957783,18.888383674,0.130771728812,0.164578076465,0.126191982947,0.145295259033,9230
131,17.212150960,21.268928649,16.568777293,18.761780105,0.131390465342,0.162358233965,0.126479215974,0.143219695456,9160
132,17.947414741,21.291666667,17.280325525,18.762234686,0.135965263193,0.161300505051,0.130911557009,0.142138141561,9090
133,17.950570764,21.360443213,24.293563753,18.821495845,0.134966697471,0.160604836190,0.182658374084,0.141515006352,9022
134,18.033258929,21.361545333,17.317416044,18.808413301,0.134576559168,0.159414517408,0.129234448088,0.140361293288,8955
135,17.963121205,21.323737771,17.320814123,18.762290471,0.133060157076,0.157953613121,0.128302326841,0.138979929418,8888
136,17.665231188,19.028675054,23.549359628,30.295603898,0.129891405792,0.139916728337,0.173157056090,0.222761793365,8823
137,29.453362256,33.202625571,29.417227610,32.654680365,0.214988045664,0.242354931174,0.214724289123,0.238355331134,8759
138,18.199402024,22.569983912,17.808762649,20.015179393,0.131879724811,0.163550608056,0.129049004706,0.145037531832,8695
139,18.557291667,22.539191849,17.859921278,20.141303090,0.133505695444,0.162152459345,0.128488642288,0.144901461079,8633
140,19.562682216,22.649609512,18.683069030,20.130495627,0.139733444398,0.161782925083,0.133450493070,0.143789254477,8571
