n,current_add_ns,stream_add_ns,current_sub_ns,stream_sub_ns,current_add_ns_per_limb,stream_add_ns_per_limb,current_sub_ns_per_limb,stream_sub_ns_per_limb,reps
238,32.357298475,35.871459695,30.717033512,33.236868186,0.135955035609,0.150720418887,0.129063166016,0.139650706665,5042
239,32.386069652,35.865139442,30.717213930,33.238645418,0.135506567581,0.150063344947,0.128523907658,0.139073830202,5020
240,31.993809904,33.650009994,30.691769876,33.100239617,0.133307541267,0.140208374975,0.127882374484,0.137917665069,5000
241,31.999598635,36.918956871,30.439406100,34.017244837,0.132778417574,0.153190692409,0.126304589625,0.141150393513,4979
242,31.865632554,36.554950595,30.458811682,33.994354839,0.131676167580,0.151053514855,0.125862858189,0.140472540656,4958
243,32.096173314,36.575070822,30.487246964,33.981368975,0.132083017755,0.150514694739,0.125461921661,0.139841024590,4938
244,33.003253355,36.383052225,31.256707317,33.794595693,0.135259235062,0.149110869775,0.128101259496,0.138502441364,4918
245,32.880155165,36.389795918,31.231020408,33.809096472,0.134204714961,0.148529779259,0.127473552686,0.137996312129,4897
246,32.883353834,36.421926230,31.213876381,33.818833163,0.133672170055,0.148056610689,0.126885676348,0.137474931556,4878
247,32.794244604,36.556561086,31.181949013,33.851996706,0.132770221070,0.148002271603,0.126242708555,0.137052618245,4858
248,32.509094667,34.098140496,31.090514569,34.033223277,0.131085059142,0.137492501999,0.125364978101,0.137230739020,4838
249,32.857646815,37.601824969,31.433402490,34.903834197,0.131958420943,0.151011345257,0.126238564215,0.140176040951,4819
250,32.877291667,37.392470882,31.410907577,34.894813581,0.131509166667,0.149569883527,0.125643630308,0.139579254322,4800
251,33.388471178,37.452873563,31.524655244,34.927451390,0.133021797522,0.149214635710,0.125596236034,0.139153192790,4780
252,34.264946507,37.521720881,32.419991600,35.079488255,0.135972009949,0.148895717783,0.128650760318,0.139204318472,4761
253,34.215954536,37.451306914,32.320269701,34.926448894,0.135240927019,0.148028881083,0.127748101584,0.138049205113,4743
254,34.315633594,37.546359018,32.446466356,35.042503701,0.135100919662,0.147820311094,0.127741993529,0.137962612994,4724
255,34.328028856,37.554022501,32.466779877,34.906137184,0.134619721005,0.147270676473,0.127320705400,0.136886812487,4705
256,33.484751546,35.334896611,32.044524925,35.083972720,0.130799810727,0.138026939885,0.125173925490,0.137046768436,4687
257,33.768391788,38.624118024,32.152448151,36.096939867,0.131394520575,0.150288396982,0.125106802142,0.140455018939,4669
258,33.980240550,38.598453940,32.158358401,35.972694044,0.131706358720,0.149606410621,0.124644800005,0.139429046683,4651
259,34.257709726,38.599697885,32.600301659,36.127076591,0.132269149522,0.149033582568,0.125869890576,0.139486782205,4633
260,35.014935065,38.610690327,33.175286734,35.995452577,0.134672827173,0.148502655103,0.127597256671,0.138444048373,4615
261,35.066927423,38.433876221,33.164169381,36.020869565,0.134356043766,0.147256230734,0.127065783069,0.138010994503,4597
262,35.080026167,38.601831662,33.317567568,36.168737737,0.133893229643,0.147335235350,0.127166288426,0.138048617317,4580
263,35.053610503,38.592341357,33.198905908,35.977870289,0.133283690127,0.146738940520,0.126231581400,0.136797985891,4562
264,34.584797891,36.429733890,32.985048373,36.164540255,0.131003022315,0.137991416252,0.124943365049,0.136986894906,4545
265,34.922160970,39.684919408,33.271164021,37.229649239,0.131781739510,0.149754412861,0.125551562344,0.140489242411,4528
266,35.169949104,39.661276030,33.657725560,39.399778516,0.132217853774,0.149102541467,0.126532802856,0.148119468105,4511
267,35.335483871,39.504222222,33.553531764,37.030687125,0.132342636221,0.147955888473,0.125668658291,0.138691712078,4494
268,36.302746149,39.410176300,34.266919812,37.206519312,0.135458008018,0.147052896642,0.127861641091,0.138830295942,4477
269,36.271038496,39.457232423,34.411250560,37.247198566,0.134836574334,0.146681161423,0.127922864536,0.138465422177,4460
270,36.389788574,39.625983367,34.549606299,37.118625028,0.134776994719,0.146762901359,0.127961504812,0.137476388993,4444
271,36.301218412,39.675999097,34.418867073,37.264393768,0.133952835467,0.146405900726,0.127006889568,0.137506988075,4428
272,35.924173834,37.594202899,34.193752829,37.078977144,0.132074168509,0.138213981245,0.125712326578,0.136319768912,4411
273,35.950022717,40.527512506,34.156086462,38.186575654,0.131685064897,0.148452426761,0.125113869824,0.139877566499,4395
274,36.125513464,40.959808175,34.878449259,38.683934277,0.131844939650,0.149488351005,0.127293610434,0.141182241885,4379
275,36.793956044,41.264712617,35.154216315,38.927197802,0.133796203796,0.150053500427,0.127833513874,0.141553446553,4363
276,37.904707233,41.283448276,35.778874856,38.889322618,0.137335895772,0.149577711144,0.129633604552,0.140903342818,4347
277,37.761827833,41.445724821,35.917722978,39.029303184,0.136324288205,0.149623555312,0.129666869955,0.140900011495,4332
278,37.933086363,41.441258094,35.792457196,38.902269569,0.136449950945,0.149069273721,0.128749846028,0.139936221472,4316
279,37.899489322,41.451126074,35.907295539,39.055039480,0.135840463520,0.148570344351,0.128699984011,0.139982220358,4301
280,37.584945234,39.380652681,35.828791055,39.079254079,0.134231947265,0.140645188145,0.127959968054,0.139568764569,4285
281,37.792377835,42.612163743,35.877689429,39.767414680,0.134492447811,0.151644710828,0.127678610069,0.141521048682,4270
282,37.600328561,42.189303308,35.900915708,39.951609114,0.133334498445,0.149607458537,0.127308211730,0.141672372746,4255
283,38.117688679,42.399292453,36.323917137,39.920612485,0.134691479432,0.149820821388,0.128353064090,0.141062234930,4240
284,39.154882951,42.370712089,36.898533586,39.962884161,0.137869306166,0.149192648201,0.129924414034,0.140714380848,4225
285,39.304079696,42.594209777,37.065748873,40.154849419,0.137909051566,0.149453367638,0.130055259202,0.140894208488,4210
286,39.243269002,42.595476190,37.040466556,40.107406525,0.137214227279,0.148935231435,0.129512120824,0.140235687152,4195
287,39.262251972,42.611601814,37.091429936,40.131484580,0.136802271680,0.148472480189,0.129238431831,0.139830956726,4181
288,38.527677930,40.439404848,36.653320547,40.143576222,0.133776659478,0.140414600165,0.127268474120,0.139387417439,4166
289,38.804807692,43.704523580,36.836503732,41.251983650,0.134272690977,0.151226725192,0.127461950631,0.142740427854,4152
290,38.963034549,43.698359073,36.994692400,41.252113016,0.134355291550,0.150683996805,0.127567904829,0.142248665573,4137
291,39.328810274,43.694619486,37.187681862,41.245209799,0.135150550769,0.150153331568,0.127792721176,0.141736116147,4123
292,40.071463296,43.689294404,37.935083880,41.248844563,0.137231038685,0.149620871246,0.129914670823,0.141263166313,4109
293,40.091020010,43.705365854,38.043223443,41.237920937,0.136829419829,0.149165071173,0.129840353049,0.140743757464,4095
294,40.074155653,43.727606461,37.966242661,41.238013699,0.136306651882,0.148733355310,0.129136879801,0.140265352716,4081
295,40.066601130,43.712530713,37.984524687,41.238025055,0.135818986883,0.148178070212,0.128761100633,0.139789915442,4067
296,39.562623274,41.600689316,37.707953706,41.241685144,0.133657511061,0.140542869309,0.127391735493,0.139330017379,4054
297,39.860643564,44.882905138,38.010630408,42.362669963,0.134210921092,0.151120892722,0.127981920565,0.142635252400,4040
298,40.091224591,44.864629906,38.151650534,42.362013390,0.134534310708,0.150552449348,0.128025672932,0.142154407347,4026
299,40.625560538,44.842995770,38.469286247,42.362527992,0.135871439927,0.149976574482,0.128659820225,0.141680695626,4013
300,41.358782435,44.852184769,39.196606786,42.310172457,0.137862608117,0.149507282563,0.130655355955,0.141033908190,4000
301,41.353661585,44.862103422,39.122000000,42.337827715,0.137387580015,0.149043532965,0.129973421927,0.140657234935,4000
302,41.417478152,44.849762915,39.062234441,42.279830255,0.137143967392,0.148509148725,0.129345147157,0.139999437929,4000
303,41.407139291,44.811033450,39.119011976,42.306137725,0.136657225383,0.147891199504,0.129105650086,0.139624216913,4000
304,40.894631710,42.699475393,39.053905665,42.345904096,0.134521814837,0.140458800636,0.128466794951,0.139295737158,4000
305,40.924575425,45.985268414,39.072927073,43.408682635,0.134178935818,0.150771371851,0.128107957616,0.142323549622,4000
306,41.205397301,46.008243817,39.214750000,43.468562874,0.134658161116,0.150353737965,0.128152777778,0.142054127040,4000
307,41.399000000,45.546157685,38.960549313,42.908682635,0.134850162866,0.148358819820,0.126907326754,0.139767695879,4000
308,41.646176912,45.374968773,39.613732834,43.039970022,0.135214860102,0.147321327186,0.128616015695,0.139740162411,4000
309,41.887640449,45.520369908,39.443862275,42.825012481,0.135558706956,0.147315112969,0.127650039726,0.138592273402,4000
310,41.828835582,45.580314764,39.678892216,43.044716463,0.134931727685,0.147033273432,0.127996426502,0.138853924073,4000
311,41.865384615,45.773839241,39.888833375,43.240000000,0.134615384615,0.147182762833,0.128259914389,0.139035369775,4000
312,41.736565859,43.642126279,39.780859570,43.484515485,0.133771044418,0.139878609869,0.127502755033,0.139373447066,4000
313,42.107223194,47.125468633,40.116354557,44.334414774,0.134527869630,0.150560602661,0.128167266955,0.141643497681,4000
314,42.322669333,47.137965509,40.301622971,44.589513109,0.134785571123,0.150120909263,0.128349117743,0.142004818817,4000
315,42.660834791,47.148564295,40.226297405,44.397250000,0.135431221560,0.149677981888,0.127702531445,0.140943650794,4000
316,43.578250000,47.081148564,41.146743199,44.493006993,0.137905854430,0.148990976469,0.130211212656,0.140800655041,4000
317,43.562109473,47.133683158,41.195951012,44.545908184,0.137419903699,0.148686697661,0.129955681427,0.140523369664,4000
318,43.639840040,47.102897103,41.208750000,44.529103173,0.137232201384,0.148122317934,0.129587264151,0.140028626329,4000
319,43.569680320,47.117162128,41.153211697,44.557942058,0.136582069968,0.147702702597,0.129006933220,0.139680069147,4000
320,42.896930372,44.970764618,40.837371971,44.620189905,0.134052907412,0.140533639430,0.127616787409,0.139438093453,4000
321,43.061127745,48.278721279,41.009737828,45.674075924,0.134146815403,0.150401000868,0.127756192610,0.142286840885,4000
322,43.268712575,48.262868566,41.075481130,45.694055944,0.134374883773,0.149884684987,0.127563605993,0.141907006037,4000
323,43.548813983,48.282326510,41.311377246,45.643784324,0.134826049481,0.149480887029,0.127899000760,0.141312025769,4000
324,44.343235147,48.252121817,42.138722555,45.652760430,0.136861836874,0.148926301905,0.130057785663,0.140903581573,4000
325,44.320919770,48.274588118,42.039230385,45.712965276,0.136372060831,0.148537194209,0.129351478107,0.140655277772,4000
326,44.339830085,48.247876062,42.040000000,45.657428215,0.136011748727,0.147999619822,0.128957055215,0.140053460781,4000
327,44.334500000,48.257549289,42.026993252,45.653769346,0.135579510703,0.147576603329,0.128522915143,0.139613973535,4000
328,43.967057649,46.020734449,41.769153981,45.672659176,0.134045907467,0.140307117223,0.127344981648,0.139245912122,4000
329,44.279151061,49.399400150,42.088572854,46.779165626,0.134587085292,0.150150152431,0.127928792870,0.142185913756,4000
330,44.424750000,49.402795109,42.284357821,46.754118822,0.134620454545,0.149705439723,0.128134417640,0.141679147945,4000
331,44.798000000,49.357392607,42.530586767,46.762415772,0.135341389728,0.149115989750,0.128491198690,0.141276180581,4000
332,45.697250000,49.375031211,43.181454636,46.801648763,0.137642319277,0.148719973527,0.130064622399,0.140968821577,4000
333,45.691213180,49.377528090,43.233532934,46.746630055,0.137210850391,0.148280865135,0.129830429232,0.140380270435,4000
334,45.735816046,49.412484395,43.201896681,46.754184362,0.136933580976,0.147941570043,0.129346996050,0.139982587909,4000
335,45.672659176,49.379250000,43.224750000,46.750000000,0.136336296048,0.147400746269,0.129029104478,0.139552238806,4000
336,45.164711754,47.147029456,42.996257485,46.808595702,0.134418784983,0.140318540047,0.127965052039,0.139311296733,4000
337,45.326010984,50.519000000,43.127250000,47.891250000,0.134498548913,0.149908011869,0.127974035608,0.142110534125,4000
338,45.451097804,50.493256743,43.231037924,47.866250000,0.134470703563,0.149388333560,0.127902479066,0.141616124260,4000
339,45.738315421,50.508364544,43.284502121,47.858283433,0.134921284428,0.148992225794,0.127682897113,0.141174877384,4000
340,46.567108223,50.501249375,44.094250000,47.839200999,0.136962083009,0.148533086398,0.129688970588,0.140703532349,4000
341,46.541593805,50.043163673,43.956304619,47.660750000,0.136485612330,0.146754145668,0.128904119118,0.139767595308,4000
342,46.568363273,50.302894212,43.863750000,47.865235837,0.136164804893,0.147084485999,0.128256578947,0.139956829934,4000
343,46.534616346,50.475774226,44.083582834,47.873907615,0.135669435411,0.147159691620,0.128523565115,0.139574074681,4000
344,46.185878244,48.241258741,43.908682635,47.843750000,0.134261273964,0.140236217271,0.127641519287,0.139080668605,4000
345,46.439810190,51.574962519,44.192163714,48.949288034,0.134608145478,0.149492644982,0.128093228155,0.141881994301,4000
346,46.634865135,51.600199900,44.407296352,48.917082917,0.134782847211,0.149133525723,0.128344787144,0.141378852362,4000
347,46.996004994,51.554445554,44.403649088,48.942600449,0.135435172893,0.148571889206,0.127964406593,0.141044958067,4000
348,47.890192164,51.568500000,45.206250000,48.956532601,0.137615494723,0.148185344828,0.129903017241,0.140679691381,4000
349,47.913173653,51.598452708,45.247314514,48.943764059,0.137287030523,0.147846569363,0.129648465656,0.140240011630,4000
350,47.877184224,51.602698651,45.157224857,48.958083832,0.136791954925,0.147436281859,0.129020642447,0.139880239521,4000
351,47.859285179,51.606000000,45.218422366,48.931534233,0.136351239825,0.147025641026,0.128827414149,0.139406080436,4000
352,47.231652521,49.409545227,44.860778443,49.007738392,0.134180831026,0.140368026214,0.127445393304,0.139226529524,4000
353,47.386806597,52.674238642,44.963572854,50.045454545,0.134240245316,0.149218806351,0.127375560494,0.141771825908,4000
354,47.567574319,52.709612984,45.123626374,50.022954092,0.134371678868,0.148897211819,0.127467871112,0.141307779920,4000
355,47.836790802,52.733466434,45.326010984,50.022750000,0.134751523387,0.148544975870,0.127678904179,0.140909154930,4000
356,48.663084229,52.698476143,46.033699451,50.055403045,0.136694056823,0.148029427368,0.129308144525,0.140605064732,4000
357,48.656257807,52.665169661,46.171492761,50.035250000,0.136292038674,0.147521483643,0.129331912495,0.140154761905,4000
358,48.653423288,52.672904192,46.125031195,50.058000000,0.135903417007,0.147131017295,0.128840869261,0.139826815642,4000
359,48.638430785,52.690791116,46.159970052,50.068181818,0.135483094108,0.146771005893,0.128579303767,0.139465687516,4000
360,48.212000000,50.453070394,45.799350325,50.075462269,0.133922222222,0.140147417762,0.127220417569,0.139098506302,4000
361,48.571428571,53.781218781,46.110916812,51.185675069,0.134546893550,0.148978445377,0.127731071502,0.141788573597,4000
362,48.731134433,53.701298701,46.324931370,51.120000000,0.134616393461,0.148346129009,0.127969423674,0.141215469613,4000
363,49.168957761,53.766558360,46.511482776,51.147750000,0.135451674272,0.148117240662,0.128130806545,0.140902892562,4000
364,49.968063872,53.773976024,47.281148564,51.143570537,0.137274900748,0.147730703363,0.129893265287,0.140504314662,4000
365,49.998002497,53.801098078,47.253873063,51.153231844,0.136980828759,0.147400268708,0.129462665927,0.140145840669,4000
366,49.995257114,53.760549313,47.210828343,51.190369261,0.136599063154,0.146886746758,0.128991334271,0.139864396889,4000
367,49.955250000,53.762724551,47.206242197,51.142500000,0.136117847411,0.146492437468,0.128627362935,0.139352861035,4000
368,49.494626343,51.579960020,47.035241190,51.190963555,0.134496267238,0.140162934837,0.127813155407,0.139105879225,4000
369,49.650361867,54.843289178,47.101123596,52.281679580,0.134553826197,0.148626799940,0.127645321397,0.141684768510,4000
370,49.752808989,54.838451935,47.342750000,52.239450687,0.134467051321,0.148212032257,0.127953378378,0.141187704558,4000
371,49.957781664,54.899950100,47.462403198,52.311860175,0.134657093433,0.147978302156,0.127931005923,0.141002318530,4000
372,50.847000000,54.894500000,48.136828964,52.298600700,0.136685483871,0.147565860215,0.129400077860,0.140587636289,4000
373,50.921789105,54.896431245,48.130272024,52.251437141,0.136519541838,0.147175418888,0.129035581834,0.140084281879,4000
374,50.860528942,54.847402597,48.114721320,52.295528354,0.135990719097,0.146650809084,0.128648987486,0.139827615919,4000
375,50.902024494,54.882734531,48.124968758,52.264103844,0.135738731984,0.146353958749,0.128333250021,0.139370943585,4000
376,50.571036205,52.709862672,48.024250000,52.293603198,0.134497436715,0.140185804978,0.127724069149,0.139078731911,4000
377,50.741194104,55.960259935,48.280359820,53.365067466,0.134592026802,0.148435702745,0.128064614907,0.141551903094,4000
378,50.904523869,55.932634731,48.523976024,53.354468298,0.134668052564,0.147969933150,0.128370306942,0.141149387031,4000
379,51.290250000,55.938092861,48.680638723,53.341750000,0.135330474934,0.147593912561,0.128444957052,0.140743403694,4000
380,52.168957761,55.957282038,49.341914521,53.357802747,0.137286730949,0.147256005364,0.129847143477,0.140415270386,4000
381,52.245565826,55.967524357,49.202695956,53.356732451,0.137127469359,0.146896389388,0.129140934268,0.140043917193,4000
382,52.213929106,55.956271864,49.272409488,53.350299401,0.136685678289,0.146482387079,0.128985365152,0.139660469637,4000
383,52.230289421,56.027445110,49.194756554,53.340914771,0.136371512849,0.146285757467,0.128445839567,0.139271317941,4000
384,51.456793207,53.770000000,48.816045989,53.402746567,0.134002065643,0.140026041667,0.127125119762,0.139069652518,4000
385,51.723500000,57.095452274,48.944555445,54.425680739,0.134346753247,0.148299876036,0.127128715440,0.141365404518,4000
386,51.900449102,57.135432284,49.068965517,54.475905119,0.134457122025,0.148019254621,0.127121672324,0.141129287872,4000
387,52.133433283,57.512250000,49.484886335,54.445942572,0.134711713910,0.148610465116,0.127867923347,0.140687190108,4000
388,52.992003998,57.284250000,50.115692154,54.463688545,0.136577329892,0.147639819588,0.129164155036,0.140370331302,4000
389,53.042446941,57.351236573,50.213143428,54.466184178,0.136355904733,0.147432484762,0.129082630921,0.140015897629,4000
390,52.973276723,57.407648088,50.153250000,54.486756622,0.135828914675,0.147199097661,0.128598076923,0.139709632363,4000
391,53.004993758,57.484500000,50.228043912,54.459540460,0.135562643882,0.147019181586,0.128460470364,0.139282712173,4000
392,52.607750000,54.909840160,49.980259870,54.519480519,0.134203443878,0.140076122857,0.127500662934,0.139080307448,4000
393,52.885614386,58.165792759,50.113108614,55.613193403,0.134568993348,0.148004561728,0.127514271283,0.141509397973,4000
394,53.067216392,58.190761548,50.325593009,55.568215892,0.134688366477,0.147692288193,0.127729931494,0.141036080944,4000
395,53.407796102,58.193951512,50.593656344,55.561267781,0.135209610385,0.147326459524,0.128085205933,0.140661437421,4000
396,54.334916271,58.194402799,51.238701623,55.600049900,0.137209384523,0.146955562623,0.129390660664,0.140404166415,4000
397,54.291604198,58.201899050,51.263289244,55.545727136,0.136754670524,0.146604279724,0.129126673158,0.139913670369,4000
398,54.144105894,58.196455317,51.295409182,55.587868198,0.136040467071,0.146222249540,0.128882937642,0.139668010547,4000
399,54.319430569,58.204846365,51.425037481,55.598500000,0.136138923733,0.145876807933,0.128884805717,0.139344611529,4000
400,53.783628650,55.985029940,51.197450637,55.568215892,0.134459071625,0.139962574850,0.127993626593,0.138920539730,4000
401,53.965319361,59.301099450,51.201548452,56.659930140,0.134576856263,0.147883041023,0.127684659480,0.141296583890,4000
402,54.105171122,59.293250000,51.287034724,56.699050949,0.134589977915,0.147495646766,0.127579688368,0.141042415296,4000
403,54.287784162,59.301274044,51.480658847,56.664083979,0.134709141841,0.147149563386,0.127743570340,0.140605667442,4000
404,55.158960260,59.316774838,52.188952762,56.676330917,0.136532079851,0.146823700093,0.129180576143,0.140287947815,4000
405,55.195054945,59.281647940,52.207000000,56.656335916,0.136284086284,0.146374439358,0.128906172840,0.139892187447,4000
406,55.156460885,59.301797304,52.269182704,56.653846154,0.135853351933,0.146063540158,0.128741829321,0.139541492990,4000
407,55.137612388,59.278000000,52.186220669,56.704840319,0.135473249110,0.145646191646,0.128221672405,0.139323931989,4000
408,54.660179641,56.573140290,51.610750000,56.172956761,0.133971028531,0.138659657572,0.126496936275,0.137678815590,4000
409,54.564000000,59.644372348,51.608500000,56.954295704,0.133408312958,0.145829761243,0.126182151589,0.139252556734,4000
410,54.421789105,59.649525711,51.963759060,57.256750000,0.132736070989,0.145486648077,0.126740875757,0.139650609756,4000
411,55.052723638,59.884394507,52.436890777,57.541593805,0.133948232696,0.145704122888,0.127583675857,0.140003877870,4000
412,56.313686314,60.182067932,53.168455203,57.539750000,0.136683704645,0.146072980418,0.129049648552,0.139659587379,4000
413,56.592203898,60.174737893,52.799051423,57.235896156,0.137027128082,0.145701544535,0.127842739523,0.138585704978,4000
414,55.732534930,59.611541344,52.542114471,56.679311205,0.134619649590,0.143989230299,0.126913319979,0.136906548805,4000
415,55.443250000,59.325918520,52.442500000,56.728203847,0.133598192771,0.142954020531,0.126367469880,0.136694467101,4000
416,54.692153923,57.122938531,51.857784431,56.744063984,0.131471523853,0.137314756083,0.124658135652,0.136403999962,4000
417,54.812531203,60.132150887,51.953511622,57.549288745,0.131444918953,0.144201800688,0.124588756888,0.138007886678,4000
418,54.899750000,60.122255489,52.091227193,57.487262737,0.131339114833,0.143833147103,0.124620160749,0.137529336692,4000
419,55.207584830,60.119470132,52.218921618,57.562187812,0.131760345657,0.143483222273,0.124627497894,0.137379923179,4000
420,55.984761429,60.167207387,52.981250000,57.497252747,0.133297051021,0.143255255684,0.126145833333,0.136898220827,4000
421,55.972756811,60.102096855,53.006739890,57.550974513,0.132951916415,0.142760325071,0.125906745582,0.136700652049,4000
422,56.226636682,60.382426360,53.175706073,57.566150774,0.133238475549,0.143086318390,0.126008782165,0.136412679559,4000
423,56.252495010,60.139720559,53.045409182,57.537425150,0.132984621773,0.142174280281,0.125402858585,0.136022281678,4000
424,55.805139721,58.188952762,53.064403395,57.531203195,0.131615895567,0.137238096136,0.125151894799,0.135686799989,4000
425,56.090364453,61.470411985,53.215696076,58.889443474,0.131977328125,0.144636263494,0.125213402532,0.138563396409,4000
426,56.280000000,61.226136932,53.121038183,58.637090727,0.132112676056,0.143723326130,0.124697272730,0.137645752881,4000
427,56.643267549,61.482405790,53.571178821,58.877500000,0.132654022364,0.143986898805,0.125459435178,0.137886416862,4000
428,57.508495752,61.504491018,54.111055653,58.811829299,0.134365644281,0.143702081818,0.126427700123,0.137410816119,4000
429,57.528457314,61.212431353,54.072854291,58.550337247,0.134098968098,0.142686320170,0.126043949397,0.136480972604,4000
430,57.276765660,61.210539461,54.066216892,58.612693653,0.133201780605,0.142350091769,0.125735388120,0.136308589891,4000
431,57.261542301,61.256057957,54.170122408,58.597801649,0.132857406731,0.142125424493,0.125684738766,0.135957776447,4000
432,56.985007496,59.051922117,53.966308959,58.587103224,0.131909739575,0.136694264159,0.124922011480,0.135618294500,4000
433,56.967564870,62.234281437,54.155805243,59.724206845,0.131564814943,0.143728132649,0.125071143749,0.137931193637,4000
434,57.317852684,62.301123596,54.145209581,59.641518861,0.132068784987,0.143550976027,0.124758547421,0.137422854518,4000
435,57.195255930,62.256736527,54.266000000,59.644105894,0.131483346966,0.143118934545,0.124749425287,0.137112887113,4000
436,58.074369853,62.287606197,54.908614232,59.661588412,0.133198095993,0.142861482103,0.125937188606,0.136838505531,4000
437,58.105750000,62.314620758,55.319860279,59.657014478,0.132965102975,0.142596386175,0.126590069289,0.136514907273,4000
438,58.079210395,62.322435737,54.912293853,59.719420869,0.132600936974,0.142288666067,0.125370533911,0.136345709746,4000
439,58.114770459,62.250687328,54.947276362,59.649700599,0.132379887151,0.141801110087,0.125164638637,0.135876311159,4000
440,57.827345309,60.144427786,54.766408785,59.681409295,0.131425784794,0.136691881332,0.124469110874,0.135639566580,4000
441,58.278831752,63.380084852,55.118851436,60.775612194,0.132151545924,0.143719013269,0.124986057677,0.137813179578,4000
442,58.215980025,63.628750000,55.282576136,60.709935097,0.131710362047,0.143956447964,0.125073701665,0.137352794338,4000
443,58.218671992,63.083374938,55.286678330,60.717065868,0.131419124135,0.142400394893,0.124800628285,0.137058839432,4000
444,59.440889778,63.349075462,55.964294632,60.720389805,0.133875877877,0.142678097888,0.126045708630,0.136757634696,4000
445,59.365908523,63.385921118,56.032741815,60.697552448,0.133406536006,0.142440272176,0.125916273741,0.136398994264,4000
446,59.468500000,63.385960530,56.129500000,60.750249750,0.133337443946,0.142120987735,0.125850896861,0.136211322310,4000
447,59.404393410,63.359051186,55.973795857,60.693250000,0.132895734698,0.141742843817,0.125221019815,0.135779082774,4000
448,58.975768174,61.170579421,55.559300874,60.750249750,0.131642339674,0.136541471921,0.124016296594,0.135603236050,4000
449,59.198150925,64.507365793,55.710079840,61.799150637,0.131844434130,0.143668966131,0.124075901649,0.137637306541,4000
450,59.233191702,64.444138965,55.923883204,61.826836582,0.131629314893,0.143209197701,0.124275296010,0.137392970182,4000
451,59.701399300,64.469647764,56.080629056,61.829590818,0.132375608205,0.142948221207,0.124347292808,0.137094436404,4000
452,60.197253433,64.452707761,56.849937578,61.780524345,0.133179764233,0.142594486198,0.125774198181,0.136682575984,4000
453,60.504995005,64.492634207,56.942365269,61.799650699,0.133565110386,0.142367845932,0.125700585584,0.136423069975,4000
454,60.444721737,64.510994503,56.926823177,61.793000000,0.133138153606,0.142094701548,0.125389478363,0.136107929515,4000
455,60.479660594,64.434956305,56.959260185,61.833000000,0.132922330976,0.141615288582,0.125185187220,0.135896703297,4000
456,60.021994501,62.375312344,56.722554890,61.840239641,0.131627180924,0.136787965666,0.124391567742,0.135614560615,4000
457,60.307039441,65.558610347,56.865701448,62.891054473,0.131962887179,0.143454289600,0.124432607107,0.137617187030,4000
458,60.509608186,65.541937094,57.070162297,62.894276431,0.132117048440,0.143104666145,0.124607341260,0.137323747666,4000
459,60.935097354,65.810094953,57.369353631,62.952500000,0.132756203386,0.143377113186,0.124987698543,0.137151416122,4000
460,61.551896208,65.523357482,58.004242575,62.887250000,0.133808470016,0.142442081482,0.126096179512,0.136711413043,4000
461,61.464321357,65.562500000,57.990761548,62.919270182,0.133328245894,0.142218004338,0.125793408998,0.136484317099,4000
462,61.662340903,65.520339406,58.045750000,62.875343492,0.133468270354,0.141818916463,0.125640151515,0.136093817083,4000
463,61.755994006,65.566075443,58.004242575,62.929570430,0.133382276471,0.141611394046,0.125279141632,0.135916998768,4000
464,60.936876248,63.379905024,57.832335329,62.928535732,0.131329474671,0.136594622896,0.124638653727,0.135621844250,4000
465,61.428678491,66.619820270,57.956315527,63.948262934,0.132104684927,0.143268430687,0.124637237692,0.137523146095,4000
466,61.288533600,66.640339915,57.969522858,63.931551336,0.131520458369,0.143005021277,0.124398117721,0.137192170250,4000
467,61.406648338,66.610681308,58.136465884,63.921019745,0.131491752330,0.142635291879,0.124489220307,0.136875845279,4000
468,62.615038721,66.638680660,59.022205589,64.010232094,0.133792817780,0.142390343290,0.126115823908,0.136774000201,4000
469,62.371500000,66.606196902,58.833957553,63.984281437,0.132988272921,0.142017477402,0.125445538493,0.136427039312,4000
470,62.626466916,66.608185675,58.905547226,64.011491381,0.133247801950,0.141719543990,0.125330951546,0.136194662514,4000
471,62.335163464,66.607848038,58.925000000,63.926896208,0.132346419244,0.141417936386,0.125106157113,0.135725894284,4000
472,62.033500000,64.477652934,58.946317104,64.274294279,0.131426906780,0.136605196894,0.124886265050,0.136174352287,4000
473,62.498001000,67.730721238,58.998250875,65.035241190,0.132131080337,0.143193913822,0.124732031447,0.137495224503,4000
474,62.669997502,68.003742515,59.199201198,65.087890137,0.132215184603,0.143467811213,0.124892829532,0.137316223918,4000
475,63.014973796,68.048415273,59.309630739,65.057706720,0.132663102728,0.143259821628,0.124862380502,0.136963593095,4000
476,63.846806387,67.995006242,59.962075848,65.046500000,0.134131946192,0.142846651769,0.125970747580,0.136652310924,4000
477,63.674656679,67.649587603,60.029463171,65.037721709,0.133489846288,0.141823034807,0.125847931176,0.136347424966,4000
478,63.736145781,67.717641179,59.954534099,65.287106447,0.133339217116,0.141668705396,0.125427895605,0.136583904700,4000
479,63.993759361,68.015476785,59.939575531,65.301797304,0.133598662549,0.141994732327,0.125134813216,0.136329430697,4000
480,63.019965061,65.535562765,59.568965517,65.089160839,0.131291593877,0.136532422427,0.124102011494,0.135602418415,4000
481,63.432641840,68.811080609,59.704517095,66.136079900,0.131876594261,0.143058379644,0.124125815166,0.137497047609,4000
