n,ns_limb
128,5.5830
130,5.3890
132,5.6969
134,5.7140
136,5.6978
138,5.7656
140,5.8855
142,5.8760
144,6.4751
146,6.4335
148,6.5204
150,6.5819
152,6.6038
154,6.6017
156,6.1446
158,6.6345
160,6.7564
162,6.7402
164,6.7950
166,6.8689
168,6.7856
170,6.9083
172,7.0042
174,7.2044
176,7.1346
178,7.2880
180,7.2574
182,6.5759
184,6.9736
186,7.1180
188,7.1105
190,7.1249
192,7.1903
194,7.2699
196,7.3418
198,7.3439
200,7.4350
202,7.4484
204,7.4577
206,7.5060
208,7.2127
210,7.5734
212,7.6703
214,7.6618
216,7.7571
218,7.8222
220,7.8137
222,7.8877
224,7.8719
226,7.9752
228,8.0358
230,8.0639
232,8.1253
234,7.8285
236,8.1914
238,8.3175
240,8.3092
242,8.3668
244,8.4001
246,8.4033
248,8.4847
250,8.4201
252,8.5902
254,8.6492
256,8.6546
258,8.7154
260,8.3274
262,8.7396
264,8.8218
266,8.8171
268,8.8623
270,8.9300
272,8.9436
274,9.0144
276,9.0252
278,9.1511
280,9.1472
282,9.1805
284,9.4692
286,9.6503
288,9.9577
290,10.0480
292,10.0315
294,10.1631
296,10.1731
298,10.0971
300,10.2747
302,10.2694
304,10.3073
306,10.3702
308,10.3450
310,10.1041
312,9.5681
314,9.9294
316,10.2500
318,10.4261
320,10.4152
322,10.4972
324,10.4442
326,10.5593
328,10.4452
330,10.5338
332,10.5768
334,10.6045
336,10.5825
338,10.3255
340,10.6597
342,10.7287
344,10.8406
346,10.8739
348,10.8859
350,10.8227
352,10.8908
354,10.8865
356,10.9631
358,10.9628
360,10.9539
362,10.8891
364,10.4513
366,10.8017
368,10.9129
370,11.2311
372,11.1872
374,11.4604
376,11.4410
378,11.6084
380,11.6046
382,11.7074
384,11.5154
386,11.5783
388,11.5363
390,11.3698
392,11.6032
394,11.6587
396,11.6138
398,11.6053
400,11.6806
402,11.6612
404,11.7186
406,11.7161
408,11.7708
410,11.8771
412,11.8842
414,11.8177
416,11.4094
418,11.7598
420,11.9202
422,12.0553
424,12.1218
426,12.2132
428,12.1827
430,12.2506
432,12.2173
434,12.2618
436,12.3100
438,12.3590
440,12.3590
442,12.1406
444,12.3971
446,12.4549
448,12.5049
450,12.5098
452,12.5419
454,12.5320
456,12.6719
458,12.6473
460,12.7136
462,12.7076
464,12.7539
466,12.6622
468,12.2598
470,12.6428
472,12.8165
474,12.9619
476,13.0536
478,13.0880
480,13.0831
482,13.0703
484,13.0420
486,13.0655
488,13.1201
490,13.2668
492,13.1988
494,12.9849
496,13.1953
498,13.2339
500,13.2543
502,13.6038
504,13.5353
506,13.6119
508,13.7823
510,13.6224
512,13.7590
