an,bn,ratio,gmp_ns,simd_ns,speedup
22,14,0.6500,94.8,37.3,2.5400
22,18,0.8000,121.8,42.2,2.8843
22,22,1.0000,151.7,45.7,3.3216
23,3,0.1250,21.2,22.0,0.9637
23,5,0.2000,35.4,27.6,1.2829
23,6,0.2500,42.5,28.0,1.5198
23,8,0.3333,56.6,31.3,1.8097
23,9,0.4000,63.8,31.2,2.0448
23,12,0.5000,85.0,35.6,2.3860
23,15,0.6500,106.2,37.3,2.8514
23,18,0.8000,127.5,43.0,2.9620
23,23,1.0000,166.7,49.9,3.3411
24,3,0.1250,22.0,24.8,0.8872
24,5,0.2000,36.8,27.5,1.3399
24,6,0.2500,44.4,28.1,1.5797
24,8,0.3333,58.8,30.0,1.9612
24,10,0.4000,73.7,35.0,2.1056
24,12,0.5000,88.6,36.5,2.4261
24,16,0.6500,117.9,41.2,2.8616
24,19,0.8000,139.8,44.6,3.1376
24,24,1.0000,180.9,51.5,3.5102
25,3,0.1250,22.6,24.9,0.9106
25,5,0.2000,37.9,27.6,1.3738
25,6,0.2500,45.8,28.1,1.6268
25,8,0.3333,61.0,32.1,1.9010
25,10,0.4000,76.5,35.2,2.1718
25,13,0.5000,99.3,37.7,2.6340
25,16,0.6500,122.3,41.4,2.9532
25,20,0.8000,152.8,44.4,3.4410
25,25,1.0000,195.7,52.8,3.7032
26,3,0.1250,23.9,24.3,0.9853
26,5,0.2000,39.9,27.2,1.4694
26,7,0.2500,79.1,54.6,1.4488
26,9,0.3333,72.3,34.4,2.1016
26,10,0.4000,79.4,35.2,2.2592
26,13,0.5000,102.9,37.2,2.7684
26,17,0.6500,133.5,42.1,3.1681
26,21,0.8000,163.6,47.5,3.4450
26,26,1.0000,207.0,52.5,3.9408
27,3,0.1250,24.0,25.3,0.9496
27,5,0.2000,40.2,28.1,1.4330
27,7,0.2500,56.4,33.4,1.6918
27,9,0.3333,72.5,34.7,2.0928
27,11,0.4000,88.6,34.8,2.5420
27,14,0.5000,113.2,42.0,2.6966
27,18,0.6500,146.6,45.0,3.2577
27,22,0.8000,184.1,53.2,3.4608
27,27,1.0000,225.7,62.4,3.6180
28,4,0.1250,34.5,25.4,1.3590
28,6,0.2000,51.3,31.3,1.6384
28,7,0.2500,60.0,33.7,1.7787
28,9,0.3333,76.9,35.9,2.1409
28,11,0.4000,93.9,36.3,2.5862
28,14,0.5000,119.2,43.0,2.7729
28,18,0.6500,153.2,48.6,3.1544
28,22,0.8000,191.0,53.6,3.5671
28,28,1.0000,209.1,63.9,3.2709
29,4,0.1250,35.4,27.4,1.2922
29,6,0.2000,52.8,31.3,1.6876
29,7,0.2500,61.6,34.1,1.8086
29,10,0.3333,88.0,36.5,2.4090
29,12,0.4000,105.4,40.0,2.6392
29,15,0.5000,131.6,43.8,3.0059
29,19,0.6500,170.6,49.6,3.4411
29,23,0.8000,205.8,54.4,3.7846
29,29,1.0000,228.7,64.9,3.5224
30,4,0.1250,36.6,27.4,1.3363
30,6,0.2000,54.7,31.0,1.7634
30,8,0.2500,72.7,34.6,2.1038
30,10,0.3333,90.9,39.4,2.3083
30,12,0.4000,109.2,40.7,2.6844
30,15,0.5000,136.2,42.9,3.1775
30,20,0.6500,185.6,51.8,3.5851
30,24,0.8000,221.4,58.5,3.7839
30,30,1.0000,237.3,70.4,3.3718
31,4,0.1250,37.9,27.4,1.3852
31,6,0.2000,56.4,31.1,1.8176
31,8,0.2500,75.4,34.4,2.1915
31,10,0.3333,94.1,39.7,2.3741
31,12,0.4000,112.7,42.3,2.6667
31,16,0.5000,150.2,47.4,3.1698
31,20,0.6500,191.2,51.9,3.6861
31,25,0.8000,238.2,61.1,3.8954
31,31,1.0000,257.4,74.5,3.4545
32,4,0.1250,39.0,27.3,1.4268
32,6,0.2000,58.4,30.2,1.9325
32,8,0.2500,77.9,36.8,2.1147
32,11,0.3333,106.7,41.3,2.5850
32,13,0.4000,125.9,41.9,3.0061
32,16,0.5000,155.1,47.7,3.2558
32,21,0.6500,207.8,55.5,3.7459
32,26,0.8000,255.3,62.1,4.1107
32,32,1.0000,267.8,75.8,3.5305
33,4,0.1250,39.9,29.6,1.3474
33,7,0.2000,69.6,38.1,1.8272
33,8,0.2500,79.6,38.3,2.0803
33,11,0.3333,109.3,40.7,2.6826
33,13,0.4000,129.1,44.4,2.9108
33,17,0.5000,168.8,49.9,3.3829
33,21,0.6500,213.3,58.0,3.6798
33,26,0.8000,263.1,64.9,4.0530
33,33,1.0000,287.4,81.7,3.5184
34,4,0.1250,41.4,29.5,1.4026
34,7,0.2000,72.2,38.6,1.8724
34,9,0.2500,92.7,40.2,2.3091
34,11,0.3333,113.1,40.6,2.7859
34,14,0.4000,143.7,48.5,2.9626
34,17,0.5000,174.4,51.3,3.3985
34,22,0.6500,229.6,61.1,3.7590
34,27,0.8000,280.6,72.9,3.8516
34,34,1.0000,302.7,84.4,3.5861
35,4,0.1250,42.4,28.5,1.4884
35,7,0.2000,73.8,38.8,1.9032
35,9,0.2500,95.2,40.3,2.3594
35,12,0.3333,126.6,45.1,2.8055
35,14,0.4000,147.6,48.8,3.0237
35,18,0.5000,193.7,55.8,3.4725
35,23,0.6500,246.5,63.9,3.8579
35,28,0.8000,270.0,76.2,3.5440
35,35,1.0000,320.3,89.0,3.5973
36,5,0.1250,54.6,34.5,1.5798
36,7,0.2000,76.2,38.5,1.9810
36,9,0.2500,97.8,40.7,2.4004
36,12,0.3333,130.1,45.4,2.8675
36,14,0.4000,151.6,48.8,3.1048
36,18,0.5000,199.1,56.2,3.5415
36,23,0.6500,253.1,67.3,3.7619
36,29,0.8000,290.4,79.0,3.6753
36,36,1.0000,332.3,93.2,3.5649
37,5,0.1250,55.7,34.6,1.6100
37,7,0.2000,77.6,38.8,1.9978
37,9,0.2500,100.1,43.0,2.3288
37,12,0.3333,133.4,46.1,2.8925
37,15,0.4000,166.6,49.6,3.3594
37,19,0.5000,215.0,58.2,3.6949
37,24,0.6500,270.8,68.9,3.9303
37,30,0.8000,313.2,82.2,3.8082
37,37,1.0000,354.5,95.6,3.7087
38,5,0.1250,57.3,34.4,1.6664
38,8,0.2000,91.3,41.0,2.2268
38,10,0.2500,114.0,44.4,2.5657
38,13,0.3333,147.9,48.3,3.0623
38,15,0.4000,170.6,51.8,3.2927
38,19,0.5000,220.4,59.1,3.7318
38,25,0.6500,289.3,71.5,4.0431
38,30,0.8000,302.5,83.0,3.6464
38,38,1.0000,364.9,97.9,3.7291
39,5,0.1250,58.7,34.7,1.6938
39,8,0.2000,93.8,41.2,2.2786
39,10,0.2500,117.2,45.0,2.6081
39,13,0.3333,152.2,48.2,3.1559
39,16,0.4000,187.1,53.7,3.4867
39,20,0.5000,237.9,62.2,3.8238
39,25,0.6500,297.8,71.4,4.1686
39,31,0.8000,328.3,87.6,3.7468
39,39,1.0000,389.1,100.1,3.8859
40,5,0.1250,59.9,36.1,1.6579
40,8,0.2000,96.1,42.9,2.2408
40,10,0.2500,120.0,45.2,2.6568
40,13,0.3333,156.0,49.7,3.1368
40,16,0.4000,191.6,55.8,3.4340
40,20,0.5000,244.5,66.3,3.6885
40,26,0.6500,316.4,75.2,4.2046
40,32,0.8000,339.0,93.0,3.6473
40,40,1.0000,400.9,108.4,3.6970
41,5,0.1250,61.2,38.0,1.6104
41,8,0.2000,97.9,43.2,2.2679
41,10,0.2500,122.4,45.6,2.6863
41,14,0.3333,171.5,54.0,3.1784
41,16,0.4000,195.8,56.8,3.4472
41,21,0.5000,263.9,67.8,3.8921
41,27,0.6500,336.3,83.3,4.0389
41,33,0.8000,375.2,95.9,3.9126
41,41,1.0000,426.3,111.3,3.8288
42,5,0.1250,63.2,38.1,1.6578
42,8,0.2000,100.8,43.3,2.3287
42,11,0.2500,138.2,48.9,2.8283
42,14,0.3333,175.7,54.2,3.2400
42,17,0.4000,213.0,61.1,3.4876
42,21,0.5000,269.0,68.1,3.9473
42,27,0.6500,344.1,83.8,4.1038
42,34,0.8000,394.4,98.1,4.0204
42,42,1.0000,439.0,113.9,3.8552
43,5,0.1250,64.4,38.1,1.6904
43,9,0.2000,115.7,46.2,2.5024
43,11,0.2500,141.3,49.4,2.8624
43,14,0.3333,179.5,54.4,3.3008
43,17,0.4000,222.1,62.2,3.5722
43,22,0.5000,285.1,71.9,3.9675
43,28,0.6500,321.4,85.0,3.7807
43,34,0.8000,377.9,99.0,3.8156
43,43,1.0000,469.4,117.9,3.9804
44,6,0.1250,79.0,39.1,2.0224
44,9,0.2000,118.3,48.0,2.4651
44,11,0.2500,144.5,50.5,2.8618
44,15,0.3333,196.7,59.0,3.3330
44,18,0.4000,239.6,65.6,3.6557
44,22,0.5000,291.9,74.0,3.9430
44,29,0.6500,329.0,91.9,3.5801
44,35,0.8000,405.7,104.9,3.8665
44,44,1.0000,485.0,123.5,3.9270
45,6,0.1250,80.1,38.5,2.0827
45,9,0.2000,120.3,48.0,2.5055
45,11,0.2500,147.2,50.7,2.9039
45,15,0.3333,200.4,59.4,3.3716
45,18,0.4000,245.1,66.2,3.7042
45,23,0.5000,311.5,76.3,4.0834
45,29,0.6500,336.1,92.4,3.6381
45,36,0.8000,415.0,108.7,3.8168
45,45,1.0000,517.6,125.9,4.1128
46,6,0.1250,82.4,40.5,2.0327
46,9,0.2000,123.1,48.5,2.5392
46,12,0.2500,164.7,51.3,3.2137
46,15,0.3333,205.0,60.9,3.3671
46,18,0.4000,249.2,65.5,3.8056
46,23,0.5000,318.3,77.8,4.0902
46,30,0.6500,360.5,95.4,3.7783
46,37,0.8000,464.9,111.6,4.1664
46,46,1.0000,531.2,132.2,4.0192
47,6,0.1250,83.5,43.1,1.9367
47,9,0.2000,125.8,49.3,2.5526
47,12,0.2500,167.9,55.1,3.0478
47,16,0.3333,228.1,63.2,3.6064
47,19,0.4000,270.2,69.9,3.8651
47,24,0.5000,339.6,79.5,4.2696
47,31,0.6500,369.8,100.3,3.6887
47,38,0.8000,493.9,116.7,4.2309
47,47,1.0000,562.4,137.6,4.0877
48,6,0.1250,86.4,43.2,2.0009
48,10,0.2000,154.8,62.1,2.4932
48,12,0.2500,169.9,56.7,2.9978
48,16,0.3333,231.6,64.6,3.5831
48,19,0.4000,271.7,70.3,3.8632
48,24,0.5000,339.2,83.1,4.0807
48,31,0.6500,369.2,101.5,3.6369
48,38,0.8000,448.4,117.2,3.8272
48,48,1.0000,573.1,140.1,4.0912
49,6,0.1250,85.2,42.2,2.0187
49,10,0.2000,142.3,54.5,2.6118
49,12,0.2500,170.9,56.6,3.0210
49,16,0.3333,233.2,64.5,3.6147
49,20,0.4000,292.0,73.0,3.9982
49,25,0.5000,363.4,85.1,4.2718
49,32,0.6500,404.9,104.5,3.8760
49,39,0.8000,491.6,119.5,4.1124
49,49,1.0000,603.2,143.8,4.1942
50,6,0.1250,88.1,42.0,2.0963
50,10,0.2000,146.3,54.7,2.6762
50,13,0.2500,190.4,58.7,3.2437
50,17,0.3333,253.1,67.3,3.7592
50,20,0.4000,296.6,74.3,3.9936
50,25,0.5000,369.8,86.3,4.2845
50,33,0.6500,406.9,107.3,3.7919
50,40,0.8000,499.8,124.5,4.0146
50,50,1.0000,609.6,147.7,4.1263
51,6,0.1250,89.2,42.1,2.1166
51,10,0.2000,148.4,54.7,2.7143
51,13,0.2500,193.1,59.0,3.2715
51,17,0.3333,256.8,67.4,3.8083
51,20,0.4000,301.4,73.7,4.0909
51,26,0.5000,389.9,88.9,4.3884
51,33,0.6500,417.1,107.5,3.8816
51,41,0.8000,565.1,129.0,4.3811
51,51,1.0000,640.0,150.8,4.2432
52,7,0.1250,105.8,49.1,2.1559
52,10,0.2000,151.1,55.0,2.7494
52,13,0.2500,196.8,58.9,3.3438
52,17,0.3333,261.5,68.1,3.8423
52,21,0.4000,322.0,78.9,4.0807
52,26,0.5000,397.2,88.5,4.4904
52,34,0.6500,438.7,113.2,3.8739
52,42,0.8000,573.0,133.0,4.3089
52,52,1.0000,654.3,154.6,4.2325
53,7,0.1250,107.7,51.3,2.1000
53,11,0.2000,169.7,55.4,3.0618
53,13,0.2500,200.5,60.3,3.3225
53,18,0.3333,281.7,73.0,3.8614
53,21,0.4000,328.1,80.9,4.0571
53,27,0.5000,420.7,98.5,4.2724
53,34,0.6500,443.8,115.9,3.8279
53,42,0.8000,546.0,135.4,4.0331
53,53,1.0000,687.0,164.0,4.1881
54,7,0.1250,110.1,51.8,2.1263
54,11,0.2000,172.8,57.1,3.0245
54,14,0.2500,219.7,65.5,3.3537
54,18,0.3333,287.3,76.0,3.7821
54,22,0.4000,350.6,84.5,4.1465
54,27,0.5000,428.5,98.7,4.3416
54,35,0.6500,456.1,119.6,3.8131
54,43,0.8000,580.3,136.8,4.2423
54,54,1.0000,702.2,166.7,4.2119
55,7,0.1250,112.2,52.1,2.1556
55,11,0.2000,176.2,58.6,3.0066
55,14,0.2500,224.2,65.9,3.4014
55,18,0.3333,294.0,76.3,3.8548
55,22,0.4000,357.8,85.6,4.1786
55,28,0.5000,435.9,103.0,4.2333
55,36,0.6500,484.2,123.9,3.9086
55,44,0.8000,594.8,145.0,4.1011
55,55,1.0000,689.2,171.4,4.0202
56,7,0.1250,114.4,51.9,2.2034
56,11,0.2000,179.3,59.7,3.0009
56,14,0.2500,228.3,66.7,3.4219
56,19,0.3333,314.4,79.3,3.9643
56,22,0.4000,364.0,86.8,4.1909
56,28,0.5000,450.3,102.9,4.3780
56,36,0.6500,488.6,126.9,3.8506
56,45,0.8000,614.7,148.0,4.1541
56,56,1.0000,659.1,175.6,3.7537
57,7,0.1250,115.4,52.1,2.2128
57,11,0.2000,181.7,60.2,3.0189
57,14,0.2500,231.5,66.4,3.4854
57,19,0.3333,319.6,80.3,3.9783
57,23,0.4000,385.6,91.0,4.2374
57,29,0.5000,478.5,108.6,4.4050
57,37,0.6500,501.7,130.8,3.8353
57,46,0.8000,642.2,153.2,4.1923
57,57,1.0000,708.6,183.9,3.8525
58,7,0.1250,118.4,53.1,2.2275
58,12,0.2000,202.5,62.4,3.2442
58,15,0.2500,253.0,70.6,3.5864
58,19,0.3333,325.0,79.9,4.0661
58,23,0.4000,391.2,91.6,4.2719
58,29,0.5000,483.9,114.7,4.2195
58,38,0.6500,532.7,134.0,3.9760
58,46,0.8000,651.4,154.4,4.2190
58,58,1.0000,709.0,187.5,3.7805
59,7,0.1250,120.1,56.1,2.1406
59,12,0.2000,205.4,62.8,3.2720
59,15,0.2500,262.7,72.2,3.6398
59,20,0.3333,348.6,85.6,4.0715
59,24,0.4000,416.1,94.5,4.4042
59,30,0.5000,491.0,112.2,4.3772
59,38,0.6500,537.3,134.4,3.9968
59,47,0.8000,686.9,160.9,4.2690
59,59,1.0000,742.9,194.1,3.8280
60,8,0.1250,139.7,57.2,2.4420
60,12,0.2000,209.2,66.0,3.1703
60,15,0.2500,265.6,72.9,3.6447
60,20,0.3333,353.1,86.6,4.0753
60,24,0.4000,421.7,95.4,4.4228
60,30,0.5000,496.4,119.1,4.1662
60,39,0.6500,554.3,139.6,3.9695
60,48,0.8000,697.0,167.3,4.1672
60,60,1.0000,744.3,204.7,3.6353
61,8,0.1250,141.3,57.7,2.4496
61,12,0.2000,212.0,67.0,3.1643
61,15,0.2500,269.6,73.6,3.6608
61,20,0.3333,357.9,87.6,4.0867
61,24,0.4000,428.2,99.6,4.2985
61,31,0.5000,509.9,122.3,4.1686
61,40,0.6500,584.3,147.2,3.9696
61,49,0.8000,701.8,172.6,4.0672
61,61,1.0000,788.6,206.1,3.8258
62,8,0.1250,144.5,57.8,2.4995
62,12,0.2000,215.9,67.3,3.2084
62,16,0.2500,291.7,76.2,3.8260
62,21,0.3333,381.0,89.6,4.2517
62,25,0.4000,453.0,102.0,4.4424
62,31,0.5000,515.3,122.7,4.2003
62,40,0.6500,589.0,148.6,3.9635
62,50,0.8000,723.5,177.8,4.0681
62,62,1.0000,797.7,211.1,3.7784
63,8,0.1250,146.0,57.1,2.5590
63,13,0.2000,237.5,69.2,3.4306
63,16,0.2500,295.9,78.4,3.7751
63,21,0.3333,388.2,90.3,4.3007
63,25,0.4000,461.7,103.1,4.4802
63,32,0.5000,524.9,126.7,4.1426
63,41,0.6500,607.0,151.2,4.0152
63,50,0.8000,759.2,179.9,4.2194
63,63,1.0000,826.8,221.8,3.7271
64,8,0.1250,148.7,60.1,2.4732
64,13,0.2000,241.0,69.8,3.4523
64,16,0.2500,301.3,78.1,3.8569
64,21,0.3333,393.6,93.2,4.2210
64,26,0.4000,486.5,105.8,4.5972
64,32,0.5000,543.1,127.3,4.2663
64,42,0.6500,641.7,157.7,4.0686
64,51,0.8000,794.2,182.8,4.3442
64,64,1.0000,835.6,221.5,3.7733
65,8,0.1250,149.8,59.9,2.5024
65,13,0.2000,244.2,69.9,3.4942
65,16,0.2500,306.0,79.3,3.8580
65,22,0.3333,420.7,98.1,4.2891
65,26,0.4000,494.6,106.2,4.6592
65,33,0.5000,567.7,132.0,4.3006
65,42,0.6500,648.4,158.9,4.0796
65,52,0.8000,815.8,186.3,4.3784
65,65,1.0000,875.6,224.6,3.8984
66,8,0.1250,153.3,62.3,2.4622
66,13,0.2000,248.8,72.3,3.4403
66,17,0.2500,330.7,82.6,4.0020
66,22,0.3333,427.0,100.3,4.2560
66,26,0.4000,504.0,110.4,4.5650
66,33,0.5000,572.0,141.0,4.0557
66,43,0.6500,663.3,163.5,4.0581
66,53,0.8000,805.8,204.0,3.9502
66,66,1.0000,899.1,244.0,3.6855
67,8,0.1250,155.1,61.9,2.5055
67,13,0.2000,255.0,72.9,3.4994
67,17,0.2500,334.8,83.4,4.0158
67,22,0.3333,431.1,101.4,4.2532
67,27,0.4000,529.1,125.7,4.2086
67,34,0.5000,578.8,137.4,4.2130
67,44,0.6500,706.3,169.6,4.1655
67,54,0.8000,834.6,206.1,4.0500
67,67,1.0000,927.0,245.4,3.7778
68,9,0.1250,177.1,65.7,2.6970
68,14,0.2000,279.6,78.0,3.5861
68,17,0.2500,338.0,86.4,3.9115
68,23,0.3333,456.4,104.2,4.3776
68,27,0.4000,535.6,127.0,4.2175
68,34,0.5000,588.4,144.6,4.0692
68,44,0.6500,708.3,172.2,4.1142
68,54,0.8000,862.9,202.0,4.2729
68,68,1.0000,952.8,246.6,3.8635
69,9,0.1250,181.2,66.7,2.7171
69,14,0.2000,287.7,79.2,3.6332
69,17,0.2500,348.5,88.5,3.9385
69,23,0.3333,469.9,108.2,4.3425
69,28,0.4000,598.2,132.6,4.5113
69,35,0.5000,635.1,147.8,4.2975
69,45,0.6500,742.8,178.6,4.1592
69,55,0.8000,847.7,211.8,4.0027
69,69,1.0000,997.7,254.6,3.9189
70,9,0.1250,185.0,69.6,2.6564
70,14,0.2000,293.5,79.4,3.6943
70,18,0.2500,375.2,94.7,3.9616
70,23,0.3333,478.3,109.9,4.3533
70,28,0.4000,600.3,136.9,4.3837
70,35,0.5000,638.8,151.2,4.2235
70,46,0.6500,773.9,189.0,4.0955
70,56,0.8000,863.0,217.5,3.9673
70,70,1.0000,1012.1,265.5,3.8117
71,9,0.1250,187.8,69.5,2.7019
71,14,0.2000,295.8,82.0,3.6055
71,18,0.2500,379.4,94.8,4.0015
71,24,0.3333,504.5,112.6,4.4795
71,28,0.4000,603.2,137.1,4.3991
71,36,0.5000,653.0,154.7,4.2220
71,46,0.6500,781.1,189.4,4.1238
71,57,0.8000,942.0,224.9,4.1880
71,71,1.0000,1028.5,274.2,3.7506
72,9,0.1250,190.5,70.7,2.6938
72,14,0.2000,299.7,84.2,3.5596
72,18,0.2500,384.8,93.8,4.1000
72,24,0.3333,512.5,112.7,4.5477
72,29,0.4000,610.3,141.7,4.3067
72,36,0.5000,657.8,156.4,4.2055
72,47,0.6500,800.6,193.0,4.1478
72,58,0.8000,956.9,233.4,4.0998
72,72,1.0000,1046.2,277.4,3.7710
73,9,0.1250,192.6,71.0,2.7146
73,15,0.2000,326.9,86.5,3.7798
73,18,0.2500,391.8,96.1,4.0774
73,24,0.3333,521.7,114.8,4.5431
73,29,0.4000,653.0,143.7,4.5424
73,37,0.5000,704.3,160.9,4.3762
73,47,0.6500,831.5,196.3,4.2361
73,58,0.8000,917.3,234.4,3.9136
73,73,1.0000,1095.7,284.2,3.8547
74,9,0.1250,196.2,71.9,2.7302
74,15,0.2000,332.5,87.3,3.8091
74,19,0.2500,418.9,100.6,4.1650
74,25,0.3333,549.1,119.2,4.6080
74,30,0.4000,661.8,146.1,4.5313
74,37,0.5000,707.8,163.5,4.3279
74,48,0.6500,847.0,200.5,4.2253
74,59,0.8000,945.1,238.6,3.9618
74,74,1.0000,1119.3,287.7,3.8912
75,9,0.1250,198.2,72.0,2.7536
75,15,0.2000,336.1,87.4,3.8451
75,19,0.2500,424.6,102.0,4.1639
75,25,0.3333,555.3,121.6,4.5671
75,30,0.4000,666.6,150.5,4.4299
75,38,0.5000,719.7,169.3,4.2512
75,49,0.6500,861.2,208.4,4.1327
75,60,0.8000,958.5,244.7,3.9166
75,75,1.0000,1166.0,299.5,3.8936
76,10,0.1250,223.5,75.5,2.9616
76,15,0.2000,340.5,88.1,3.8651
76,19,0.2500,430.4,102.8,4.1885
76,25,0.3333,562.7,122.7,4.5877
76,30,0.4000,666.9,151.3,4.4081
76,38,0.5000,725.3,176.4,4.1122
76,49,0.6500,901.1,210.7,4.2770
76,61,0.8000,1065.9,254.5,4.1882
76,76,1.0000,1156.4,306.6,3.7710
77,10,0.1250,225.9,75.8,2.9789
77,15,0.2000,342.9,89.9,3.8130
77,19,0.2500,433.1,103.6,4.1824
77,26,0.3333,591.2,125.5,4.7102
77,31,0.4000,711.6,157.0,4.5329
77,39,0.5000,773.6,173.7,4.4533
77,50,0.6500,919.0,214.3,4.2889
77,62,0.8000,1099.0,257.8,4.2632
77,77,1.0000,1206.6,308.9,3.9056
78,10,0.1250,228.5,76.5,2.9887
78,16,0.2000,370.7,93.5,3.9655
78,20,0.2500,462.2,107.9,4.2818
