ratio,an,bn,ns_call
1.0000,2524,2524,77995.3
1.0000,2528,2528,78656.5
1.0000,2532,2532,78276.6
1.0000,2536,2536,78424.5
1.0000,2540,2540,78688.4
1.0000,2544,2544,78528.9
1.0000,2548,2548,78738.6
1.0000,2552,2552,78918.0
1.0000,2556,2556,78852.8
1.0000,2560,2560,78723.7
1.0000,2564,2564,78164.2
1.0000,2568,2568,78813.8
1.0000,2572,2572,78321.6
1.0000,2576,2576,79095.6
1.0000,2580,2580,80027.3
1.0000,2584,2584,79683.4
1.0000,2588,2588,80596.4
1.0000,2592,2592,81133.4
1.0000,2596,2596,82143.3
1.0000,2600,2600,82037.8
1.0000,2604,2604,82144.4
1.0000,2608,2608,82264.2
1.0000,2612,2612,82491.4
1.0000,2616,2616,82742.8
1.0000,2620,2620,82406.5
1.0000,2624,2624,82960.3
1.0000,2628,2628,83369.3
1.0000,2632,2632,82723.4
1.0000,2636,2636,83745.2
1.0000,2640,2640,83642.7
1.0000,2644,2644,83879.9
1.0000,2648,2648,83730.5
1.0000,2652,2652,83245.4
1.0000,2656,2656,84236.0
1.0000,2660,2660,84642.8
1.0000,2664,2664,84939.3
1.0000,2668,2668,84676.5
1.0000,2672,2672,85258.5
1.0000,2676,2676,85603.9
1.0000,2680,2680,85527.5
1.0000,2684,2684,85762.1
1.0000,2688,2688,85351.9
1.0000,2692,2692,85946.9
1.0000,2696,2696,86075.5
1.0000,2700,2700,86250.7
1.0000,2704,2704,86999.0
1.0000,2708,2708,86914.4
1.0000,2712,2712,87232.9
1.0000,2716,2716,88046.1
1.0000,2720,2720,87529.2
1.0000,2724,2724,87595.2
1.0000,2728,2728,87898.4
1.0000,2732,2732,87712.9
1.0000,2736,2736,88504.7
1.0000,2740,2740,87605.4
1.0000,2744,2744,85889.3
1.0000,2748,2748,86289.2
1.0000,2752,2752,87042.0
1.0000,2756,2756,89104.0
1.0000,2760,2760,89404.3
1.0000,2764,2764,89820.7
1.0000,2768,2768,89501.3
1.0000,2772,2772,90495.6
1.0000,2776,2776,90694.0
1.0000,2780,2780,90593.4
1.0000,2784,2784,89923.0
1.0000,2788,2788,89814.8
1.0000,2792,2792,90553.6
1.0000,2796,2796,90129.9
1.0000,2800,2800,90911.8
1.0000,2804,2804,91975.7
1.0000,2808,2808,92230.3
1.0000,2812,2812,93506.5
1.0000,2816,2816,93551.3
1.0000,2820,2820,94496.0
1.0000,2824,2824,94515.2
1.0000,2828,2828,94766.3
1.0000,2832,2832,94897.7
1.0000,2836,2836,96095.5
1.0000,2840,2840,96468.2
1.0000,2844,2844,96711.3
1.0000,2848,2848,97982.2
1.0000,2852,2852,98619.2
1.0000,2856,2856,99075.4
1.0000,2860,2860,99889.8
1.0000,2864,2864,99430.1
1.0000,2868,2868,100172.5
1.0000,2872,2872,99726.8
1.0000,2876,2876,100465.2
1.0000,2880,2880,99883.1
1.0000,2884,2884,99903.2
1.0000,2888,2888,100264.5
1.0000,2892,2892,100396.7
1.0000,2896,2896,100398.5
1.0000,2900,2900,101083.6
1.0000,2904,2904,101124.6
1.0000,2908,2908,101182.9
1.0000,2912,2912,101486.0
1.0000,2916,2916,102163.4
1.0000,2920,2920,102032.1
1.0000,2924,2924,102280.1
1.0000,2928,2928,102743.8
1.0000,2932,2932,102461.1
1.0000,2936,2936,102909.8
1.0000,2940,2940,102416.4
1.0000,2944,2944,102041.3
1.0000,2948,2948,102715.0
1.0000,2952,2952,103101.6
1.0000,2956,2956,103554.8
1.0000,2960,2960,103593.0
1.0000,2964,2964,103961.8
1.0000,2968,2968,104442.5
1.0000,2972,2972,104291.4
1.0000,2976,2976,104433.7
1.0000,2980,2980,105460.3
1.0000,2984,2984,105509.7
1.0000,2988,2988,105390.5
1.0000,2992,2992,105733.0
1.0000,2996,2996,106379.6
1.0000,3000,3000,105259.3
1.0000,3004,3004,105439.8
1.0000,3008,3008,105395.7
1.0000,3012,3012,105821.1
1.0000,3016,3016,106035.3
1.0000,3020,3020,106211.8
1.0000,3024,3024,106847.8
1.0000,3028,3028,106410.6
1.0000,3032,3032,105609.1
1.0000,3036,3036,106091.9
1.0000,3040,3040,105690.7
1.0000,3044,3044,106316.9
1.0000,3048,3048,106217.4
1.0000,3052,3052,106512.0
1.0000,3056,3056,107324.4
1.0000,3060,3060,107034.0
1.0000,3064,3064,107977.2
1.0000,3068,3068,108234.9
1.0000,3072,3072,108220.3
1.0000,3076,3076,108194.0
1.0000,3080,3080,108502.8
1.0000,3084,3084,109185.1
1.0000,3088,3088,108781.9
1.0000,3092,3092,109882.3
1.0000,3096,3096,109960.8
1.0000,3100,3100,109679.7
1.0000,3104,3104,110251.4
1.0000,3108,3108,110565.7
1.0000,3112,3112,110246.2
1.0000,3116,3116,110610.6
1.0000,3120,3120,110666.9
1.0000,3124,3124,111278.3
1.0000,3128,3128,111258.0
1.0000,3132,3132,112455.6
1.0000,3136,3136,111943.3
1.0000,3140,3140,112525.0
1.0000,3144,3144,112888.7
1.0000,3148,3148,112181.6
1.0000,3152,3152,112442.5
1.0000,3156,3156,113200.3
1.0000,3160,3160,113323.1
1.0000,3164,3164,112869.4
1.0000,3168,3168,113010.8
1.0000,3172,3172,113337.3
1.0000,3176,3176,113073.0
1.0000,3180,3180,113680.8
1.0000,3184,3184,113563.7
1.0000,3188,3188,115179.2
1.0000,3192,3192,115522.8
1.0000,3196,3196,114900.1
1.0000,3200,3200,114118.9
1.0000,3204,3204,115087.0
1.0000,3208,3208,116253.0
1.0000,3212,3212,115626.3
1.0000,3216,3216,115360.6
1.0000,3220,3220,115972.5
1.0000,3224,3224,116238.5
1.0000,3228,3228,115795.0
1.0000,3232,3232,116284.2
1.0000,3236,3236,115116.2
1.0000,3240,3240,115681.0
1.0000,3244,3244,115986.6
1.0000,3248,3248,116375.6
1.0000,3252,3252,116242.7
1.0000,3256,3256,116279.5
1.0000,3260,3260,115505.5
1.0000,3264,3264,115008.3
1.0000,3268,3268,115077.5
1.0000,3272,3272,115183.7
1.0000,3276,3276,115347.1
1.0000,3280,3280,115848.8
1.0000,3284,3284,115671.9
1.0000,3288,3288,116347.6
1.0000,3292,3292,116341.4
1.0000,3296,3296,117374.6
1.0000,3300,3300,117051.8
1.0000,3304,3304,118358.7
1.0000,3308,3308,118842.4
1.0000,3312,3312,119862.6
1.0000,3316,3316,121094.5
1.0000,3320,3320,121465.8
1.0000,3324,3324,122510.5
1.0000,3328,3328,122092.2
1.0000,3332,3332,122040.7
1.0000,3336,3336,123188.4
1.0000,3340,3340,121942.4
1.0000,3344,3344,122705.2
1.0000,3348,3348,122900.6
1.0000,3352,3352,122095.8
1.0000,3356,3356,122313.3
1.0000,3360,3360,122856.6
1.0000,3364,3364,123706.0
1.0000,3368,3368,123647.0
1.0000,3372,3372,124020.4
1.0000,3376,3376,124515.5
1.0000,3380,3380,124201.9
1.0000,3384,3384,125120.5
1.0000,3388,3388,124746.9
1.0000,3392,3392,124379.1
1.0000,3396,3396,125084.8
1.0000,3400,3400,124928.2
1.0000,3404,3404,125140.1
1.0000,3408,3408,125030.9
1.0000,3412,3412,125792.9
1.0000,3416,3416,125376.0
1.0000,3420,3420,125848.5
1.0000,3424,3424,126410.0
1.0000,3428,3428,127032.4
1.0000,3432,3432,126301.4
1.0000,3436,3436,127146.3
1.0000,3440,3440,127560.5
1.0000,3444,3444,128187.4
1.0000,3448,3448,128327.9
1.0000,3452,3452,128934.7
1.0000,3456,3456,128283.8
1.0000,3460,3460,128661.2
1.0000,3464,3464,128205.6
1.0000,3468,3468,128726.1
1.0000,3472,3472,128412.5
1.0000,3476,3476,128318.5
1.0000,3480,3480,129237.9
1.0000,3484,3484,129995.5
1.0000,3488,3488,129318.5
1.0000,3492,3492,129904.1
1.0000,3496,3496,129614.3
1.0000,3500,3500,129008.8
1.0000,3504,3504,130127.1
