n,ns_limb
128,5.6836
130,5.4568
132,5.6024
134,5.6398
136,5.6932
138,5.7242
140,6.4228
142,6.3926
144,6.4756
146,6.4760
148,6.5159
150,6.5742
152,6.6251
154,6.6071
156,6.2149
158,6.6217
160,6.7859
162,6.7489
164,6.8335
166,6.9063
168,6.8497
170,6.9377
172,7.0010
174,7.0591
176,6.9662
178,7.0260
180,7.0900
182,6.7346
184,7.1226
186,7.2238
188,7.2187
190,7.2230
192,7.2820
194,7.2823
196,7.3735
198,7.3594
200,7.4234
202,7.4413
204,7.4988
206,7.5441
208,7.2100
210,7.5868
212,7.6957
214,7.6717
216,7.7696
218,7.8380
220,7.8354
222,7.9000
224,7.9007
226,7.9915
228,8.0105
230,8.0611
232,8.1326
234,7.8047
236,8.1677
238,8.2880
240,8.2535
242,8.3270
244,8.3730
246,8.3999
248,8.4562
250,8.4100
252,8.5427
254,8.5906
256,8.6746
258,8.7020
260,8.3370
262,8.7487
264,8.8508
266,8.8457
268,8.8535
270,8.9394
272,8.9728
274,9.0105
276,9.0318
278,9.4122
280,10.0532
282,10.0050
284,10.0768
286,9.6658
288,9.9428
290,10.0308
292,10.0692
294,10.1545
296,10.0793
298,10.0308
300,10.2467
302,10.2434
304,10.2879
306,10.3836
308,10.3168
310,10.0415
312,9.5251
314,9.9100
316,10.2360
318,10.4975
320,10.4664
322,10.5343
324,10.4687
326,10.6119
328,10.5093
330,10.5554
332,10.6273
334,10.6445
336,10.6063
338,10.3208
340,10.6726
342,10.7679
344,10.8026
346,10.7610
348,10.7821
350,10.7139
352,10.8360
354,10.8685
356,10.9358
358,10.9978
360,11.0193
362,10.9498
364,10.4636
366,10.6814
368,10.8877
370,11.1042
372,11.1560
374,11.2245
376,11.2071
378,11.4243
380,11.4003
382,11.4881
384,11.3163
386,11.3689
388,11.3017
390,11.1198
392,11.3728
394,11.4284
396,11.4283
398,11.4316
400,11.4562
402,11.5279
404,11.5295
406,11.5068
408,11.5804
410,11.6342
412,11.6694
414,11.5453
416,11.1353
418,11.5188
420,11.6670
422,11.8134
424,11.8882
426,11.9735
428,11.9284
430,11.9952
432,11.9584
434,11.9840
436,12.0521
438,12.0900
440,12.1015
442,11.9226
444,12.0948
446,12.1721
448,12.2135
450,12.2202
452,12.2592
454,12.2343
456,12.4154
458,12.3873
460,12.4447
462,12.4596
464,12.5109
466,12.3557
468,11.9856
470,12.3247
472,12.4771
474,12.6652
476,12.7423
478,12.8001
480,12.9389
482,13.0161
484,13.0020
486,13.0367
488,13.1217
490,13.0477
492,12.8377
494,12.6422
496,12.8491
498,12.8967
500,12.9460
502,13.3777
504,13.2630
506,13.3643
508,13.4637
510,13.3004
512,13.4085
