n,ns_limb
128,5.8254
130,5.7055
132,6.0692
134,5.9971
136,6.1168
138,6.1603
140,6.2853
142,6.1882
144,5.9827
146,6.1460
148,6.1752
150,6.7804
152,6.8322
154,6.8471
156,6.3434
158,6.8712
160,7.0269
162,6.9864
164,7.0167
166,7.0789
168,6.9946
170,7.1490
172,7.2545
174,7.3418
176,7.1745
178,7.1834
180,7.2297
182,6.8881
184,7.2613
186,7.3854
188,7.3794
190,7.3581
192,7.4396
194,7.4581
196,7.5294
198,7.5402
200,7.6098
202,7.6819
204,7.7002
206,7.7478
208,7.4084
210,7.7692
212,7.8638
214,7.8391
216,7.9571
218,8.0275
220,8.0259
222,8.0848
224,8.0913
226,8.2150
228,8.2478
230,8.2245
232,8.2655
234,7.9965
236,8.3858
238,8.4798
240,8.4445
242,8.5742
244,8.6326
246,8.6064
248,8.7093
250,8.6422
252,8.7811
254,8.8331
256,8.9112
258,8.9681
260,8.5593
262,8.9934
264,9.0912
266,9.0902
268,9.1187
270,9.1885
272,9.2145
274,9.2302
276,9.2806
278,9.0390
280,9.0799
282,9.1209
284,9.1829
286,8.9215
288,9.2424
290,9.3181
292,9.3478
294,9.4750
296,9.9350
298,9.7382
300,10.5090
302,10.5566
304,10.6470
306,10.7056
308,10.6781
310,10.3676
312,9.7879
314,10.2107
316,10.6300
318,10.8978
320,10.7301
322,10.8171
324,10.7373
326,10.8898
328,10.8580
330,10.8984
332,10.9492
334,10.9345
336,10.8835
338,10.5484
340,10.9852
342,11.1082
344,11.1915
346,11.2356
348,11.2556
350,11.1819
352,11.2430
354,11.2909
356,11.3821
358,11.3730
360,11.3030
362,11.2267
364,10.6699
366,11.0709
368,11.2884
370,11.4847
372,11.5427
374,11.5604
376,11.6115
378,11.7071
380,11.6774
382,11.7757
384,11.6314
386,11.6477
388,11.5991
390,11.4236
392,11.6645
394,11.6953
396,11.6947
398,11.6119
400,11.6956
402,11.7224
404,11.7731
406,11.7430
408,11.7853
410,11.8533
412,11.9222
414,11.8369
416,11.3798
418,11.8560
420,11.9690
422,12.0609
424,12.1657
426,12.2609
428,12.2230
430,12.3214
432,12.2989
434,12.3248
436,12.3893
438,12.4239
440,12.4125
442,12.2273
444,12.5241
446,12.6426
448,12.7139
450,12.6977
452,12.7254
454,12.7110
456,12.8573
458,12.8343
460,12.9005
462,12.9325
464,12.9410
466,12.7532
468,12.3270
470,12.7229
472,12.9189
474,13.0955
476,13.1965
478,13.1883
480,13.1871
482,13.1432
484,13.1067
486,13.1457
488,13.2291
490,13.3724
492,13.2880
494,12.9886
496,13.2177
498,13.2977
500,13.3162
502,13.6023
504,13.5309
506,13.6142
508,13.7910
510,13.6037
512,13.6951
