n,ns_limb
2048,20.7817
2139,25.9427
2233,24.4615
2332,23.4134
2435,22.3271
2543,24.4071
2656,23.8867
2774,23.3007
2896,22.8013
3025,22.4642
3158,20.4777
3298,20.3741
3444,20.4293
3597,18.8448
3756,19.1185
3922,19.5125
4096,21.1667
4277,25.8515
4467,26.3899
4664,25.2472
4871,24.1817
5087,24.6335
5312,23.9243
5547,23.3321
5793,23.0495
6049,22.5791
6317,21.0233
6597,20.9205
6889,21.1543
7194,20.3401
7512,20.6046
7845,20.1586
8192,20.1636
8555,27.5758
8933,26.9566
9329,26.5668
9742,25.4978
10173,25.1921
10624,25.2962
11094,24.7113
11585,24.2244
12098,23.7890
12634,21.6557
13193,21.0248
13777,21.0358
14387,20.9040
15024,20.6610
15689,20.5619
16384,20.2604
17109,25.5137
17867,24.9179
18658,24.7615
19484,24.1115
20347,23.9064
21247,24.0090
22188,23.4474
23170,23.0824
24196,22.7345
25268,21.6222
26386,21.3295
27554,21.1862
28774,21.5294
30048,21.2341
31379,21.0128
32768,22.1626
34219,26.2972
35734,25.8442
37316,25.6807
38968,25.1296
40693,24.8870
42495,24.4926
44376,24.2644
46341,23.8713
48393,23.5742
50535,23.3895
52773,23.0374
55109,22.9655
57549,22.8456
60097,22.6077
62757,22.4531
65536,21.8926
68438,28.4736
71468,28.4877
74632,27.5027
77936,27.2614
81386,26.8113
84990,26.6243
88752,26.2389
92682,25.9561
96785,25.7361
101070,24.0827
105545,23.8552
110218,23.5748
115098,23.5342
120194,23.3326
125515,23.2173
131072,22.7418
136875,29.2484
142935,29.2641
149263,28.9782
155872,28.8530
162773,28.4997
169979,28.3435
177505,27.9408
185364,27.5648
193571,27.3902
202141,26.9973
211090,26.2022
220436,26.0575
230195,26.0479
240387,25.8888
251030,26.1189
262144,26.8039
273750,34.1248
285870,33.3803
298527,32.8249
311744,32.2643
325546,32.0593
339959,31.6458
355010,30.9195
370728,30.9634
387141,30.3449
404281,31.7290
422180,31.2963
440872,31.0876
460391,30.7907
480774,30.2674
502060,30.0338
524288,29.0581
547500,36.4425
571740,35.9984
597053,35.1807
623487,34.6294
651091,33.8298
679917,33.5265
710020,33.2603
741455,32.5946
774282,32.1264
808563,32.2051
844361,31.7523
881744,31.4893
920782,31.6510
961548,31.2946
1004120,31.0058
1048576,30.7336
1095000,38.4495
1143480,37.8683
1194106,37.8219
1246974,36.8061
1302182,36.1350
1359835,36.0727
1420040,35.6094
1482910,35.1419
1548564,34.7871
1617125,33.8474
1688722,33.3325
1763488,32.8973
1841564,33.0980
1923097,32.6407
2008240,32.2795
2097152,31.8631
