n,scalar_cycles_per_limb,auto_cycles_per_limb,hand_cycles_per_limb,auto_speedup,hand_speedup,hand_vs_auto
429,4.569378,1.670961,0.938535,2.734581,4.868627,1.780392
430,4.568849,1.664321,0.944614,2.745174,4.836735,1.761905
431,4.571987,1.672365,0.957992,2.733844,4.772467,1.745698
432,4.739583,1.742863,1.028164,2.719424,4.609756,1.695122
433,4.567937,1.684950,0.972864,2.711022,4.695351,1.731949
434,4.564132,1.680108,0.978303,2.716571,4.665358,1.717370
435,4.565134,1.679119,0.989464,2.718768,4.613746,1.696999
436,4.575688,1.674312,0.994839,2.732877,4.599424,1.682997
437,4.571892,1.671434,1.007818,2.735311,4.536424,1.658467
438,4.570967,1.668569,1.012177,2.739453,4.515977,1.648496
439,4.569096,1.667616,1.023159,2.739898,4.465677,1.629870
440,4.567235,1.690341,1.025568,2.701961,4.453370,1.648199
441,4.573885,1.691232,1.041194,2.704469,4.392922,1.624319
442,4.574849,1.687406,1.049208,2.711173,4.360288,1.608266
443,4.578631,1.683597,1.055305,2.719553,4.338681,1.595365
444,4.573011,1.676989,1.061374,2.726917,4.308576,1.580018
445,4.575843,1.675094,1.070225,2.731694,4.275591,1.565179
446,4.574925,1.670404,1.081839,2.738814,4.228843,1.544041
447,4.573080,1.668531,1.090604,2.740782,4.193162,1.529915
448,4.576823,1.691778,0.861235,2.705333,5.314255,1.964363
449,4.575909,1.688938,0.860245,2.709341,5.319310,1.963323
450,4.573148,1.687037,0.858333,2.710757,5.327940,1.965480
451,4.577790,1.685144,0.854582,2.716557,5.356757,1.971892
452,4.573193,1.678650,0.854535,2.724327,5.351672,1.964401
453,4.574135,1.677704,0.854489,2.726425,5.353068,1.963402
454,4.574156,1.676762,0.854442,2.727969,5.353383,1.962406
455,4.572344,1.678571,0.849817,2.723950,5.380388,1.975216
456,4.571401,1.693111,0.847523,2.700000,5.393836,1.997717
457,4.572982,1.693268,0.847599,2.700684,5.395216,1.997722
458,4.584190,1.692461,0.847675,2.708594,5.407955,1.996591
459,4.583814,1.686851,0.914072,2.717379,5.014721,1.845426
460,4.577685,1.681266,0.927430,2.722761,4.935884,1.812823
461,4.573498,1.679533,0.936902,2.723077,4.881512,1.792646
462,4.571238,1.673988,0.941558,2.730747,4.854970,1.777890
463,4.570893,1.677042,0.952865,2.725568,4.797000,1.760000
464,4.574353,1.695297,0.950811,2.698261,4.811000,1.783000
465,4.574004,1.696395,0.966793,2.696309,4.731109,1.754661
466,4.577443,1.694648,0.972292,2.701117,4.707887,1.742941
467,4.578977,1.686296,0.983436,2.715406,4.656100,1.714697
468,4.582391,1.684578,0.985106,2.720201,4.651675,1.710048
469,4.577323,1.680986,1.000878,2.722999,4.573308,1.679511
470,4.576971,1.678348,1.004380,2.727069,4.557009,1.671028
471,4.579430,1.686961,1.016298,2.714603,4.505991,1.659908
472,4.583749,1.697408,1.018819,2.700441,4.499083,1.666055
473,4.580587,1.695685,1.030655,2.701320,4.444344,1.645249
474,4.579300,1.693969,1.038719,2.703297,4.408602,1.630824
475,4.583591,1.689474,1.043963,2.713029,4.390569,1.618327
476,4.581377,1.687778,1.048258,2.714443,4.370469,1.610080
477,4.581946,1.682390,1.054384,2.723474,4.345614,1.595614
478,4.579744,1.680716,1.066946,2.724876,4.292388,1.575260
479,4.578472,1.677207,1.073929,2.729819,4.263293,1.561750
480,4.577206,1.697610,0.862132,2.696264,5.309168,1.969083
481,4.576862,1.694081,0.862174,2.701678,5.308511,1.964894
482,4.574689,1.690223,0.859699,2.706559,5.321267,1.966063
483,4.575893,1.688665,0.859860,2.709770,5.321670,1.963883
484,4.580966,1.687113,0.856147,2.715270,5.350679,1.970588
485,4.575387,1.686534,0.856314,2.712894,5.343115,1.969526
486,4.580440,1.679205,0.854552,2.727743,5.360045,1.965011
487,4.580660,1.697895,0.852798,2.697846,5.371332,1.990971
488,4.582800,1.703061,0.851050,2.690919,5.384876,2.001129
489,4.583972,1.699578,0.850268,2.697124,5.391206,1.998873
490,4.578444,1.699936,0.850446,2.693303,5.383577,1.998875
491,4.582485,1.691701,0.913633,2.708804,5.015674,1.851620
492,4.584604,1.692073,0.928925,2.709459,4.935385,1.821538
493,4.587665,1.685789,0.935598,2.721376,4.903455,1.801829
494,4.580276,1.687120,0.941296,2.714848,4.865927,1.792339
495,4.575758,1.684659,0.950758,2.716133,4.812749,1.771912
496,4.591104,1.702054,0.952621,2.697390,4.819444,1.786706
497,4.585639,1.701459,0.965795,2.695122,4.748047,1.761719
498,4.582078,1.698042,0.971386,2.698448,4.717054,1.748062
499,4.585108,1.694639,0.979772,2.705654,4.679770,1.729626
500,4.587187,1.687500,0.981563,2.718333,4.673352,1.719198
501,4.578967,1.686939,0.992702,2.714365,4.612630,1.699340
502,4.578250,1.684512,0.997261,2.717849,4.590824,1.689139
503,4.761121,1.686754,1.007393,2.822652,4.726179,1.674376
504,4.583333,1.705729,1.010975,2.687023,4.533579,1.687213
505,4.585396,1.704208,1.022896,2.690632,4.482759,1.666062
506,4.581892,1.698987,1.028286,2.696838,4.455856,1.652252
507,4.580251,1.696561,1.036428,2.699728,4.419269,1.636931
508,4.581385,1.691375,1.042692,2.708674,4.393805,1.622124
509,4.584357,1.691736,1.053536,2.709853,4.351399,1.605769
510,4.583640,1.686581,1.060662,2.717711,4.321490,1.590121
511,4.579256,1.683280,1.064090,2.720436,4.303448,1.581897
512,4.582214,1.704712,0.865173,2.687970,5.296296,1.970370
