an,bn,ratio,gmp_ns,simd_ns,speedup
188,63,0.3333,2798.1,591.0,4.7346
188,75,0.4000,2951.1,689.6,4.2794
188,94,0.5000,3160.1,952.8,3.3165
188,122,0.6500,3536.8,1147.6,3.0819
188,150,0.8000,4205.6,1255.8,3.3490
188,188,1.0000,4617.9,1420.5,3.2508
189,24,0.1250,1296.0,271.8,4.7682
189,38,0.2000,1913.7,386.8,4.9474
189,47,0.2500,2162.7,461.4,4.6875
189,63,0.3333,2460.7,590.8,4.1649
189,76,0.4000,3008.0,694.3,4.3326
189,95,0.5000,3220.4,838.6,3.8404
189,123,0.6500,3588.7,1159.7,3.0944
189,151,0.8000,4278.2,1276.5,3.3514
189,189,1.0000,4640.8,1421.0,3.2658
190,24,0.1250,1305.4,270.1,4.8337
190,38,0.2000,1811.1,391.8,4.6232
190,48,0.2500,2168.2,477.7,4.5392
190,63,0.3333,2462.8,595.8,4.1337
190,76,0.4000,3029.0,701.1,4.3202
190,95,0.5000,3212.8,953.7,3.3689
190,124,0.6500,3601.8,1176.9,3.0606
190,152,0.8000,4397.7,1301.3,3.3796
190,190,1.0000,4803.1,1448.2,3.3165
191,24,0.1250,1329.5,275.6,4.8235
191,38,0.2000,1852.8,397.6,4.6606
191,48,0.2500,2203.9,485.3,4.5412
191,64,0.3333,2938.7,618.6,4.7509
191,76,0.4000,3063.0,715.9,4.2784
191,96,0.5000,3278.7,877.8,3.7353
191,124,0.6500,3718.1,1191.2,3.1213
191,153,0.8000,4415.8,1312.2,3.3653
191,191,1.0000,4814.7,1473.3,3.2681
192,24,0.1250,1337.8,279.2,4.7921
192,38,0.2000,1870.6,403.9,4.6316
192,48,0.2500,2210.6,486.2,4.5469
192,64,0.3333,2521.6,624.7,4.0367
192,77,0.4000,3065.8,727.5,4.2145
192,96,0.5000,3294.8,876.6,3.7586
192,125,0.6500,3708.1,1209.2,3.0666
192,154,0.8000,4502.6,1377.9,3.2678
192,192,1.0000,4960.8,1486.5,3.3373
193,24,0.1250,1348.0,276.2,4.8807
193,39,0.2000,2011.6,413.1,4.8701
193,48,0.2500,2259.9,495.4,4.5617
193,64,0.3333,2529.6,625.2,4.0459
193,77,0.4000,3185.0,735.2,4.3322
193,97,0.5000,3422.0,894.4,3.8259
193,125,0.6500,3764.1,1209.0,3.1134
193,154,0.8000,4512.9,1340.5,3.3666
193,193,1.0000,5006.7,1489.7,3.3609
194,24,0.1250,1406.7,282.5,4.9791
194,39,0.2000,2029.1,414.8,4.8923
194,49,0.2500,2336.3,502.2,4.6520
194,65,0.3333,3060.5,632.1,4.8421
194,78,0.4000,3188.7,735.8,4.3335
194,97,0.5000,3417.0,889.7,3.8405
194,126,0.6500,3790.3,1242.7,3.0501
194,155,0.8000,4552.0,1330.0,3.4226
194,194,1.0000,4946.3,1469.9,3.3651
195,24,0.1250,1331.7,272.7,4.8835
195,39,0.2000,1915.3,401.6,4.7695
195,49,0.2500,2297.7,494.6,4.6457
195,65,0.3333,2582.3,619.8,4.1662
195,78,0.4000,3114.8,726.2,4.2891
195,98,0.5000,3402.4,888.6,3.8288
195,127,0.6500,3806.0,1192.6,3.1914
195,156,0.8000,4475.7,1294.1,3.4586
195,195,1.0000,5006.8,1446.2,3.4622
196,25,0.1250,1396.6,286.1,4.8815
196,39,0.2000,1934.5,412.5,4.6894
196,49,0.2500,2311.7,498.6,4.6361
196,65,0.3333,2619.1,634.1,4.1308
196,78,0.4000,3159.4,737.9,4.2814
196,98,0.5000,3405.0,1011.0,3.3678
196,127,0.6500,3816.7,1201.6,3.1764
196,157,0.8000,4571.9,1326.9,3.4456
196,196,1.0000,5051.9,1493.5,3.3826
197,25,0.1250,1407.4,284.6,4.9452
197,39,0.2000,1945.9,414.8,4.6917
197,49,0.2500,2326.2,495.4,4.6960
197,66,0.3333,3069.7,645.2,4.7577
197,79,0.4000,3204.2,754.1,4.2488
197,99,0.5000,3467.9,904.8,3.8328
197,128,0.6500,3869.6,1206.3,3.2078
197,158,0.8000,4577.0,1337.0,3.4233
197,197,1.0000,5141.4,1497.3,3.4337
198,25,0.1250,1414.6,284.4,4.9731
198,40,0.2000,2077.7,424.1,4.8995
198,50,0.2500,2349.6,507.1,4.6337
198,66,0.3333,2641.8,644.8,4.0972
198,79,0.4000,3210.2,752.6,4.2654
198,99,0.5000,3471.8,1026.3,3.3828
198,129,0.6500,3901.6,1179.3,3.3085
198,158,0.8000,4591.2,1336.8,3.4344
198,198,1.0000,5160.9,1510.7,3.4163
199,25,0.1250,1420.4,285.1,4.9825
199,40,0.2000,2080.8,429.5,4.8450
199,50,0.2500,2351.4,511.4,4.5977
199,66,0.3333,2642.8,650.0,4.0662
199,80,0.4000,3242.9,759.0,4.2727
199,100,0.5000,3492.9,920.2,3.7959
199,129,0.6500,3917.9,1186.5,3.3021
199,159,0.8000,4626.3,1412.6,3.2750
199,199,1.0000,5155.5,1521.5,3.3885
200,25,0.1250,1429.6,285.5,5.0066
200,40,0.2000,1959.6,425.3,4.6080
200,50,0.2500,2366.0,515.5,4.5897
200,67,0.3333,3094.2,662.2,4.6725
200,80,0.4000,3238.3,771.6,4.1967
200,100,0.5000,3491.8,936.6,3.7281
200,130,0.6500,3891.7,1217.2,3.1972
200,160,0.8000,4609.4,1373.2,3.3566
200,200,1.0000,5180.7,1541.4,3.3611
201,25,0.1250,1437.0,288.4,4.9836
201,40,0.2000,1981.5,435.5,4.5503
201,50,0.2500,2396.0,515.5,4.6478
201,67,0.3333,2695.0,665.7,4.0485
201,80,0.4000,3300.0,774.5,4.2607
201,101,0.5000,3572.2,943.6,3.7858
201,131,0.6500,3951.9,1291.5,3.0599
201,161,0.8000,4649.6,1372.8,3.3870
201,201,1.0000,5257.0,1542.3,3.4086
202,25,0.1250,1513.7,282.9,5.3509
202,40,0.2000,1982.8,426.3,4.6513
202,51,0.2500,2447.8,516.7,4.7371
202,67,0.3333,2721.7,663.5,4.1024
202,81,0.4000,3319.8,779.4,4.2596
202,101,0.5000,3551.9,940.5,3.7768
202,131,0.6500,3964.5,1276.5,3.1058
202,162,0.8000,4646.2,1392.0,3.3377
202,202,1.0000,5288.2,1567.9,3.3728
203,25,0.1250,1449.9,298.8,4.8528
203,41,0.2000,2167.0,441.9,4.9039
203,51,0.2500,2450.7,526.1,4.6585
203,68,0.3333,3185.0,672.1,4.7388
203,81,0.4000,3224.6,785.5,4.1053
203,102,0.5000,3596.5,955.5,3.7641
203,132,0.6500,3968.4,1444.8,2.7466
203,162,0.8000,4709.9,1399.7,3.3648
203,203,1.0000,5278.0,1583.4,3.3333
204,26,0.1250,1517.1,299.7,5.0613
204,41,0.2000,2176.1,445.1,4.8895
204,51,0.2500,2461.1,529.2,4.6508
204,68,0.3333,2729.7,682.4,4.0000
204,82,0.4000,3361.5,797.4,4.2155
204,102,0.5000,3613.4,1074.7,3.3622
204,133,0.6500,4005.0,1461.7,2.7400
204,163,0.8000,4543.8,1419.1,3.2018
204,204,1.0000,5332.5,1604.0,3.3245
205,26,0.1250,1521.9,302.8,5.0253
205,41,0.2000,2108.0,444.9,4.7387
205,51,0.2500,2469.0,531.4,4.6460
205,68,0.3333,2780.2,684.6,4.0610
205,82,0.4000,3259.4,803.2,4.0580
205,103,0.5000,3693.3,974.5,3.7901
205,133,0.6500,4115.5,1468.0,2.8035
205,164,0.8000,4567.3,1421.2,3.2137
205,205,1.0000,5434.3,1612.4,3.3704
206,26,0.1250,1529.2,302.5,5.0554
206,41,0.2000,2118.9,446.0,4.7512
206,52,0.2500,2496.1,540.6,4.6176
206,69,0.3333,3286.1,690.1,4.7620
206,82,0.4000,3262.5,807.3,4.0414
206,103,0.5000,3698.0,1075.3,3.4391
206,134,0.6500,4137.5,1495.7,2.7662
206,165,0.8000,4600.3,1435.9,3.2038
206,206,1.0000,5429.1,1618.5,3.3544
207,26,0.1250,1534.8,303.7,5.0530
207,41,0.2000,2140.4,450.8,4.7477
207,52,0.2500,2507.0,541.3,4.6311
207,69,0.3333,2819.6,695.3,4.0551
207,83,0.4000,3442.9,821.8,4.1894
207,104,0.5000,3709.9,988.3,3.7539
207,135,0.6500,4157.8,1590.3,2.6145
207,166,0.8000,4661.6,1425.8,3.2696
207,207,1.0000,5462.3,1605.2,3.4029
208,26,0.1250,1543.4,305.7,5.0482
208,42,0.2000,2222.1,458.4,4.8471
208,52,0.2500,2513.1,541.7,4.6394
208,69,0.3333,2843.4,696.8,4.0808
208,83,0.4000,3364.8,826.6,4.0709
208,104,0.5000,3707.9,1043.2,3.5542
208,135,0.6500,4178.7,1589.2,2.6295
208,166,0.8000,4660.9,1402.0,3.3245
208,208,1.0000,5459.8,1568.2,3.4815
209,26,0.1250,1554.2,310.8,5.0005
209,42,0.2000,2272.1,461.2,4.9263
209,52,0.2500,2531.0,546.1,4.6345
209,70,0.3333,3398.1,713.0,4.7661
209,84,0.4000,3552.1,837.3,4.2423
209,105,0.5000,3811.2,1015.2,3.7542
209,136,0.6500,4171.1,1606.2,2.5968
209,167,0.8000,4720.2,1432.8,3.2944
209,209,1.0000,5503.2,1628.6,3.3790
210,26,0.1250,1620.6,309.8,5.2310
210,42,0.2000,2177.6,463.6,4.6974
210,53,0.2500,2567.2,565.0,4.5434
210,70,0.3333,2867.5,719.0,3.9882
210,84,0.4000,3402.0,842.5,4.0380
210,105,0.5000,3820.8,1017.8,3.7541
210,137,0.6500,4224.0,1621.7,2.6047
210,168,0.8000,4704.4,1456.3,3.2303
210,210,1.0000,5504.5,1662.3,3.3114
211,26,0.1250,1564.9,310.0,5.0486
211,42,0.2000,2201.1,466.7,4.7159
211,53,0.2500,2573.2,567.0,4.5386
211,70,0.3333,2899.6,722.6,4.0127
211,84,0.4000,3439.8,845.1,4.0700
211,106,0.5000,3860.1,1028.8,3.7520
211,137,0.6500,4228.1,1626.0,2.6003
211,169,0.8000,4753.9,1486.5,3.1981
211,211,1.0000,5599.7,1684.3,3.3247
212,27,0.1250,1637.7,336.1,4.8722
212,42,0.2000,2205.5,469.8,4.6944
212,53,0.2500,2587.7,568.0,4.5559
212,71,0.3333,3450.6,727.8,4.7412
212,85,0.4000,3622.2,852.0,4.2515
212,106,0.5000,3887.1,1031.1,3.7697
212,138,0.6500,4261.3,1631.9,2.6113
212,170,0.8000,4817.3,1563.1,3.0818
212,212,1.0000,5626.4,1698.0,3.3136
213,27,0.1250,1640.1,338.5,4.8451
213,43,0.2000,2331.5,476.8,4.8903
213,53,0.2500,2594.4,570.9,4.5444
213,71,0.3333,2954.8,735.7,4.0162
213,85,0.4000,3556.7,861.0,4.1310
213,107,0.5000,3890.5,1048.7,3.7097
213,138,0.6500,4326.7,1635.7,2.6451
213,170,0.8000,4794.3,1547.0,3.0991
213,213,1.0000,5679.3,1710.7,3.3198
214,27,0.1250,1648.9,340.0,4.8497
214,43,0.2000,2338.3,477.8,4.8939
214,54,0.2500,2632.7,582.2,4.5217
214,71,0.3333,2950.8,740.4,3.9855
214,86,0.4000,3646.1,872.2,4.1805
214,107,0.5000,3912.3,1141.1,3.4285
214,139,0.6500,4341.5,1677.3,2.5884
214,171,0.8000,4850.9,1509.2,3.2141
214,214,1.0000,5745.2,1718.4,3.3433
215,27,0.1250,1657.2,345.3,4.7992
215,43,0.2000,2296.5,479.7,4.7870
215,54,0.2500,2640.6,583.6,4.5251
215,72,0.3333,3485.5,749.0,4.6537
215,86,0.4000,3594.3,877.0,4.0985
215,108,0.5000,3933.1,1062.7,3.7012
215,140,0.6500,4369.8,1660.9,2.6310
215,172,0.8000,4893.3,1575.1,3.1066
215,215,1.0000,5752.8,1732.3,3.3210
216,27,0.1250,1664.8,344.7,4.8297
216,43,0.2000,2299.1,483.4,4.7562
216,54,0.2500,2647.6,586.3,4.5155
216,72,0.3333,2989.9,755.1,3.9594
216,86,0.4000,3605.8,881.3,4.0916
216,108,0.5000,3934.7,1157.0,3.4008
216,140,0.6500,4381.8,1669.0,2.6255
216,173,0.8000,4899.2,1534.1,3.1935
216,216,1.0000,5778.1,1747.8,3.3059
217,27,0.1250,1672.5,344.3,4.8573
217,43,0.2000,2328.9,486.5,4.7867
217,54,0.2500,2625.2,590.8,4.4432
217,72,0.3333,3035.9,761.5,3.9866
217,87,0.4000,3628.0,900.1,4.0308
217,109,0.5000,3882.3,1095.6,3.5437
217,141,0.6500,4498.8,1674.1,2.6874
217,174,0.8000,4989.9,1548.4,3.2225
217,217,1.0000,5953.8,1752.2,3.3978
218,27,0.1250,1746.5,345.3,5.0579
218,44,0.2000,2458.5,503.0,4.8874
218,55,0.2500,2621.2,600.2,4.3674
218,73,0.3333,3446.4,765.9,4.4996
218,87,0.4000,3694.8,901.1,4.1005
218,109,0.5000,3888.8,1097.0,3.5449
218,142,0.6500,4504.1,1694.1,2.6587
218,174,0.8000,4988.6,1643.9,3.0347
218,218,1.0000,5969.9,1775.6,3.3622
219,27,0.1250,1686.8,344.7,4.8941
219,44,0.2000,2461.7,504.8,4.8771
219,55,0.2500,2632.5,604.0,4.3582
219,73,0.3333,3129.9,769.1,4.0695
219,88,0.4000,3631.9,914.6,3.9708
219,110,0.5000,3887.2,1108.8,3.5059
219,142,0.6500,4538.5,1699.7,2.6702
219,175,0.8000,5034.6,1565.5,3.2161
219,219,1.0000,6023.8,1786.3,3.3722
220,28,0.1250,1810.4,357.2,5.0681
220,44,0.2000,2390.0,505.5,4.7279
220,55,0.2500,2642.9,604.5,4.3722
220,73,0.3333,3143.0,775.2,4.0542
220,88,0.4000,3725.7,918.0,4.0583
220,110,0.5000,3876.0,1112.9,3.4828
220,143,0.6500,4552.7,1695.8,2.6848
220,176,0.8000,5083.4,1603.5,3.1701
220,220,1.0000,6110.4,1789.8,3.4139
221,28,0.1250,1814.7,357.2,5.0799
221,44,0.2000,2412.1,507.6,4.7519
221,55,0.2500,2648.2,607.5,4.3591
221,74,0.3333,3414.5,782.7,4.3622
221,88,0.4000,3761.3,918.8,4.0939
221,111,0.5000,3833.0,1126.6,3.4022
221,144,0.6500,4599.3,1729.8,2.6589
221,177,0.8000,5083.4,1591.4,3.1943
221,221,1.0000,6127.4,1768.5,3.4647
222,28,0.1250,1822.6,361.3,5.0453
222,44,0.2000,2431.9,509.1,4.7763
222,56,0.2500,2637.5,618.4,4.2653
222,74,0.3333,3164.5,791.8,3.9965
222,89,0.4000,3590.6,934.4,3.8429
222,111,0.5000,3847.2,1226.0,3.1379
222,144,0.6500,4639.5,1740.5,2.6656
222,178,0.8000,5194.8,1605.9,3.2349
222,222,1.0000,6126.0,1815.7,3.3738
223,28,0.1250,1817.1,360.5,5.0403
223,45,0.2000,2540.8,519.5,4.8912
223,56,0.2500,2622.2,618.7,4.2379
223,74,0.3333,3225.0,792.2,4.0708
223,89,0.4000,3875.8,934.7,4.1466
223,112,0.5000,3841.5,1146.3,3.3512
223,145,0.6500,4765.0,1803.7,2.6419
223,178,0.8000,5234.3,1645.4,3.1812
223,223,1.0000,6204.6,1823.4,3.4028
224,28,0.1250,1816.5,361.7,5.0225
224,45,0.2000,2537.5,522.7,4.8548
224,56,0.2500,2586.4,623.5,4.1481
224,75,0.3333,3433.3,810.6,4.2355
224,90,0.4000,3621.6,952.4,3.8027
224,112,0.5000,3809.9,1244.1,3.0624
224,146,0.6500,4808.3,1805.9,2.6625
224,179,0.8000,5263.4,1617.6,3.2539
224,224,1.0000,6218.1,1826.4,3.4045
225,28,0.1250,1834.0,360.1,5.0933
225,45,0.2000,2515.0,523.6,4.8034
225,56,0.2500,2679.8,624.2,4.2933
225,75,0.3333,3261.0,812.8,4.0121
225,90,0.4000,3909.7,950.8,4.1118
225,113,0.5000,3983.8,1166.4,3.4156
225,146,0.6500,4826.4,1813.2,2.6617
225,180,0.8000,5307.7,1683.1,3.1535
225,225,1.0000,6247.5,1849.4,3.3781
226,28,0.1250,1835.0,364.6,5.0326
226,45,0.2000,2524.9,528.0,4.7817
226,57,0.2500,2742.2,647.5,4.2352
226,75,0.3333,3267.4,818.0,3.9942
226,90,0.4000,3918.4,960.9,4.0781
226,113,0.5000,4009.1,1183.5,3.3875
226,147,0.6500,4795.3,1741.5,2.7536
226,181,0.8000,5357.2,1686.8,3.1759
226,226,1.0000,6329.0,1868.7,3.3868
227,28,0.1250,1831.0,364.9,5.0176
227,45,0.2000,2545.0,527.8,4.8215
227,57,0.2500,2750.8,648.8,4.2395
227,76,0.3333,3554.7,830.4,4.2809
227,91,0.4000,3769.5,972.9,3.8745
227,114,0.5000,4022.6,1188.2,3.3856
227,148,0.6500,4810.0,1812.5,2.6538
227,182,0.8000,5353.7,1678.6,3.1893
227,227,1.0000,6341.3,1874.5,3.3829
228,29,0.1250,1956.9,377.5,5.1843
228,46,0.2000,2605.5,541.1,4.8148
228,57,0.2500,2753.7,648.8,4.2443
228,76,0.3333,3279.3,830.5,3.9485
228,91,0.4000,4013.4,971.9,4.1294
228,114,0.5000,4011.5,1192.0,3.3653
228,148,0.6500,4785.7,1812.9,2.6398
228,182,0.8000,5400.0,1728.0,3.1250
228,228,1.0000,6356.9,1885.9,3.3708
229,29,0.1250,1959.5,378.5,5.1778
229,46,0.2000,2655.1,543.3,4.8867
229,57,0.2500,2752.9,650.5,4.2318
229,76,0.3333,3333.8,835.4,3.9905
229,92,0.4000,3797.5,993.2,3.8237
229,115,0.5000,4059.2,1207.6,3.3612
229,149,0.6500,4997.3,1819.1,2.7471
229,183,0.8000,5375.6,1701.6,3.1591
229,229,1.0000,6506.7,1895.0,3.4336
230,29,0.1250,1974.0,378.4,5.2174
230,46,0.2000,2591.6,544.9,4.7561
230,58,0.2500,2767.8,663.9,4.1693
230,77,0.3333,3602.4,849.4,4.2412
230,92,0.4000,4051.2,999.1,4.0548
230,115,0.5000,4067.3,1284.1,3.1675
230,150,0.6500,4983.3,1812.1,2.7500
230,184,0.8000,5478.3,1709.9,3.2038
230,230,1.0000,6525.9,1923.2,3.3932
231,29,0.1250,1981.4,379.5,5.2204
231,46,0.2000,2613.8,547.3,4.7755
231,58,0.2500,2751.2,667.7,4.1206
231,77,0.3333,3417.6,855.0,3.9972
231,92,0.4000,4101.2,1002.0,4.0931
231,116,0.5000,4151.4,1227.8,3.3812
231,150,0.6500,5020.7,1819.9,2.7588
231,185,0.8000,5495.2,1719.5,3.1958
231,231,1.0000,6540.4,1941.1,3.3694
232,29,0.1250,2009.2,381.4,5.2674
232,46,0.2000,2615.6,548.4,4.7697
232,58,0.2500,2803.7,670.9,4.1792
232,77,0.3333,3453.0,855.7,4.0352
232,93,0.4000,3884.7,1013.0,3.8348
232,116,0.5000,4142.9,1305.6,3.1732
232,151,0.6500,5015.6,1821.0,2.7543
232,186,0.8000,5527.1,1735.3,3.1852
232,232,1.0000,6431.3,1948.9,3.3000
233,29,0.1250,2012.7,383.5,5.2487
233,47,0.2000,2727.2,558.1,4.8871
233,58,0.2500,2843.1,668.8,4.2514
233,78,0.3333,3702.5,865.7,4.2771
233,93,0.4000,4188.6,1026.0,4.0824
233,117,0.5000,4184.3,1244.9,3.3612
233,151,0.6500,5030.7,1824.9,2.7567
233,186,0.8000,5550.1,1730.1,3.2080
233,233,1.0000,6435.1,1943.7,3.3107
234,29,0.1250,2020.2,383.3,5.2704
234,47,0.2000,2732.4,559.0,4.8878
234,59,0.2500,2896.5,683.0,4.2412
234,78,0.3333,3443.5,867.3,3.9702
234,94,0.4000,3884.0,1042.8,3.7246
234,117,0.5000,4155.7,1288.4,3.2253
234,152,0.6500,5086.0,1849.9,2.7494
234,187,0.8000,5588.4,1713.6,3.2613
234,234,1.0000,6450.8,1896.9,3.4006
235,29,0.1250,1996.2,388.3,5.1407
235,47,0.2000,2724.1,564.4,4.8268
235,59,0.2500,2906.6,686.0,4.2373
235,78,0.3333,3509.2,875.9,4.0065
235,94,0.4000,4244.6,1047.8,4.0509
235,118,0.5000,4204.0,1277.6,3.2905
235,153,0.6500,5382.1,1776.7,3.0292
235,188,0.8000,5613.3,1748.2,3.2108
235,235,1.0000,6452.9,1973.7,3.2694
236,30,0.1250,2056.1,394.8,5.2084
236,47,0.2000,2719.9,566.3,4.8030
236,59,0.2500,2901.4,686.8,4.2245
236,79,0.3333,3728.7,894.0,4.1708
236,94,0.4000,4256.0,1038.2,4.0996
236,118,0.5000,4223.1,1277.2,3.3065
236,153,0.6500,5369.4,1774.9,3.0251
236,189,0.8000,5616.7,1768.2,3.1764
236,236,1.0000,6507.9,2011.4,3.2355
237,30,0.1250,2059.0,398.2,5.1702
237,47,0.2000,2751.4,567.4,4.8496
237,59,0.2500,2918.1,689.3,4.2331
237,79,0.3333,3567.0,895.2,3.9846
237,95,0.4000,4038.2,1066.8,3.7853
237,119,0.5000,4342.5,1293.2,3.3579
237,154,0.6500,5553.5,1781.0,3.1183
237,190,0.8000,5747.0,1799.7,3.1933
237,237,1.0000,6696.9,2054.0,3.2604
238,30,0.1250,2065.0,399.4,5.1707
238,48,0.2000,2809.8,583.5,4.8151
238,60,0.2500,2900.6,701.4,4.1355
238,79,0.3333,3579.3,896.2,3.9937
238,95,0.4000,4338.2,1051.8,4.1244
238,119,0.5000,4298.0,1294.3,3.3208
238,155,0.6500,5566.3,1829.9,3.0419
238,190,0.8000,5788.5,1871.7,3.0926
238,238,1.0000,6699.7,2069.1,3.2380
239,30,0.1250,2065.4,400.0,5.1633
239,48,0.2000,2807.9,591.6,4.7462
239,60,0.2500,2896.3,703.8,4.1152
239,80,0.3333,3840.9,910.5,4.2182
239,96,0.4000,4056.6,1285.0,3.1570
239,120,0.5000,4287.6,1311.3,3.2697
239,155,0.6500,5553.0,1832.2,3.0308
239,191,0.8000,5807.9,1872.2,3.1022
239,239,1.0000,6724.2,2081.5,3.2305
240,30,0.1250,2064.3,400.3,5.1565
240,48,0.2000,2768.1,589.5,4.6959
240,60,0.2500,2906.8,707.1,4.1110
240,80,0.3333,3617.0,914.0,3.9572
240,96,0.4000,4372.5,1237.9,3.5323
240,120,0.5000,4295.4,1362.2,3.1534
240,156,0.6500,5602.3,1779.6,3.1481
240,192,0.8000,5820.9,1825.5,3.1886
240,240,1.0000,6730.6,2076.4,3.2415
241,30,0.1250,2064.9,404.1,5.1099
241,48,0.2000,2792.1,591.5,4.7201
241,60,0.2500,2974.2,710.4,4.1869
241,80,0.3333,3647.9,918.9,3.9700
241,96,0.4000,4422.3,1330.2,3.3245
241,121,0.5000,4421.0,1328.8,3.3271
241,157,0.6500,5711.6,1850.3,3.0868
241,193,0.8000,5923.4,1900.5,3.1167
241,241,1.0000,6815.3,2078.0,3.2798
242,30,0.1250,2058.9,403.9,5.0977
242,48,0.2000,2796.8,594.3,4.7059
242,61,0.2500,3047.5,729.6,4.1772
242,81,0.3333,3722.6,928.3,4.0102
242,97,0.4000,4152.0,1330.4,3.1209
242,121,0.5000,4439.4,1379.6,3.2179
242,157,0.6500,5684.5,1855.6,3.0634
242,194,0.8000,5983.3,1849.7,3.2347
242,242,1.0000,6851.6,2096.5,3.2680
243,30,0.1250,2058.9,404.6,5.0887
243,49,0.2000,2949.6,602.5,4.8960
243,61,0.2500,3039.9,731.8,4.1538
243,81,0.3333,3702.4,931.0,3.9768
243,97,0.4000,4501.9,1280.1,3.5168
243,122,0.5000,4458.4,1354.7,3.2911
243,158,0.6500,5703.4,1968.9,2.8967
243,194,0.8000,5995.1,1903.2,3.1501
243,243,1.0000,6847.1,2097.0,3.2652
244,31,0.1250,2078.6,427.2,4.8660
244,49,0.2000,2944.5,607.5,4.8472
244,61,0.2500,3026.6,734.2,4.1222
244,81,0.3333,3733.3,939.7,3.9727
244,98,0.4000,4218.0,1343.9,3.1386
244,122,0.5000,4471.0,1363.6,3.2788
244,159,0.6500,5719.3,1975.5,2.8951
244,195,0.8000,6066.3,1925.8,3.1500
244,244,1.0000,6895.9,2123.7,3.2471
245,31,0.1250,2089.1,429.4,4.8647
245,49,0.2000,2923.7,608.8,4.8025
245,61,0.2500,3045.3,740.2,4.1144
245,82,0.3333,3744.8,951.1,3.9375
245,98,0.4000,4553.0,1337.2,3.4049
245,123,0.5000,4503.5,1380.2,3.2629
245,159,0.6500,5723.5,1998.8,2.8635
245,196,0.8000,6132.5,1885.5,3.2525
245,245,1.0000,7038.1,2137.1,3.2933
246,31,0.1250,2091.3,428.0,4.8859
246,49,0.2000,2940.9,609.3,4.8264
246,62,0.2500,3057.6,748.3,4.0861
246,82,0.3333,3762.3,954.0,3.9437
246,98,0.4000,4558.9,1322.8,3.4465
246,123,0.5000,4499.0,1382.1,3.2551
246,160,0.6500,5730.5,1931.9,2.9663
246,197,0.8000,6132.1,1937.7,3.1647
246,246,1.0000,7055.0,2144.5,3.2898
247,31,0.1250,2096.8,428.9,4.8889
247,49,0.2000,2947.8,611.3,4.8219
247,62,0.2500,3063.2,749.4,4.0874
247,82,0.3333,3762.5,957.1,3.9309
247,99,0.4000,4248.3,1284.6,3.3071
247,124,0.5000,4517.9,1397.5,3.2328
247,161,0.6500,5724.4,1985.6,2.8829
247,198,0.8000,6158.5,1888.5,3.2610
247,247,1.0000,7073.8,2115.3,3.3441
248,31,0.1250,2095.1,429.4,4.8787
248,50,0.2000,3007.3,623.7,4.8216
248,62,0.2500,3041.2,753.7,4.0348
248,83,0.3333,3850.7,980.5,3.9271
248,99,0.4000,4651.4,1382.6,3.3643
248,124,0.5000,4523.7,1431.1,3.1610
248,161,0.6500,5730.3,1983.6,2.8889
248,198,0.8000,6186.3,1911.3,3.2367
248,248,1.0000,7041.9,2175.1,3.2375
249,31,0.1250,2104.3,433.7,4.8525
249,50,0.2000,3049.0,626.8,4.8646
249,62,0.2500,3111.5,754.6,4.1236
249,83,0.3333,3870.9,983.5,3.9360
249,100,0.4000,4345.8,1349.3,3.2207
249,125,0.5000,4631.9,1417.0,3.2688
249,162,0.6500,5765.2,1991.6,2.8947
249,199,0.8000,6182.3,1963.5,3.1486
249,249,1.0000,7111.3,2180.6,3.2612
250,31,0.1250,2110.2,434.2,4.8600
250,50,0.2000,3005.4,630.2,4.7691
250,63,0.2500,3201.2,770.2,4.1562
250,83,0.3333,3882.0,986.9,3.9334
250,100,0.4000,4677.7,1318.0,3.5491
250,125,0.5000,4650.6,1454.8,3.1968
250,163,0.6500,5630.5,1965.3,2.8649
250,200,0.8000,6216.6,1937.1,3.2093
250,250,1.0000,7144.9,2190.7,3.2615
251,31,0.1250,2135.3,435.5,4.9033
251,50,0.2000,3020.9,631.5,4.7837
251,63,0.2500,3204.7,771.1,4.1557
251,84,0.3333,3933.2,996.6,3.9464
251,100,0.4000,4724.8,1408.7,3.3540
251,126,0.5000,4685.7,1439.9,3.2541
251,163,0.6500,5594.5,1966.1,2.8455
251,201,0.8000,6242.8,2012.7,3.1016
251,251,1.0000,7158.6,2206.1,3.2449
252,32,0.1250,2197.9,451.2,4.8706
252,50,0.2000,3026.2,640.4,4.7257
252,63,0.2500,3201.2,782.3,4.0920
252,84,0.3333,3894.6,1005.8,3.8720
252,101,0.4000,4404.3,1385.9,3.1780
252,126,0.5000,4723.3,1454.8,3.2466
252,164,0.6500,5610.3,1976.0,2.8392
252,202,0.8000,6341.8,2021.2,3.1376
252,252,1.0000,7232.4,2226.5,3.2483
253,32,0.1250,2200.0,462.1,4.7614
253,51,0.2000,3095.8,661.3,4.6817
253,63,0.2500,3221.7,794.4,4.0555
253,84,0.3333,3942.3,1018.9,3.8691
253,101,0.4000,4798.7,1345.3,3.5671
253,127,0.5000,4754.6,1467.0,3.2410
253,164,0.6500,5604.0,1977.9,2.8333
253,202,0.8000,6376.0,1988.8,3.2060
253,253,1.0000,7316.0,2224.0,3.2896
254,32,0.1250,2208.1,462.8,4.7712
254,51,0.2000,3099.8,660.6,4.6923
254,64,0.2500,3225.7,801.8,4.0230
254,85,0.3333,4025.7,1034.5,3.8914
