an,bn,ratio,gmp_ns,simd_ns,speedup
183,37,0.2000,1873.2,370.1,5.0617
183,46,0.2500,2068.4,449.4,4.6032
183,61,0.3333,2336.9,569.0,4.1072
183,73,0.4000,2873.6,658.0,4.3669
183,92,0.5000,3050.1,937.9,3.2519
183,119,0.6500,3461.4,1076.8,3.2144
183,146,0.8000,4083.2,1189.5,3.4327
183,183,1.0000,4523.7,1346.7,3.3591
184,23,0.1250,1226.5,260.5,4.7074
184,37,0.2000,1873.1,372.4,5.0304
184,46,0.2500,2072.8,450.0,4.6062
184,61,0.3333,2344.1,571.5,4.1014
184,74,0.4000,2860.9,661.0,4.3284
184,92,0.5000,3035.2,924.2,3.2839
184,120,0.6500,3435.0,1077.2,3.1889
184,147,0.8000,4115.4,1213.8,3.3905
184,184,1.0000,4525.5,1363.9,3.3181
185,23,0.1250,1239.0,257.0,4.8213
185,37,0.2000,1790.1,377.6,4.7411
185,46,0.2500,2105.9,449.1,4.6891
185,62,0.3333,2790.0,567.3,4.9181
185,74,0.4000,2963.6,663.1,4.4694
185,93,0.5000,3132.3,951.3,3.2926
185,120,0.6500,3472.8,1087.4,3.1936
185,148,0.8000,4218.8,1234.0,3.4188
185,185,1.0000,4577.2,1375.0,3.3288
186,23,0.1250,1244.0,265.4,4.6872
186,37,0.2000,1793.9,378.1,4.7446
186,47,0.2500,2159.8,454.4,4.7532
186,62,0.3333,2342.5,579.7,4.0410
186,74,0.4000,2970.2,657.5,4.5174
186,93,0.5000,3138.7,1024.1,3.0648
186,121,0.6500,3482.0,1174.7,2.9641
186,149,0.8000,4236.5,1325.0,3.1975
186,186,1.0000,4589.4,1399.0,3.2804
187,23,0.1250,1250.8,266.4,4.6954
187,37,0.2000,1810.7,381.5,4.7467
187,47,0.2500,2165.7,452.9,4.7821
187,62,0.3333,2392.0,586.7,4.0770
187,75,0.4000,2966.7,686.9,4.3191
187,94,0.5000,3186.2,974.6,3.2692
187,122,0.6500,3554.4,1119.9,3.1740
187,150,0.8000,4259.6,1262.7,3.3734
187,187,1.0000,4667.3,1400.7,3.3322
188,24,0.1250,1308.2,272.6,4.7986
188,38,0.2000,1896.7,388.5,4.8814
188,47,0.2500,2175.6,456.1,4.7702
188,63,0.3333,2837.4,589.2,4.8155
188,75,0.4000,2961.9,689.2,4.2976
188,94,0.5000,3193.9,840.4,3.8004
188,122,0.6500,3555.0,1117.7,3.1807
188,150,0.8000,4272.1,1252.9,3.4098
188,188,1.0000,4686.2,1408.3,3.3275
189,24,0.1250,1316.5,277.3,4.7478
189,38,0.2000,1959.4,388.0,5.0502
189,47,0.2500,2186.2,463.6,4.7160
189,63,0.3333,2460.1,600.7,4.0951
189,76,0.4000,3043.3,697.3,4.3645
189,95,0.5000,3259.7,1042.4,3.1272
189,123,0.6500,3609.8,1184.0,3.0490
189,151,0.8000,4329.9,1329.6,3.2565
189,189,1.0000,4717.7,1410.9,3.3437
190,24,0.1250,1327.7,270.0,4.9169
190,38,0.2000,1843.7,391.9,4.7051
190,48,0.2500,2200.3,478.0,4.6032
190,63,0.3333,2458.4,594.2,4.1375
190,76,0.4000,3057.1,694.8,4.3999
190,95,0.5000,3268.9,854.0,3.8277
190,124,0.6500,3587.6,1144.5,3.1345
190,152,0.8000,4379.2,1291.0,3.3920
190,190,1.0000,4769.7,1426.7,3.3431
191,24,0.1250,1332.7,277.3,4.8061
191,38,0.2000,1859.4,394.9,4.7080
191,48,0.2500,2206.2,474.4,4.6501
191,64,0.3333,2921.2,608.0,4.8047
191,76,0.4000,3053.1,706.1,4.3242
191,96,0.5000,3277.0,1007.5,3.2524
191,124,0.6500,3610.5,1160.4,3.1114
191,153,0.8000,4392.3,1297.6,3.3849
191,191,1.0000,4798.6,1442.7,3.3261
192,24,0.1250,1335.6,279.2,4.7831
192,38,0.2000,1869.9,397.1,4.7084
192,48,0.2500,2218.5,477.8,4.6432
192,64,0.3333,2482.4,615.5,4.0332
192,77,0.4000,3057.9,715.7,4.2726
192,96,0.5000,3283.7,1079.8,3.0410
192,125,0.6500,3624.2,1217.4,2.9771
192,154,0.8000,4484.7,1373.6,3.2650
192,192,1.0000,4833.9,1453.9,3.3249
193,24,0.1250,1342.0,280.6,4.7823
193,39,0.2000,2020.0,404.4,4.9946
193,48,0.2500,2258.2,486.7,4.6397
193,64,0.3333,2514.1,621.1,4.0478
193,77,0.4000,3146.8,718.3,4.3811
193,97,0.5000,3368.9,1017.4,3.3111
193,125,0.6500,3742.1,1165.5,3.2106
193,154,0.8000,4515.3,1322.2,3.4150
193,193,1.0000,4960.2,1458.7,3.4005
194,24,0.1250,1353.2,278.8,4.8532
194,39,0.2000,2026.7,404.7,5.0080
194,49,0.2500,2316.9,493.5,4.6950
194,65,0.3333,3014.1,625.7,4.8175
194,78,0.4000,3160.8,728.3,4.3402
194,97,0.5000,3369.1,1019.0,3.3063
194,126,0.6500,3755.2,1161.5,3.2330
194,155,0.8000,4517.2,1315.7,3.4332
194,194,1.0000,4973.4,1469.7,3.3840
195,24,0.1250,1357.3,279.6,4.8547
195,39,0.2000,1974.7,401.0,4.9243
195,49,0.2500,2328.0,495.4,4.6997
195,65,0.3333,2595.9,621.5,4.1771
195,78,0.4000,3162.7,725.8,4.3576
195,98,0.5000,3423.0,1010.3,3.3881
195,127,0.6500,3811.3,1168.8,3.2607
195,156,0.8000,4557.0,1303.3,3.4965
195,195,1.0000,5036.1,1453.0,3.4659
196,25,0.1250,1420.9,285.0,4.9862
196,39,0.2000,1986.6,412.7,4.8132
196,49,0.2500,2327.7,500.2,4.6534
196,65,0.3333,2607.1,634.0,4.1125
196,78,0.4000,3196.3,737.1,4.3363
196,98,0.5000,3415.5,916.1,3.7282
196,127,0.6500,3863.1,1194.9,3.2331
196,157,0.8000,4648.0,1329.9,3.4949
196,196,1.0000,5084.7,1493.0,3.4056
197,25,0.1250,1429.3,293.2,4.8751
197,39,0.2000,2013.5,415.6,4.8449
197,49,0.2500,2334.9,492.5,4.7407
197,66,0.3333,3097.2,638.4,4.8512
197,79,0.4000,3253.7,751.1,4.3317
197,99,0.5000,3500.9,1039.7,3.3673
197,128,0.6500,3915.8,1210.4,3.2352
197,158,0.8000,4672.0,1335.3,3.4988
197,197,1.0000,5119.3,1499.1,3.4150
198,25,0.1250,1435.0,293.5,4.8899
198,40,0.2000,2110.3,423.0,4.9887
198,50,0.2500,2380.8,513.3,4.6378
198,66,0.3333,2624.4,641.2,4.0930
198,79,0.4000,3256.6,750.8,4.3372
198,99,0.5000,3520.3,919.0,3.8306
198,129,0.6500,3920.2,1249.3,3.1380
198,158,0.8000,4675.0,1374.3,3.4018
198,198,1.0000,5134.4,1542.9,3.3276
199,25,0.1250,1444.4,296.0,4.8806
199,40,0.2000,2113.2,427.0,4.9494
199,50,0.2500,2391.8,519.2,4.6068
199,66,0.3333,2660.7,648.6,4.1023
199,80,0.4000,3281.0,764.7,4.2905
199,100,0.5000,3513.7,1136.7,3.0910
199,129,0.6500,3966.4,1303.3,3.0435
199,159,0.8000,4685.7,1430.0,3.2767
199,199,1.0000,5230.7,1560.6,3.3516
200,25,0.1250,1455.4,299.6,4.8579
200,40,0.2000,2013.0,430.6,4.6745
200,50,0.2500,2399.8,523.2,4.5866
200,67,0.3333,3123.4,662.1,4.7171
200,80,0.4000,3270.8,777.8,4.2050
200,100,0.5000,3520.2,1090.8,3.2271
200,130,0.6500,3941.9,1270.5,3.1027
200,160,0.8000,4690.2,1405.5,3.3371
200,200,1.0000,5282.0,1578.2,3.3470
201,25,0.1250,1461.4,300.1,4.8693
201,40,0.2000,2028.0,433.5,4.6785
201,50,0.2500,2425.7,523.3,4.6351
201,67,0.3333,2735.6,666.9,4.1022
201,80,0.4000,3339.0,780.2,4.2796
201,101,0.5000,3588.9,1101.9,3.2570
201,131,0.6500,4012.5,1278.4,3.1387
201,161,0.8000,4729.0,1414.7,3.3428
201,201,1.0000,5289.5,1579.7,3.3484
202,25,0.1250,1466.6,300.8,4.8765
202,40,0.2000,2034.7,439.9,4.6251
202,51,0.2500,2484.5,529.2,4.6952
202,67,0.3333,2730.4,673.3,4.0554
202,81,0.4000,3370.4,789.3,4.2703
202,101,0.5000,3601.0,1162.0,3.0991
202,131,0.6500,4002.3,1331.8,3.0053
202,162,0.8000,4710.5,1449.0,3.2509
202,202,1.0000,5318.5,1601.0,3.3221
203,25,0.1250,1470.5,304.2,4.8343
203,41,0.2000,2209.3,451.4,4.8945
203,51,0.2500,2488.6,540.4,4.6048
203,68,0.3333,3227.3,677.7,4.7620
203,81,0.4000,3291.1,795.9,4.1353
203,102,0.5000,3640.2,1119.0,3.2532
203,132,0.6500,4035.4,1297.4,3.1105
203,162,0.8000,4781.6,1430.5,3.3427
203,203,1.0000,5333.3,1610.6,3.3114
204,26,0.1250,1537.6,311.4,4.9372
204,41,0.2000,2213.3,455.6,4.8577
204,51,0.2500,2496.7,542.6,4.6017
204,68,0.3333,2755.2,683.9,4.0288
204,82,0.4000,3400.2,801.2,4.2439
204,102,0.5000,3636.2,985.9,3.6884
204,133,0.6500,4081.7,1306.8,3.1235
204,163,0.8000,4634.4,1442.5,3.2129
204,204,1.0000,5378.9,1632.1,3.2956
205,26,0.1250,1545.5,312.7,4.9423
205,41,0.2000,2165.3,446.1,4.8542
205,51,0.2500,2502.1,541.8,4.6185
205,68,0.3333,2805.8,684.7,4.0977
205,82,0.4000,3312.5,810.7,4.0859
205,103,0.5000,3731.5,1133.5,3.2922
205,133,0.6500,4165.3,1314.9,3.1678
205,164,0.8000,4632.0,1445.6,3.2043
205,205,1.0000,5498.4,1644.9,3.3427
206,26,0.1250,1553.6,311.7,4.9834
206,41,0.2000,2170.4,448.2,4.8422
206,52,0.2500,2527.1,552.5,4.5738
206,69,0.3333,3341.5,694.9,4.8088
206,82,0.4000,3316.7,813.9,4.0750
206,103,0.5000,3733.7,1001.2,3.7292
206,134,0.6500,4200.8,1315.4,3.1935
206,165,0.8000,4681.5,1462.8,3.2005
206,206,1.0000,5483.1,1648.9,3.3253
207,26,0.1250,1561.5,314.3,4.9681
207,41,0.2000,2191.8,462.6,4.7384
207,52,0.2500,2542.7,558.6,4.5522
207,69,0.3333,2860.5,704.4,4.0611
207,83,0.4000,3500.1,830.1,4.2164
207,104,0.5000,3756.8,1119.1,3.3569
207,135,0.6500,4223.7,1299.1,3.2512
207,166,0.8000,4708.7,1454.2,3.2379
207,207,1.0000,5526.1,1633.9,3.3821
208,26,0.1250,1570.8,309.1,5.0812
208,42,0.2000,2252.5,469.1,4.8015
208,52,0.2500,2549.5,547.8,4.6538
208,69,0.3333,2876.7,706.3,4.0726
208,83,0.4000,3420.2,835.3,4.0948
208,104,0.5000,3752.4,1010.6,3.7132
208,135,0.6500,4221.6,1264.2,3.3393
208,166,0.8000,4693.0,1424.4,3.2948
208,208,1.0000,5542.2,1595.8,3.4731
209,26,0.1250,1575.0,322.8,4.8797
209,42,0.2000,2314.3,474.0,4.8821
209,52,0.2500,2564.7,558.4,4.5928
209,70,0.3333,3444.7,714.6,4.8203
209,84,0.4000,3605.7,847.7,4.2534
209,105,0.5000,3867.2,1133.4,3.4120
209,136,0.6500,4247.8,1306.1,3.2521
209,167,0.8000,4746.4,1458.4,3.2545
209,209,1.0000,5566.4,1645.1,3.3836
210,26,0.1250,1583.0,322.4,4.9106
210,42,0.2000,2201.0,475.8,4.6257
210,53,0.2500,2608.2,572.5,4.5556
210,70,0.3333,2907.0,725.0,4.0097
210,84,0.4000,3465.2,849.7,4.0783
210,105,0.5000,3874.7,1167.6,3.3185
210,137,0.6500,4285.5,1321.8,3.2421
210,168,0.8000,4761.0,1480.2,3.2165
210,210,1.0000,5576.9,1679.4,3.3208
211,26,0.1250,1589.7,321.5,4.9448
211,42,0.2000,2224.9,467.2,4.7625
211,53,0.2500,2612.5,575.2,4.5418
211,70,0.3333,2943.7,727.9,4.0443
211,84,0.4000,3502.1,854.4,4.0988
211,106,0.5000,3910.0,1190.2,3.2851
211,137,0.6500,4292.8,1349.3,3.1814
211,169,0.8000,4836.2,1512.1,3.1984
211,211,1.0000,5689.9,1701.7,3.3437
212,27,0.1250,1658.5,342.6,4.8416
212,42,0.2000,2231.7,481.0,4.6402
212,53,0.2500,2627.6,576.0,4.5614
212,71,0.3333,3475.6,734.1,4.7346
212,85,0.4000,3643.4,864.0,4.2169
212,106,0.5000,3908.3,1253.3,3.1184
212,138,0.6500,4316.0,1407.4,3.0666
212,170,0.8000,4901.7,1593.8,3.0755
212,212,1.0000,5718.7,1711.3,3.3418
213,27,0.1250,1664.2,336.8,4.9406
213,43,0.2000,2366.1,486.2,4.8660
213,53,0.2500,2628.5,573.4,4.5845
213,71,0.3333,2993.3,741.5,4.0368
213,85,0.4000,3596.4,868.7,4.1401
213,107,0.5000,3951.9,1245.4,3.1733
213,138,0.6500,4400.6,1400.4,3.1423
213,170,0.8000,4887.2,1567.6,3.1176
213,213,1.0000,5742.7,1726.5,3.3262
214,27,0.1250,1673.8,346.2,4.8341
214,43,0.2000,2389.9,491.3,4.8642
214,54,0.2500,2661.7,589.4,4.5159
214,71,0.3333,2994.6,743.4,4.0280
214,86,0.4000,3677.4,881.2,4.1734
214,107,0.5000,3953.8,1075.3,3.6769
214,139,0.6500,4389.1,1366.9,3.2110
214,171,0.8000,4943.8,1529.1,3.2332
214,214,1.0000,5820.9,1738.0,3.3492
215,27,0.1250,1685.3,347.0,4.8560
215,43,0.2000,2323.2,486.5,4.7751
215,54,0.2500,2672.4,590.0,4.5297
215,72,0.3333,3523.0,755.3,4.6645
215,86,0.4000,3631.6,884.5,4.1058
215,108,0.5000,3982.8,1287.3,3.0940
215,140,0.6500,4434.7,1450.0,3.0585
215,172,0.8000,4928.8,1626.2,3.0309
215,215,1.0000,5853.2,1746.9,3.3507
216,27,0.1250,1687.3,351.1,4.8054
216,43,0.2000,2326.0,490.2,4.7450
216,54,0.2500,2677.9,594.2,4.5069
216,72,0.3333,3038.8,761.1,3.9928
216,86,0.4000,3639.4,889.9,4.0896
216,108,0.5000,4003.3,1092.9,3.6632
216,140,0.6500,4455.0,1391.7,3.2010
216,173,0.8000,4938.7,1559.5,3.1668
216,216,1.0000,5860.7,1763.2,3.3238
217,27,0.1250,1696.4,353.0,4.8062
217,43,0.2000,2353.8,486.8,4.8353
217,54,0.2500,2648.0,599.0,4.4205
217,72,0.3333,3087.3,768.8,4.0157
217,87,0.4000,3651.9,904.2,4.0390
217,109,0.5000,3912.3,1239.3,3.1569
217,141,0.6500,4556.4,1399.0,3.2569
217,174,0.8000,5032.9,1573.4,3.1987
217,217,1.0000,6026.2,1766.4,3.4115
218,27,0.1250,1709.6,352.3,4.8528
218,44,0.2000,2479.4,510.4,4.8575
218,55,0.2500,2642.3,603.5,4.3783
218,73,0.3333,3496.1,771.8,4.5297
218,87,0.4000,3729.9,904.8,4.1224
218,109,0.5000,3938.0,1311.9,3.0018
218,142,0.6500,4582.7,1492.4,3.0707
218,174,0.8000,5017.9,1645.1,3.0503
218,218,1.0000,6032.7,1790.7,3.3688
219,27,0.1250,1710.3,344.2,4.9690
219,44,0.2000,2465.5,511.3,4.8221
219,55,0.2500,2645.8,612.3,4.3213
219,73,0.3333,3189.3,779.4,4.0918
219,88,0.4000,3715.1,928.4,4.0017
219,110,0.5000,3952.9,1264.0,3.1272
219,142,0.6500,4602.9,1424.1,3.2320
219,175,0.8000,5096.7,1597.0,3.1914
219,219,1.0000,6116.7,1805.7,3.3875
220,28,0.1250,1843.3,362.8,5.0803
220,44,0.2000,2424.0,511.2,4.7421
220,55,0.2500,2663.0,612.1,4.3503
220,73,0.3333,3184.5,781.5,4.0746
220,88,0.4000,3764.9,923.3,4.0777
220,110,0.5000,3929.6,1257.3,3.1255
220,143,0.6500,4599.7,1438.5,3.1975
220,176,0.8000,5131.5,1624.5,3.1588
220,220,1.0000,6167.7,1806.7,3.4139
221,28,0.1250,1843.9,358.0,5.1508
221,44,0.2000,2436.8,509.2,4.7860
221,55,0.2500,2666.9,611.8,4.3592
221,74,0.3333,3468.2,783.2,4.4283
221,88,0.4000,3802.7,924.2,4.1144
221,111,0.5000,3874.9,1253.2,3.0919
221,144,0.6500,4647.2,1430.9,3.2477
221,177,0.8000,5139.3,1605.0,3.2021
221,221,1.0000,6190.2,1785.6,3.4667
222,28,0.1250,1845.9,361.5,5.1061
222,44,0.2000,2448.6,519.9,4.7096
222,56,0.2500,2631.4,627.7,4.1923
222,74,0.3333,3202.5,796.1,4.0226
222,89,0.4000,3635.5,943.2,3.8546
222,111,0.5000,3893.6,1161.3,3.3528
222,144,0.6500,4681.8,1449.5,3.2300
222,178,0.8000,5234.1,1635.5,3.2002
222,222,1.0000,6198.5,1843.8,3.3619
223,28,0.1250,1856.0,363.4,5.1078
223,45,0.2000,2599.3,522.0,4.9793
223,56,0.2500,2634.7,626.0,4.2086
223,74,0.3333,3279.7,798.4,4.1078
223,89,0.4000,3929.2,948.8,4.1410
223,112,0.5000,3888.6,1327.0,2.9303
223,145,0.6500,4835.9,1491.2,3.2429
223,178,0.8000,5272.5,1679.6,3.1391
223,223,1.0000,6287.4,1859.1,3.3820
224,28,0.1250,1838.4,363.3,5.0609
224,45,0.2000,2595.6,525.7,4.9374
224,56,0.2500,2607.2,629.6,4.1413
224,75,0.3333,3474.9,818.9,4.2435
224,90,0.4000,3662.6,956.8,3.8281
224,112,0.5000,3854.2,1168.5,3.2983
224,146,0.6500,4868.7,1466.4,3.3202
224,179,0.8000,5315.3,1641.4,3.2383
224,224,1.0000,6295.5,1842.5,3.4167
225,28,0.1250,1848.8,361.4,5.1164
225,45,0.2000,2556.6,526.9,4.8522
225,56,0.2500,2682.0,629.6,4.2594
225,75,0.3333,3306.5,814.6,4.0589
225,90,0.4000,3958.4,955.9,4.1409
225,113,0.5000,3998.4,1352.0,2.9574
225,146,0.6500,4903.9,1515.4,3.2361
225,180,0.8000,5347.0,1693.8,3.1568
225,225,1.0000,6328.3,1867.6,3.3884
226,28,0.1250,1854.1,365.9,5.0678
226,45,0.2000,2564.1,529.6,4.8414
226,57,0.2500,2781.2,648.9,4.2862
226,75,0.3333,3321.2,824.3,4.0292
226,90,0.4000,3972.2,962.6,4.1268
226,113,0.5000,4035.2,1362.2,2.9623
226,147,0.6500,4872.2,1525.7,3.1935
226,181,0.8000,5427.2,1706.4,3.1806
226,226,1.0000,6408.1,1887.8,3.3944
227,28,0.1250,1864.5,368.5,5.0600
227,45,0.2000,2587.1,538.2,4.8072
227,57,0.2500,2786.6,651.7,4.2757
227,76,0.3333,3591.5,831.6,4.3189
227,91,0.4000,3814.6,983.4,3.8791
227,114,0.5000,4074.7,1335.3,3.0515
227,148,0.6500,4875.9,1492.6,3.2667
227,182,0.8000,5436.9,1700.3,3.1977
227,227,1.0000,6408.6,1895.1,3.3816
228,29,0.1250,2014.5,378.8,5.3181
228,46,0.2000,2636.9,543.4,4.8528
228,57,0.2500,2793.0,656.0,4.2573
228,76,0.3333,3316.1,832.7,3.9823
228,91,0.4000,4070.5,975.3,4.1734
228,114,0.5000,4071.8,1366.3,2.9803
228,148,0.6500,4856.1,1549.0,3.1349
228,182,0.8000,5473.7,1754.3,3.1202
228,228,1.0000,6435.9,1906.9,3.3751
229,29,0.1250,2004.9,384.1,5.2191
229,46,0.2000,2698.7,551.5,4.8931
229,57,0.2500,2779.6,663.0,4.1926
229,76,0.3333,3382.0,840.8,4.0222
229,92,0.4000,3848.5,1007.0,3.8219
229,115,0.5000,4138.9,1327.4,3.1181
229,149,0.6500,5060.0,1514.9,3.3402
229,183,0.8000,5473.7,1718.8,3.1847
229,229,1.0000,6598.0,1914.9,3.4456
230,29,0.1250,2013.1,380.4,5.2918
230,46,0.2000,2622.6,555.6,4.7207
230,58,0.2500,2801.1,672.3,4.1666
230,77,0.3333,3671.7,854.6,4.2963
230,92,0.4000,4091.2,1008.3,4.0576
230,115,0.5000,4154.8,1235.0,3.3641
230,150,0.6500,5071.0,1535.8,3.3018
230,184,0.8000,5502.5,1733.8,3.1737
230,230,1.0000,6634.8,1945.4,3.4105
231,29,0.1250,2044.2,388.6,5.2600
231,46,0.2000,2637.5,554.3,4.7584
231,58,0.2500,2764.1,671.7,4.1153
231,77,0.3333,3463.9,859.5,4.0301
231,92,0.4000,4129.3,1009.9,4.0887
231,116,0.5000,4136.4,1338.8,3.0896
231,150,0.6500,5108.7,1532.3,3.3340
231,185,0.8000,5539.6,1740.0,3.1837
231,231,1.0000,6627.4,1948.5,3.4012
232,29,0.1250,2021.4,384.1,5.2625
232,46,0.2000,2643.2,557.0,4.7452
232,58,0.2500,2750.8,672.1,4.0931
232,77,0.3333,3479.5,861.7,4.0381
232,93,0.4000,3868.7,1020.6,3.7906
232,116,0.5000,4131.5,1250.8,3.3031
232,151,0.6500,5104.5,1542.9,3.3084
232,186,0.8000,5588.7,1754.7,3.1851
232,232,1.0000,6402.9,1955.7,3.2740
233,29,0.1250,2049.9,385.7,5.3146
233,47,0.2000,2758.2,561.4,4.9135
233,58,0.2500,2842.2,674.9,4.2116
233,78,0.3333,3745.7,866.5,4.3228
233,93,0.4000,4255.8,1021.7,4.1655
233,117,0.5000,4225.1,1334.4,3.1663
233,151,0.6500,5120.8,1536.2,3.3335
233,186,0.8000,5630.0,1746.0,3.2245
233,233,1.0000,6485.9,1962.2,3.3054
234,29,0.1250,2057.3,386.4,5.3251
234,47,0.2000,2768.0,562.3,4.9229
234,59,0.2500,2931.4,689.0,4.2546
234,78,0.3333,3498.2,880.0,3.9753
234,94,0.4000,3925.5,1038.2,3.7811
234,117,0.5000,4206.8,1273.5,3.3034
234,152,0.6500,5170.5,1536.0,3.3662
234,187,0.8000,5666.6,1736.7,3.2628
234,234,1.0000,6513.8,1915.3,3.4009
235,29,0.1250,2038.3,392.3,5.1959
235,47,0.2000,2753.9,567.1,4.8561
235,59,0.2500,2943.4,695.7,4.2310
235,78,0.3333,3549.2,879.7,4.0346
235,94,0.4000,4308.8,1045.8,4.1200
235,118,0.5000,4256.9,1353.9,3.1442
235,153,0.6500,5408.3,1556.7,3.4742
235,188,0.8000,5689.7,1767.8,3.2185
235,235,1.0000,6514.0,1989.8,3.2737
236,30,0.1250,2072.0,398.5,5.1993
236,47,0.2000,2743.7,567.3,4.8368
236,59,0.2500,2897.1,697.6,4.1527
236,79,0.3333,3755.5,894.5,4.1985
236,94,0.4000,4303.6,1045.5,4.1163
236,118,0.5000,4272.5,1371.9,3.1143
236,153,0.6500,5413.9,1569.3,3.4499
236,189,0.8000,5707.0,1789.6,3.1890
236,236,1.0000,6565.9,2026.1,3.2407
237,30,0.1250,2081.9,399.2,5.2148
237,47,0.2000,2777.4,569.2,4.8795
237,59,0.2500,2926.9,702.0,4.1692
237,79,0.3333,3619.9,897.7,4.0326
237,95,0.4000,4073.7,1057.9,3.8506
237,119,0.5000,4384.1,1395.3,3.1420
237,154,0.6500,5574.5,1596.4,3.4919
237,190,0.8000,5832.6,1812.5,3.2181
237,237,1.0000,6731.0,2059.9,3.2677
238,30,0.1250,2092.0,401.1,5.2157
238,48,0.2000,2847.4,595.2,4.7836
238,60,0.2500,2921.7,704.6,4.1468
238,79,0.3333,3629.8,899.9,4.0334
238,95,0.4000,4390.4,1059.0,4.1460
238,119,0.5000,4350.9,1468.8,2.9622
238,155,0.6500,5584.6,1681.1,3.3220
238,190,0.8000,5825.9,1894.1,3.0759
238,238,1.0000,6750.4,2085.1,3.2375
239,30,0.1250,2093.5,402.4,5.2020
239,48,0.2000,2842.6,592.3,4.7990
239,60,0.2500,2930.9,708.6,4.1361
239,80,0.3333,3889.1,915.0,4.2503
239,96,0.4000,4116.6,1087.0,3.7870
239,120,0.5000,4345.1,1466.2,2.9635
239,155,0.6500,5618.2,1662.8,3.3787
239,191,0.8000,5894.8,1897.0,3.1075
239,239,1.0000,6781.7,2092.0,3.2417
240,30,0.1250,2087.3,403.9,5.1679
240,48,0.2000,2789.6,592.9,4.7053
240,60,0.2500,2941.4,713.7,4.1213
240,80,0.3333,3630.1,918.6,3.9519
240,96,0.4000,4401.3,1088.0,4.0454
240,120,0.5000,4340.8,1333.0,3.2564
240,156,0.6500,5631.3,1621.5,3.4730
240,192,0.8000,5902.3,1846.9,3.1957
240,240,1.0000,6784.4,2088.2,3.2489
241,30,0.1250,2076.1,411.0,5.0513
241,48,0.2000,2815.8,601.7,4.6794
241,60,0.2500,2981.0,724.2,4.1164
241,80,0.3333,3690.4,924.7,3.9911
241,96,0.4000,4455.9,1092.5,4.0785
241,121,0.5000,4462.3,1502.2,2.9705
241,157,0.6500,5783.5,1712.0,3.3782
241,193,0.8000,6040.4,1936.3,3.1195
241,241,1.0000,6916.3,2107.1,3.2824
242,30,0.1250,2096.6,408.2,5.1366
242,48,0.2000,2819.0,597.7,4.7161
242,61,0.2500,3079.0,733.5,4.1975
242,81,0.3333,3777.3,934.9,4.0402
242,97,0.4000,4195.9,1105.6,3.7952
242,121,0.5000,4477.6,1353.3,3.3086
242,157,0.6500,5743.0,1650.8,3.4790
242,194,0.8000,6073.3,1876.9,3.2358
242,242,1.0000,6929.6,2122.4,3.2649
243,30,0.1250,2103.3,410.0,5.1301
243,49,0.2000,2985.4,608.5,4.9064
243,61,0.2500,3066.8,738.7,4.1518
243,81,0.3333,3790.9,940.9,4.0292
243,97,0.4000,4571.1,1104.7,4.1379
243,122,0.5000,4528.5,1476.0,3.0681
243,158,0.6500,5803.9,1700.6,3.4129
243,194,0.8000,6070.5,1937.5,3.1331
243,243,1.0000,6936.9,2136.1,3.2474
244,31,0.1250,2116.1,428.0,4.9439
244,49,0.2000,2988.9,612.1,4.8833
244,61,0.2500,3053.8,747.0,4.0882
244,81,0.3333,3758.8,952.1,3.9478
244,98,0.4000,4279.2,1129.1,3.7898
244,122,0.5000,4529.9,1537.4,2.9465
244,159,0.6500,5788.8,1751.6,3.3049
244,195,0.8000,6138.5,1959.5,3.1327
244,244,1.0000,6987.2,2159.9,3.2349
245,31,0.1250,2124.3,429.7,4.9440
245,49,0.2000,2954.3,612.6,4.8229
245,61,0.2500,3079.0,746.4,4.1252
245,82,0.3333,3772.6,954.9,3.9507
245,98,0.4000,4610.5,1132.2,4.0721
245,123,0.5000,4558.4,1476.2,3.0879
245,159,0.6500,5787.5,1687.5,3.4297
245,196,0.8000,6184.7,1915.1,3.2294
245,245,1.0000,7082.3,2176.0,3.2548
246,31,0.1250,2127.0,430.2,4.9444
246,49,0.2000,2954.6,614.9,4.8052
246,62,0.2500,3094.5,753.8,4.1054
246,82,0.3333,3789.0,960.0,3.9470
246,98,0.4000,4617.7,1127.4,4.0959
246,123,0.5000,4567.3,1536.2,2.9731
246,160,0.6500,5837.4,1746.5,3.3424
246,197,0.8000,6209.4,1969.9,3.1521
246,246,1.0000,7124.4,2185.2,3.2603
247,31,0.1250,2131.4,430.5,4.9503
247,49,0.2000,2978.8,615.5,4.8396
247,62,0.2500,3098.5,754.5,4.1067
247,82,0.3333,3792.7,964.0,3.9344
247,99,0.4000,4304.9,1143.0,3.7662
247,124,0.5000,4575.1,1476.8,3.0981
247,161,0.6500,5800.5,1693.4,3.4255
247,198,0.8000,6220.3,1918.9,3.2416
247,247,1.0000,7132.4,2152.7,3.3133
248,31,0.1250,2129.1,439.3,4.8464
248,50,0.2000,3048.4,629.1,4.8453
248,62,0.2500,3074.2,763.0,4.0290
248,83,0.3333,3883.1,989.8,3.9232
248,99,0.4000,4710.7,1154.0,4.0820
248,124,0.5000,4564.8,1429.6,3.1931
248,161,0.6500,5806.0,1714.4,3.3867
248,198,0.8000,6235.5,1938.2,3.2172
248,248,1.0000,7156.4,2207.8,3.2414
249,31,0.1250,2144.5,437.9,4.8967
249,50,0.2000,3086.7,637.9,4.8389
